h,a,round,date,home_prob,tie_prob,away_prob,home_xG,away_xG,home_xGK,away_xGK,home_CS,away_CS,game
BAY,FFM,3.0,2023-01-28 18:30:00+00:00,0.7141281543456965,0.15683445277296895,0.1290373928813345,2.5599999999999987,0.8650000000000003,1.699153727794451,2.080846272205532,0.4210515526273211,0.0773047404432998,BL
S04,KOE,3.0,2023-01-29 15:30:00+00:00,0.2584466895418935,0.2598214723787832,0.48173183807932324,0.9800000000000004,1.4890778608727315,2.140344511256824,2.266031743756575,0.22558057633454465,0.37531109885139935,BL
B04,BVB,3.0,2023-01-29 17:30:00+00:00,0.3848806965426588,0.2526031809680253,0.3625161224893159,1.4963864040022425,1.4456486908848114,2.3224201790313797,2.202579820968609,0.23559319981510662,0.22393792098379878,BL
FCA,B04,4.0,2023-02-03 20:30:00+00:00,0.23512591985733197,0.24640778516549103,0.518466294977177,1.0656082511692568,1.6949999999999958,2.2986844114601133,2.070035297243465,0.18359922902771864,0.3445182374029489,BL
BVB,SCF,4.0,2023-02-04 15:30:00+00:00,0.5726124463034553,0.23174889200053275,0.19563866169601193,1.784999999999994,0.9400000000000004,2.059362989726943,2.4356370102730462,0.39062783535852097,0.16779706100018688,BL
UBL,M05,4.0,2023-02-04 15:30:00+00:00,0.49121455071082626,0.2841515143197087,0.224633934969465,1.3537389569677964,0.7950000000000003,1.9551024804869541,2.3317794718646825,0.45158123492259217,0.2582727822741117,BL
KOE,RBL,4.0,2023-02-04 15:30:00+00:00,0.2535429738362264,0.2674364793656134,0.47902054679816014,1.0783248654478108,1.5399999999999991,2.329653056071894,1.9194176906995724,0.21438110142697814,0.34016487057526285,BL
FFM,BSC,4.0,2023-02-04 15:30:00+00:00,0.6543562922634366,0.20742445625400063,0.13821925148256275,1.96499999999999,0.7800000000000002,1.7594119696499864,2.432612649528303,0.4584060113052234,0.14015588661581677,BL
BOC,HOF,4.0,2023-02-04 15:30:00+00:00,0.3523443365428231,0.26762435881877694,0.3800313046383999,1.3184968988494354,1.3537389569677964,2.0316320791400972,2.2846432527848437,0.2582727822741117,0.26753713526798545,BL
BMG,S04,4.0,2023-02-04 18:30:00+00:00,0.6181460080394243,0.20840803755147885,0.17344595440909683,1.9549999999999903,0.8950000000000004,2.2073736546539386,2.6176263453460438,0.4086075986408483,0.14156447669413544,BL
VFB,WER,4.0,2023-02-05 15:30:00+00:00,0.46751484304416585,0.25985873230758616,0.27262642464824804,1.5599999999999987,1.1088196454314347,2.2471802325581347,2.2078197674418556,0.3299481871677137,0.21013607120076502,BL
WOB,BAY,4.0,2023-02-05 17:30:00+00:00,0.1838640078265184,0.21138511303798563,0.6047508791354961,1.068837650767068,2.085270805954322,2.0376378130356105,1.7173621869643734,0.12427346161514752,0.34340744490743313,BL
S04,WOB,5.0,2023-02-10 20:30:00+00:00,0.24770037459847338,0.25887047327050705,0.49342915213101957,0.9550000000000004,1.5032802708066155,2.3892071156847905,2.200792884315197,0.22239943194644404,0.38481214455297846,BL
HOF,B04,5.0,2023-02-11 15:30:00+00:00,0.3350708960519662,0.26021146783966964,0.4047176361083642,1.2846678385476746,1.432760109445344,2.263760824173704,2.072839963738967,0.238649314141144,0.27674249155490876,BL
SCF,VFB,5.0,2023-02-11 15:30:00+00:00,0.45457536698732515,0.28083521983194826,0.2645894131807266,1.3238907309884482,0.9200000000000004,2.0419921658693165,2.6080078341306696,0.398519041084514,0.2660979696674188,BL
M05,FCA,5.0,2023-02-11 15:30:00+00:00,0.5326970406958962,0.24288024947417522,0.2244227098299286,1.6549999999999967,0.9500000000000004,2.1195121511143835,2.565487848885602,0.38674102345450106,0.19109205570546528,BL
WER,BVB,5.0,2023-02-11 15:30:00+00:00,0.2280103198909024,0.21979336414662842,0.5521963159624692,1.1439634268320806,1.8899999999999917,2.2249947068334364,2.1567862006963145,0.15107180883637208,0.3185539511873213,BL
BAY,BOC,5.0,2023-02-11 15:30:00+00:00,0.8324914178175201,0.10215451323195547,0.06535406895052441,3.0887672329415228,0.6250000000000001,1.1445389218472246,1.6704610781527687,0.5352614285189902,0.045558082304312617,BL
RBL,UBL,5.0,2023-02-11 18:30:00+00:00,0.5516498270493603,0.2609119192069221,0.18743825374371764,1.4521023467449035,0.7300000000000002,1.6633621464805746,2.1166378535194195,0.48190899009020216,0.23407765803322111,BL
BSC,BMG,5.0,2023-02-12 15:30:00+00:00,0.346706546325289,0.2664029573138528,0.38689049636085826,1.2630459951489204,1.3482928997328087,2.3389604186531043,2.211039581346884,0.259683187717003,0.28279133225932856,BL
KOE,FFM,5.0,2023-02-12 17:30:00+00:00,0.35828070517894983,0.26797029130888295,0.3737490035121672,1.2846678385476746,1.3131143353723986,2.2935617135193245,2.112814541494074,0.2689810533853946,0.27674249155490876,BL
FCA,HOF,6.0,2023-02-17 20:30:00+00:00,0.3430283554462715,0.2685764022417316,0.38839524231199685,1.2774990652556684,1.3769750868912642,2.223832870303278,2.33116712969671,0.2523407084685775,0.2787335238398589,BL
WOB,RBL,6.0,2023-02-18 15:30:00+00:00,0.3015159754423592,0.26764536943156264,0.43083865512607816,1.1399913002648736,1.4158566682486944,2.453458369360629,2.241541630639356,0.2427175959026414,0.3198218041691849,BL
VFB,KOE,6.0,2023-02-18 15:30:00+00:00,0.3997452611481386,0.27665481787585144,0.32359992097601,1.291832661898592,1.1271837002921745,2.361499139858739,2.528500860141242,0.3239442971676622,0.2747667668005807,BL
BMG,BAY,6.0,2023-02-18 15:30:00+00:00,0.13977925970271549,0.17876518774572026,0.6814555525515643,0.8950000000000004,2.4007549905539634,2.1236796972369163,1.9563203027630607,0.09064948794020228,0.4086075986408483,BL
BOC,SCF,6.0,2023-02-18 15:30:00+00:00,0.3096597185614001,0.2787805864857849,0.411559694952815,1.0713012432463933,1.2846678385476746,1.9877093922431583,1.7572906077568364,0.27674249155490876,0.3425624701728818,BL
FFM,WER,6.0,2023-02-18 18:30:00+00:00,0.6153626162533754,0.2128048479473369,0.1718325357992877,1.924999999999991,0.8650000000000003,1.9722726620207196,2.437727337979272,0.4210515526273211,0.14587575685622875,BL
UBL,S04,6.0,2023-02-19 15:30:00+00:00,0.6031040123223949,0.2474985598195063,0.14939742785809884,1.589999999999998,0.6550000000000001,1.9396084941791423,2.252416124999147,0.5194420625870482,0.20392561173421386,BL
BVB,BSC,6.0,2023-02-19 17:30:00+00:00,0.7272117513818113,0.16266063390437502,0.11012761471381372,2.3347611137478244,0.7150000000000002,1.4936925445853995,2.231307455414596,0.4891921117963316,0.09683361198234677,BL
B04,M05,6.0,2023-02-19 19:30:00+00:00,0.5225669485554064,0.24662280052107724,0.23081025092351634,1.6249999999999973,0.9550000000000004,2.0908966226100296,2.38910337738996,0.38481214455297846,0.1969116752041946,BL
M05,BMG,7.0,2023-02-24 20:30:00+00:00,0.4655007999145078,0.25791977714954584,0.2765794229359464,1.5599999999999987,1.1439634268320806,2.0043983032232826,2.1137868927023313,0.3185539511873213,0.21013607120076502,BL
HOF,BVB,7.0,2023-02-25 15:30:00+00:00,0.23697677942517567,0.22189578404257604,0.5411274365322483,1.1350676067825514,1.7949999999999937,2.34247420828272,2.11752579171727,0.1661274523468341,0.32140039175346885,BL
KOE,WOB,7.0,2023-02-25 15:30:00+00:00,0.40742817622287225,0.27466442475422925,0.31790739902289855,1.3238907309884482,1.1311196121488762,2.1301670399140007,2.0652356566615855,0.3226717868544907,0.2660979696674188,BL
RBL,FFM,7.0,2023-02-25 15:30:00+00:00,0.5628083048543001,0.23028523806051313,0.20690645708518676,1.7499999999999947,0.9150000000000004,2.0727145604080213,2.4072854395919685,0.4005166260908187,0.173773943450446,BL
BSC,FCA,7.0,2023-02-25 15:30:00+00:00,0.4490039029539237,0.2610132734226273,0.289982823623449,1.4555102846091992,1.1209308233097148,2.2332783339592437,2.341721666040744,0.32597622709050145,0.23328129367010803,BL
WER,BOC,7.0,2023-02-25 15:30:00+00:00,0.4841469164163703,0.2553365226995132,0.2605165608841165,1.5599999999999987,1.0713012432463933,1.9143461791401992,2.2954545509598483,0.3425624701728818,0.21013607120076502,BL
S04,VFB,7.0,2023-02-25 18:30:00+00:00,0.325872805328541,0.28418932979209643,0.38993786487936255,1.0713012432463933,1.20433249370277,2.0661243704187635,2.2122376246451347,0.2998921125910905,0.3425624701728818,BL
SCF,B04,7.0,2023-02-26 15:30:00+00:00,0.43625803329199975,0.266263722191594,0.29747824451640625,1.403458588708868,1.116076513257069,2.0593755679978187,2.3606244320021723,0.3275624636938534,0.2457455596438188,BL
BAY,UBL,7.0,2023-02-26 17:30:00+00:00,0.7189263144107662,0.17613388873789187,0.10493979685134197,2.1547112295756174,0.6800000000000002,1.63247734542099,2.0725226545789948,0.5066169923655894,0.11593666485937291,BL
BVB,RBL,8.0,2023-03-03 20:30:00+00:00,0.42628819142119867,0.2584818307959908,0.31522997778281053,1.5399999999999991,1.2887855193394593,2.306828832393562,2.308171167606425,0.2756052972215823,0.21438110142697814,BL
UBL,KOE,8.0,2023-03-04 15:30:00+00:00,0.49916443506003694,0.2835699168632517,0.21726564807671134,1.327822932689543,0.7400000000000002,1.928700293146501,2.2811004369535466,0.4771139155210342,0.26505367331597324,BL
FCA,WER,8.0,2023-03-04 15:30:00+00:00,0.40722561670621793,0.2666396651390091,0.32613471815477296,1.3519315013865185,1.2037138618716643,2.41075029288899,2.294249707110995,0.3000776927948288,0.2587400209853318,BL
M05,HOF,8.0,2023-03-04 15:30:00+00:00,0.4974218370158468,0.2541614840960011,0.24841667888815216,1.6099999999999977,1.0612131155881146,2.10963974883751,2.415360251162479,0.3460357742136455,0.199887614075145,BL
BMG,SCF,8.0,2023-03-04 15:30:00+00:00,0.3921437476194041,0.26354557248054056,0.34431067990005537,1.3660822406995767,1.2569164223933436,2.319561685090534,2.260438314909454,0.2845300456463028,0.25510444212936173,BL
BOC,S04,8.0,2023-03-04 15:30:00+00:00,0.40499812409177616,0.2777032064837913,0.3172986694244325,1.2960087119425214,1.107817710160726,2.241270919405962,2.313729080594026,0.33027893956251875,0.27362171958333076,BL
VFB,BAY,8.0,2023-03-04 18:30:00+00:00,0.13365754656566795,0.17953564656237353,0.6868068068719585,0.8450000000000003,2.2858878078045533,2.0355782847235107,1.6344217152764857,0.1016837463970727,0.42955735821073904,BL
B04,BSC,8.0,2023-03-05 15:30:00+00:00,0.6165138057240585,0.21568064543502022,0.16780554884092133,1.8599999999999923,0.8150000000000003,2.0469044569125967,2.5480955430873906,0.44263932736135103,0.15567263036799853,BL
WOB,FFM,8.0,2023-03-05 17:30:00+00:00,0.38879357879942456,0.2730204358169137,0.33818598538366174,1.2834463993421052,1.1866260643831648,2.278017565030854,2.2169824349691356,0.3052494205164403,0.2770807222059789,BL
KOE,BOC,9.0,2023-03-10 20:30:00+00:00,0.5501223905822434,0.24158483039476555,0.208292779022991,1.6299999999999972,0.8450000000000003,1.8571428571428568,1.625,0.42955735821073904,0.19592957412690987,BL
FFM,VFB,9.0,2023-03-11 15:30:00+00:00,0.5113049060393668,0.23692418666274104,0.2517709072978921,1.5078889333254315,0.8950000000000004,1.6071428571428572,1.875,0.4086075986408483,0.221376826252485,BL
RBL,BMG,9.0,2023-03-11 15:30:00+00:00,0.667808889923489,0.18899221190929733,0.1431988981672137,2.11097624990953,0.7900000000000003,1.5,1.8392857142857144,0.453844795282356,0.12111966563458727,BL
BSC,M05,9.0,2023-03-11 15:30:00+00:00,0.3417291811030642,0.2729732101395301,0.38529760875740565,1.164138997171274,1.2509357016746812,1.8928571428571428,1.7678571428571428,0.2862368392257181,0.3121913439783598,BL
BAY,FCA,9.0,2023-03-11 15:30:00+00:00,0.8210757420175784,0.10454458868204243,0.07437966930037919,3.173271650857287,0.6500000000000001,1.1607142857142858,2.375,0.522045776761016,0.04186640134834504,BL
S04,BVB,9.0,2023-03-11 18:30:00+00:00,0.20787382333988202,0.21302505009029934,0.5791011265698186,0.8900000000000003,1.8199999999999932,1.8636363636363635,1.8928571428571428,0.16202575093388188,0.41065575275234545,BL
SCF,HOF,9.0,2023-03-12 15:30:00+00:00,0.48185117056245835,0.2614453732326372,0.25670345620490437,1.5549999999999988,1.059767939901659,1.2678571428571428,2.142857142857143,0.34653621822884506,0.21118938264097142,BL
WER,B04,9.0,2023-03-12 17:30:00+00:00,0.3155395927873559,0.24043230512211244,0.4440281020905317,1.2768351466043149,1.5599999999999987,1.7727272727272727,1.8571428571428568,0.21013607120076502,0.2789186416698839,BL
WOB,UBL,9.0,2023-03-12 19:30:00+00:00,0.39438869920847736,0.30267445107460067,0.30293684971692203,1.1330654605570358,0.9300000000000004,1.8035714285714288,1.7321428571428572,0.39455371037160103,0.3220445269459468,BL
BMG,WER,10.0,2023-03-17 20:30:00+00:00,0.5075,0.2401,0.2524,1.85,1.25,1.8392857142857144,1.7727272727272727,0.2865047968601901,0.1572371663136276,BL
VFB,WOB,10.0,2023-03-18 15:30:00+00:00,0.3794,0.2628,0.3578,1.46,1.41,1.875,1.8035714285714288,0.2441432831534372,0.2322362747297588,BL
FCA,S04,10.0,2023-03-18 15:30:00+00:00,0.4557,0.2759,0.2683,1.47,1.06,2.375,1.8636363636363635,0.3464558103300574,0.22992548518672393,BL
HOF,BSC,10.0,2023-03-18 15:30:00+00:00,0.4788,0.2579,0.2633,1.65,1.16,2.142857142857143,1.8928571428571428,0.3134861808826054,0.19204990862075405,BL
BOC,RBL,10.0,2023-03-18 15:30:00+00:00,0.1797,0.2131,0.6073,1.08,2.15,1.625,1.5,0.11648415777349701,0.33959552564493906,BL
BVB,KOE,10.0,2023-03-18 18:30:00+00:00,0.5802,0.2314,0.1884,1.92,1.0,1.8928571428571428,1.8571428571428568,0.36787944117144245,0.14660696213035013,BL
UBL,FFM,10.0,2023-03-19 15:30:00+00:00,0.4012,0.2971,0.3017,1.25,1.04,1.7321428571428572,1.6071428571428572,0.35345468195878016,0.2865047968601901,BL
B04,BAY,10.0,2023-03-19 17:30:00+00:00,0.219,0.2126,0.5683,1.33,2.22,1.8571428571428568,1.1607142857142858,0.10860910882495795,0.26447726129982396,BL
M05,SCF,10.0,2023-03-19 19:30:00+00:00,0.4795,0.2466,0.274,1.77,1.28,1.7678571428571428,1.2678571428571428,0.278037300453194,0.17033298882540945,BL
FFM,BOC,11.0,2023-03-31 23:00:00+00:00,0.6149,0.222,0.1632,2.0,0.92,1.6071428571428572,1.625,0.39851904108451414,0.1353352832366127,BL
SCF,BSC,11.0,2023-03-31 23:00:00+00:00,0.5509,0.2467,0.2024,1.77,0.97,1.2678571428571428,1.8928571428571428,0.3790830381033989,0.17033298882540945,BL
KOE,BMG,11.0,2023-03-31 23:00:00+00:00,0.4637,0.2519,0.2845,1.7,1.28,1.8571428571428568,1.8392857142857144,0.278037300453194,0.1826835240527347,BL
UBL,VFB,11.0,2023-03-31 23:00:00+00:00,0.448,0.2874,0.2647,1.37,0.99,1.7321428571428572,1.875,0.37157669102204577,0.25410695955280027,BL
RBL,M05,11.0,2023-03-31 23:00:00+00:00,0.5798,0.2263,0.1939,1.99,1.06,1.5,1.7678571428571428,0.3464558103300574,0.13669542544552385,BL
S04,B04,11.0,2023-03-31 23:00:00+00:00,0.2768,0.2715,0.4517,1.12,1.5,1.8636363636363635,1.8571428571428568,0.22313016014842982,0.3262797946230394,BL
BAY,BVB,11.0,2023-03-31 23:00:00+00:00,0.658,0.1843,0.1577,2.54,1.19,1.1607142857142858,1.8928571428571428,0.30422126406670413,0.07886639979067493,BL
WOB,FCA,11.0,2023-03-31 23:00:00+00:00,0.593,0.2289,0.1781,1.94,0.96,1.8035714285714288,2.375,0.3828928859751121,0.14370394977770296,BL
WER,HOF,11.0,2023-03-31 23:00:00+00:00,0.437,0.2553,0.3076,1.63,1.33,1.7727272727272727,2.142857142857143,0.26447726129982396,0.1959295741269092,BL
BSC,RBL,12.0,2023-04-07 23:00:00+00:00,0.2134,0.2437,0.5429,1.04,1.8,1.8928571428571428,1.5,0.16529888822158653,0.35345468195878016,BL
BVB,UBL,12.0,2023-04-07 23:00:00+00:00,0.5799,0.2461,0.174,1.75,0.84,1.8928571428571428,1.7321428571428572,0.4317105234290798,0.1737739434504451,BL
B04,FFM,12.0,2023-04-07 23:00:00+00:00,0.4891,0.2584,0.2524,1.65,1.11,1.8571428571428568,1.6071428571428572,0.329558961075189,0.19204990862075405,BL
M05,WER,12.0,2023-04-07 23:00:00+00:00,0.5635,0.235,0.2014,1.9,1.04,1.7678571428571428,1.7727272727272727,0.35345468195878016,0.14956861922263506,BL
FCA,KOE,12.0,2023-04-07 23:00:00+00:00,0.3541,0.2733,0.3726,1.32,1.36,2.375,1.8571428571428568,0.2566607769535559,0.2671353019658503,BL
SCF,BAY,12.0,2023-04-07 23:00:00+00:00,0.1741,0.1904,0.6355,1.26,2.49,1.2678571428571428,1.1607142857142858,0.08290996657517269,0.28365402649977034,BL
HOF,S04,12.0,2023-04-07 23:00:00+00:00,0.4932,0.26,0.2468,1.63,1.08,2.142857142857143,1.8636363636363635,0.33959552564493906,0.1959295741269092,BL
BMG,WOB,12.0,2023-04-07 23:00:00+00:00,0.3843,0.248,0.3676,1.61,1.57,1.8392857142857144,1.8035714285714288,0.20804518235702046,0.19988761407514444,BL
BOC,VFB,12.0,2023-04-07 23:00:00+00:00,0.3324,0.2573,0.4103,1.39,1.57,1.625,1.875,0.20804518235702046,0.2490753046316682,BL
FFM,BMG,13.0,2023-04-14 23:00:00+00:00,0.4955,0.2436,0.2609,1.81,1.25,1.6071428571428572,1.8392857142857144,0.2865047968601901,0.16365413680270405,BL
KOE,M05,13.0,2023-04-14 23:00:00+00:00,0.4035,0.2659,0.3306,1.48,1.32,1.8571428571428568,1.7678571428571428,0.2671353019658503,0.2276376883838128,BL
RBL,FCA,13.0,2023-04-14 23:00:00+00:00,0.7087,0.1844,0.1069,2.29,0.76,1.5,2.375,0.46766642700990935,0.10126646185388338,BL
UBL,BOC,13.0,2023-04-14 23:00:00+00:00,0.5661,0.2556,0.1783,1.67,0.81,1.7321428571428572,1.625,0.4448580662229411,0.1882470656387468,BL
S04,BSC,13.0,2023-04-14 23:00:00+00:00,0.4233,0.291,0.2857,1.32,1.03,1.8636363636363635,1.8928571428571428,0.35700696056914755,0.2671353019658503,BL
VFB,BVB,13.0,2023-04-14 23:00:00+00:00,0.305,0.2483,0.4467,1.38,1.72,1.875,1.8928571428571428,0.1790661479114932,0.2515785530597565,BL
WOB,B04,13.0,2023-04-14 23:00:00+00:00,0.4243,0.2611,0.3146,1.56,1.31,1.8035714285714288,1.8571428571428568,0.26982005638468687,0.21013607120076472,BL
BAY,HOF,13.0,2023-04-14 23:00:00+00:00,0.8253,0.1138,0.0609,3.19,0.81,1.1607142857142858,2.142857142857143,0.4448580662229411,0.04117187093906773,BL
WER,SCF,13.0,2023-04-14 23:00:00+00:00,0.3642,0.262,0.3738,1.43,1.46,1.7727272727272727,1.2678571428571428,0.2322362747297588,0.23930892224375452,BL
BSC,WER,14.0,2023-04-21 23:00:00+00:00,0.4222,0.2764,0.3015,1.42,1.16,1.8928571428571428,1.7727272727272727,0.3134861808826054,0.2417140168970364,BL
B04,RBL,14.0,2023-04-21 23:00:00+00:00,0.3524,0.2604,0.3872,1.42,1.5,1.8571428571428568,1.5,0.22313016014842982,0.2417140168970364,BL
BVB,FFM,14.0,2023-04-21 23:00:00+00:00,0.5517,0.2359,0.2125,1.89,1.09,1.8928571428571428,1.6071428571428572,0.33621649370673334,0.15107180883637086,BL
FCA,VFB,14.0,2023-04-21 23:00:00+00:00,0.3721,0.265,0.3629,1.43,1.41,2.375,1.875,0.2441432831534372,0.23930892224375452,BL
BMG,UBL,14.0,2023-04-21 23:00:00+00:00,0.4373,0.2719,0.2907,1.48,1.16,1.8392857142857144,1.7321428571428572,0.3134861808826054,0.2276376883838128,BL
HOF,KOE,14.0,2023-04-21 23:00:00+00:00,0.3881,0.2634,0.3485,1.47,1.38,2.142857142857143,1.8571428571428568,0.2515785530597565,0.22992548518672393,BL
SCF,S04,14.0,2023-04-21 23:00:00+00:00,0.5646,0.2472,0.1882,1.75,0.9,1.2678571428571428,1.8636363636363635,0.4065696597405992,0.1737739434504451,BL
M05,BAY,14.0,2023-04-21 23:00:00+00:00,0.1947,0.1982,0.6071,1.32,2.42,1.7678571428571428,1.1607142857142858,0.08892161745938634,0.2671353019658503,BL
BOC,WOB,14.0,2023-04-21 23:00:00+00:00,0.2715,0.2464,0.4821,1.28,1.77,1.625,1.8035714285714288,0.17033298882540945,0.278037300453194,BL
BOC,BVB,15.0,2023-04-28 23:00:00+00:00,0.2065,0.2177,0.5758,1.21,2.13,1.625,1.8928571428571428,0.11883729385240967,0.2981972794298874,BL
FFM,FCA,15.0,2023-04-28 23:00:00+00:00,0.5695,0.2404,0.1901,1.82,0.95,1.6071428571428572,2.375,0.38674102345450123,0.16202575093388077,BL
KOE,SCF,15.0,2023-04-28 23:00:00+00:00,0.4319,0.2656,0.3024,1.53,1.24,1.8571428571428568,1.2678571428571428,0.28938421793905067,0.21653566731600712,BL
UBL,B04,15.0,2023-04-28 23:00:00+00:00,0.3622,0.293,0.3448,1.21,1.17,1.7321428571428572,1.8571428571428568,0.310366941265485,0.2981972794298874,BL
RBL,HOF,15.0,2023-04-28 23:00:00+00:00,0.6827,0.1895,0.1278,2.32,0.9,1.5,2.142857142857143,0.4065696597405992,0.09827358560436156,BL
BAY,BSC,15.0,2023-04-28 23:00:00+00:00,0.8367,0.1139,0.0494,2.98,0.62,1.1607142857142858,1.8928571428571428,0.5379444375946747,0.0507928338648985,BL
WOB,M05,15.0,2023-04-28 23:00:00+00:00,0.4563,0.2523,0.2914,1.68,1.3,1.8035714285714288,1.7678571428571428,0.27253179303401265,0.18637397603940997,BL
S04,WER,15.0,2023-04-28 23:00:00+00:00,0.4055,0.283,0.3116,1.35,1.15,1.8636363636363635,1.7727272727272727,0.3166367693790532,0.2592402606458915,BL
VFB,BMG,15.0,2023-04-28 23:00:00+00:00,0.4474,0.2464,0.3062,1.74,1.4,1.875,1.8392857142857144,0.24659696394160646,0.17552040061699684,BL
WER,BAY,16.0,2023-05-05 23:00:00+00:00,0.1237,0.1666,0.7098,1.06,2.69,1.7727272727272727,1.1607142857142858,0.06788093937176143,0.3464558103300574,BL
