league,team,team_short,program,overall_GK/g,overall_saves/xGA,avg_playerprice_starter,txCS_GW1,txCS_GW_1-3,txCS_GW_1-5,txCS_GW_all,txG_GW1,txG_GW_1-3,txG_GW_1-5,txG_GW_all,txP_rest_GW_1-3,txP_rest_GW_1-5,txP_rest_GW_all
88. Champions League Knockout,AC Milan,ACM,"GW1[a]TOT, ",2.1129032258064515,4.132808014596241,4268636.363636363,0.24572069331153595,0.24572069331153595,0.24572069331153595,0.24572069331153595,0.8950000000000004,0.8950000000000004,0.8950000000000004,0.8950000000000004,7548.86550756322,7548.86550756322,7548.86550756322
88. Champions League Knockout,Borussia Dortmund,BVB,"GW1[a]CHE, ",1.8928571428571428,2.318513495891839,4262272.7272727275,0.21653566731600715,0.21653566731600715,0.21653566731600715,0.21653566731600715,0.8700000000000003,0.8700000000000003,0.8700000000000003,0.8700000000000003,5102.638134734854,5102.638134734854,5102.638134734854
88. Champions League Knockout,Eintracht Frankfurt,FFM,"GW1[a]NAP, ",1.6071428571428572,1.7073087128034892,3486181.8181818184,0.16779706100018688,0.16779706100018688,0.16779706100018688,0.16779706100018688,0.7700000000000002,0.7700000000000002,0.7700000000000002,0.7700000000000002,-1993.6172959564556,-1993.6172959564556,-1993.6172959564556
88. Champions League Knockout,Club Brügge,BRU,"GW1[a]BEN, ",2.1590014977575316,2.2226304414248137,2657454.5454545454,0.15335496684492972,0.15335496684492972,0.15335496684492972,0.15335496684492972,0.6650000000000001,0.6650000000000001,0.6650000000000001,0.6650000000000001,-5298.101001370622,-5298.101001370622,-5298.101001370622
88. Champions League Knockout,RB Leipzig,RBL,"GW1[a]MAC, ",1.5,2.495172721433222,4168363.6363636362,0.1344931795577685,0.1344931795577685,0.1344931795577685,0.1344931795577685,0.7600000000000002,0.7600000000000002,0.7600000000000002,0.7600000000000002,-8505.131470405697,-8505.131470405697,-8505.131470405697
9. Serie A,Internazionale,INT,"GW1[h]LEC, GW2[a]SPE, GW3[h]JUV, GW4[h]FIO, GW5[a]SAL, ",1.8225806451612905,4.6397629632706,5910272.7272727275,0.5826197287897711,1.4198339557084705,2.1535229648830687,5.2553293830908645,1.9099999999999913,5.519999999999982,9.649999999999983,25.229999999999983,100402.38774472993,166534.88774472993,399868.88774472993
9. Serie A,Napoli,NAP,"GW1[h]LAZ, GW2[h]ATA, GW3[a]TOR, GW4[h]ACM, GW5[a]LEC, ",1.5161290322580645,4.88894158986851,5895454.545454546,0.4771139155210342,1.29235231283372,2.133685207926278,6.109480462661872,1.639999999999997,5.069999999999992,8.709999999999992,27.159999999999993,89255.03781301736,152317.03781301738,469589.0378130174
9. Serie A,AC Milan,ACM,"GW1[a]FIO, GW2[h]SAL, GW3[a]UDI, GW4[a]NAP, GW5[h]EMP, ",2.1129032258064515,4.132808014596241,5001272.7272727275,0.3522966502020331,1.2124708789650374,1.8251331003543139,5.2940093176150675,1.1257723995516367,4.901072548449324,8.031072548449323,23.221072548449325,78306.74421122401,116388.24421122401,359156.244211224
9. Serie A,Fiorentina,FIO,"GW1[h]ACM, GW2[a]CRE, GW3[h]LEC, GW4[a]INT, GW5[h]SPE, ",2.096774193548387,3.2893827933701822,3732545.4545454546,0.3244018027571991,1.2489501202087525,1.8968370735667643,4.787633885922346,1.0432817020479244,4.130157919954927,7.330157919954926,21.120157919954924,69839.32873712532,111625.82873712532,300654.8287371253
9. Serie A,Atalanta,ATA,"GW1[h]UDI, GW2[a]NAP, GW3[h]EMP, GW4[a]CRE, GW5[h]BOL, ",2.193548387096774,3.066362741693148,4679909.090909091,0.4338744814329908,1.0253960268024591,1.71861948107834,4.471753544156514,1.6999999999999957,4.674999999999995,8.354999999999995,22.935,65639.85646921267,122951.85646921267,317244.3564692127
9. Serie A,Roma,ROM,"GW1[h]JUV, GW2[h]SAS, GW3[a]LAZ, GW4[h]SAM, GW5[a]TOR, ",2.338709677419355,4.353425503060424,4722545.454545454,0.39062783535852097,1.22627575748491,2.205854374400575,5.73039156971972,0.9800000000000004,3.63,6.62,20.069999999999997,59355.395543765146,115382.89554376515,329273.39554376516
9. Serie A,Juventus,JUV,"GW1[a]ROM, GW2[h]SAM, GW3[a]INT, GW4[h]VER, GW5[a]LAZ, ",1.8870967741935485,3.5581664929935277,5684909.090909091,0.37531109885139935,1.1402967865144709,1.8909953755005537,4.835300443065787,0.9400000000000004,4.07499999999999,7.12499999999999,21.47499999999999,58639.20228805283,106397.20228805282,308785.7022880528
9. Serie A,Monza,MON,"GW1[h]EMP, GW2[a]VER, GW3[h]CRE, GW4[h]LAZ, GW5[a]UDI, ",2.1666666666666665,2.4351258066215564,3528181.8181818184,0.414782911681581,1.1111208814825775,1.5676480514031557,3.5479158573966894,1.3138982545444922,3.8338982545444926,6.013898254544493,15.193898254544493,58394.03648666654,73098.03648666653,116201.03648666653
9. Serie A,Sassuolo,SAS,"GW1[h]CRE, GW2[a]ROM, GW3[h]SPE, GW4[h]TOR, GW5[a]VER, ",2.3548387096774195,2.7610627124503075,2966000.0,0.4274149319487265,1.0424696403492477,1.6548871147105513,4.152200095770553,1.482339509376733,3.997339509376733,6.587339509376733,19.00733950937673,55512.76672513009,88428.76672513009,229930.7667251301
9. Serie A,Hellas Verona,VER,"GW1[a]SPE, GW2[h]MON, GW3[a]SAM, GW4[a]JUV, GW5[h]SAS, ",2.5161290322580645,2.1360358128000403,2667545.4545454546,0.3460357742136455,1.0723723233130855,1.5292101089986851,3.788595103747065,1.03285009367617,3.2951120636476574,5.315112063647658,14.57511206364766,46268.087682561374,57356.087682561374,120049.08768256137
9. Serie A,Bologna,BOL,"GW1[a]TOR, GW2[h]LAZ, GW3[a]SAL, GW4[h]UDI, GW5[a]ATA, ",2.274193548387097,2.03421514587964,3500090.909090909,0.3244018027571991,0.9340647807974389,1.3628706190448054,3.622796335226386,0.8700000000000003,3.491948625245011,5.911948625245011,16.18194862524501,42201.96851339316,59203.96851339316,147039.46851339316
9. Serie A,Torino,TOR,"GW1[h]BOL, GW2[a]LEC, GW3[h]NAP, GW4[a]SAS, GW5[h]ROM, ",2.274193548387097,3.0959644826325072,3050272.727272727,0.4189515492476388,1.0254326291078584,1.5884725096003867,4.494508650045275,1.1257723995516367,2.9507723995516373,5.050772399551637,16.620772399551637,34429.60790483009,54875.60790483009,205214.60790483007
9. Serie A,Lazio,LAZ,"GW1[a]NAP, GW2[a]BOL, GW3[h]ROM, GW4[a]MON, GW5[h]JUV, ",2.0161290322580645,2.871967101320642,5388818.181818182,0.19398004229089252,0.8765718020697899,1.4874801862210634,4.579044781009685,0.7400000000000002,3.038412582806109,5.598412582806109,17.90841258280611,29047.658054755422,61325.65805475542,233406.65805475542
9. Serie A,Udinese,UDI,"GW1[a]ATA, GW2[a]EMP, GW3[h]ACM, GW4[a]BOL, GW5[h]MON, ",2.274193548387097,2.593949932212224,3690636.3636363638,0.18268352405273544,0.7171274352087068,1.305798265485314,3.7454864598096558,0.8350000000000003,3.388495119881179,6.37849511988118,18.84849511988118,25861.2562543593,64614.7562543593,200716.2562543593
9. Serie A,Sampdoria,SAM,"GW1[h]SAL, GW2[a]JUV, GW3[h]VER, GW4[a]ROM, GW5[h]CRE, ",2.661290322580645,1.7458747519513924,2469363.6363636362,0.4005166260908187,0.8555672836675595,1.3553985370326798,3.336227541955066,1.1764642511841248,2.8003880189785075,4.620388018978508,12.690388018978506,20859.709812981015,30268.709812981015,50065.70981298102
9. Serie A,Empoli,EMP,"GW1[a]MON, GW2[h]UDI, GW3[a]ATA, GW4[h]LEC, GW5[a]ACM, ",2.177419354838709,1.805799903738148,2893636.3636363638,0.2687702766074884,0.6866575156696327,1.1362481052562785,3.1482808245911262,0.8800000000000003,2.8649501113902445,4.804950111390244,15.064950111390246,12226.620772627735,19182.620772627735,87610.62077262774
9. Serie A,Cremonese,CRE,"GW1[a]SAS, GW2[h]FIO, GW3[a]MON, GW4[h]ATA, GW5[a]SAM, ",2.25,2.0483150144627045,2563272.727272727,0.2271057503569634,0.6657957779911821,1.0866876432122399,3.094965714000331,0.8500000000000003,2.6750000000000007,4.865,14.865,9125.200853991875,20608.200853991875,80700.70085399188
9. Serie A,Spezia,SPE,"GW1[h]VER, GW2[h]INT, GW3[a]SAS, GW4[h]SAL, GW5[a]FIO, ",2.338709677419355,1.6725058769454513,2831272.727272727,0.3559909059017589,0.6678967562536969,1.107568718841341,2.9708886627351103,1.0612131155881146,2.6162131155881148,4.926213115588115,13.616213115588117,5366.400177267018,19224.400177267016,46373.400177267016
9. Serie A,Salernitana,SAL,"GW1[a]SAM, GW2[a]ACM, GW3[h]BOL, GW4[a]SPE, GW5[h]INT, ",2.225806451612903,1.5404975436021262,2981818.1818181816,0.30836712202862104,0.6270082314620912,0.9287739865403607,2.255021041293265,0.9150000000000004,2.573023185071918,4.623023185071918,13.023023185071919,2587.1141913925194,191.1141913925203,-24978.885808607483
9. Serie A,Lecce,LEC,"GW1[a]INT, GW2[h]TOR, GW3[a]FIO, GW4[a]EMP, GW5[h]NAP, ",2.208333333333333,2.404159404588355,3241090.909090909,0.14808038659546377,0.7464957117698972,1.2284313693705369,4.058995970389299,0.5402205716766156,2.120220571676616,3.9702205716766166,13.17022057167662,-25.3721847585457,8995.127815241456,107054.12781524146
99. Champions League,Manchester City,MAC,"GW1[h]RBL, ",1.0793650793650793,5.781290591079335,4670545.454545454,0.45158123492259217,0.45158123492259217,0.45158123492259217,0.45158123492259217,2.268206244513901,2.268206244513901,2.268206244513901,2.268206244513901,38561.5439594335,38561.5439594335,38561.5439594335
99. Champions League,Benfica,BEN,"GW1[h]BRU, ",2.0247358427443802,2.536179056685995,3807272.727272727,0.5142735277066321,0.5142735277066321,0.5142735277066321,0.5142735277066321,1.874999999999992,1.874999999999992,1.874999999999992,1.874999999999992,34378.10100137061,34378.10100137061,34378.10100137061
99. Champions League,Napoli,NAP,"GW1[h]FFM, ",1.5161290322580645,4.88894158986851,4085000.0,0.463013068311228,0.463013068311228,0.463013068311228,0.463013068311228,1.784999999999994,1.784999999999994,1.784999999999994,1.784999999999994,31103.617295956443,31103.617295956443,31103.617295956443
99. Champions League,Chelsea,CHE,"GW1[h]BVB, ",1.7419354838709675,3.585757107694548,4534545.454545454,0.4189515492476388,0.4189515492476388,0.4189515492476388,0.4189515492476388,1.5299999999999994,1.5299999999999994,1.5299999999999994,1.5299999999999994,23697.361865265142,23697.361865265142,23697.361865265142
99. Champions League,Bayern München,BAY,"GW1[h]PSG, ",1.1607142857142858,4.444298363233287,5945181.818181818,0.28681080592133706,0.28681080592133706,0.28681080592133706,0.28681080592133706,1.7599999999999945,1.7599999999999945,1.7599999999999945,1.7599999999999945,21447.266402460795,21447.266402460795,21447.266402460795
99. Champions League,Tottenham,TOT,"GW1[h]ACM, ",1.8253968253968251,3.7005688110677952,4497909.090909091,0.4086075986408483,0.4086075986408483,0.4086075986408483,0.4086075986408483,1.4035597811392924,1.4035597811392924,1.4035597811392924,1.4035597811392924,21048.254054715362,21048.254054715362,21048.254054715362
99. Champions League,Internazionale,INT,"GW1[a]FCP, ",1.8225806451612905,4.6397629632706,4414727.2727272725,0.31670092338509337,0.31670092338509337,0.31670092338509337,0.31670092338509337,1.2086775833416639,1.2086775833416639,1.2086775833416639,1.2086775833416639,19156.27721169522,19156.27721169522,19156.27721169522
99. Champions League,Real Madrid,RMA,"GW1[h]LIV, ",1.852459016393443,4.6086377722635055,5600909.090909091,0.28864044590660914,0.28864044590660914,0.28864044590660914,0.28864044590660914,1.5749999999999984,1.5749999999999984,1.5749999999999984,1.5749999999999984,17878.172136682457,17878.172136682457,17878.172136682457
99. Champions League,Liverpool,LIV,"GW1[a]RMA, ",1.2258064516129032,4.460878683121679,4896272.7272727275,0.207007552681153,0.207007552681153,0.207007552681153,0.207007552681153,1.2425734972552425,1.2425734972552425,1.2425734972552425,1.2425734972552425,11756.974857828023,11756.974857828023,11756.974857828023
99. Champions League,FC Porto,FCP,"GW1[h]INT, ",2.067014115124177,2.4619281588172854,3857636.3636363638,0.298591881336237,0.298591881336237,0.298591881336237,0.298591881336237,1.1497974097957768,1.1497974097957768,1.1497974097957768,1.1497974097957768,9560.672774579665,9560.672774579665,9560.672774579665
99. Champions League,Paris SG,PSG,"GW1[a]BAY, ",1.9344262295081969,3.5162148129860453,5235727.2727272725,0.1720448638230515,0.1720448638230515,0.1720448638230515,0.1720448638230515,1.2489324934164632,1.2489324934164632,1.2489324934164632,1.2489324934164632,8570.598584372121,8570.598584372121,8570.598584372121
99. Champions League,AC Milan,ACM,"GW1[a]TOT, ",2.1129032258064515,4.132808014596241,4489090.909090909,0.24572069331153595,0.24572069331153595,0.24572069331153595,0.24572069331153595,0.8950000000000004,0.8950000000000004,0.8950000000000004,0.8950000000000004,7548.86550756322,7548.86550756322,7548.86550756322
99. Champions League,Borussia Dortmund,BVB,"GW1[a]CHE, ",1.8928571428571428,2.318513495891839,4450272.7272727275,0.21653566731600715,0.21653566731600715,0.21653566731600715,0.21653566731600715,0.8700000000000003,0.8700000000000003,0.8700000000000003,0.8700000000000003,5102.638134734854,5102.638134734854,5102.638134734854
99. Champions League,Eintracht Frankfurt,FFM,"GW1[a]NAP, ",1.6071428571428572,1.7073087128034892,3356181.8181818184,0.16779706100018688,0.16779706100018688,0.16779706100018688,0.16779706100018688,0.7700000000000002,0.7700000000000002,0.7700000000000002,0.7700000000000002,-1993.6172959564556,-1993.6172959564556,-1993.6172959564556
99. Champions League,Club Brügge,BRU,"GW1[a]BEN, ",2.1590014977575316,2.2226304414248137,2968000.0,0.15335496684492972,0.15335496684492972,0.15335496684492972,0.15335496684492972,0.6650000000000001,0.6650000000000001,0.6650000000000001,0.6650000000000001,-5298.101001370622,-5298.101001370622,-5298.101001370622
99. Champions League,RB Leipzig,RBL,"GW1[a]MAC, ",1.5,2.495172721433222,4422181.818181818,0.1344931795577685,0.1344931795577685,0.1344931795577685,0.1344931795577685,0.7600000000000002,0.7600000000000002,0.7600000000000002,0.7600000000000002,-8505.131470405697,-8505.131470405697,-8505.131470405697
