team,player,pos,value [m],xP [k],xV [k],xP_gebyr [k],program,round,game
SAL,E. Bohinen,M,2.0,-7.4,-3.7,-27.3,"GW1[a]SAM, GW2[a]ACM, GW3[h]BOL, GW4[a]SPE, GW5[h]INT, ",17,SA
SAL,R. Boultam,M,2.0,-5.0,-2.6,-24.6,"GW1[a]SAM, GW2[a]ACM, GW3[h]BOL, GW4[a]SPE, GW5[h]INT, ",17,SA
SAL,A. Iervolino,M,2.0,-5.0,-2.6,-24.6,"GW1[a]SAM, GW2[a]ACM, GW3[h]BOL, GW4[a]SPE, GW5[h]INT, ",17,SA
SAL,B. Dia,A,4.8,1.7,0.4,-46.0,"GW1[a]SAM, GW2[a]ACM, GW3[h]BOL, GW4[a]SPE, GW5[h]INT, ",17,SA
SAL,K. Piatek,A,3.6,-0.4,-0.1,-35.9,"GW1[a]SAM, GW2[a]ACM, GW3[h]BOL, GW4[a]SPE, GW5[h]INT, ",17,SA
SAL,F. Bonazzoli,A,3.5,-3.8,-1.1,-39.3,"GW1[a]SAM, GW2[a]ACM, GW3[h]BOL, GW4[a]SPE, GW5[h]INT, ",17,SA
SAL,E. Botheim,A,3.0,-4.6,-1.5,-34.6,"GW1[a]SAM, GW2[a]ACM, GW3[h]BOL, GW4[a]SPE, GW5[h]INT, ",17,SA
SAL,S. Nwankwo,A,3.0,-5.0,-1.7,-34.6,"GW1[a]SAM, GW2[a]ACM, GW3[h]BOL, GW4[a]SPE, GW5[h]INT, ",17,SA
SAL,D. Valencia,A,2.4,-4.8,-2.0,-28.7,"GW1[a]SAM, GW2[a]ACM, GW3[h]BOL, GW4[a]SPE, GW5[h]INT, ",17,SA
SAL,E. Vergani,A,2.0,-5.0,-2.6,-24.6,"GW1[a]SAM, GW2[a]ACM, GW3[h]BOL, GW4[a]SPE, GW5[h]INT, ",17,SA
SAM,E. Audero,G,3.3,18.7,5.6,-14.5,"GW1[h]SAL, GW2[a]JUV, GW3[h]VER, GW4[a]ROM, GW5[h]CRE, ",17,SA
SAM,M. Turk,G,2.5,-5.0,-2.0,-29.6,"GW1[h]SAL, GW2[a]JUV, GW3[h]VER, GW4[a]ROM, GW5[h]CRE, ",17,SA
SAM,E. Tantalocchi,G,2.5,-5.0,-2.0,-29.6,"GW1[h]SAL, GW2[a]JUV, GW3[h]VER, GW4[a]ROM, GW5[h]CRE, ",17,SA
SAM,N. Ravaglia,G,2.5,-5.0,-2.0,-29.6,"GW1[h]SAL, GW2[a]JUV, GW3[h]VER, GW4[a]ROM, GW5[h]CRE, ",17,SA
SAM,T. Augello,F,2.7,4.7,1.7,-22.4,"GW1[h]SAL, GW2[a]JUV, GW3[h]VER, GW4[a]ROM, GW5[h]CRE, ",17,SA
SAM,A. Zanoli,F,2.5,2.0,0.8,-23.4,"GW1[h]SAL, GW2[a]JUV, GW3[h]VER, GW4[a]ROM, GW5[h]CRE, ",17,SA
SAM,K. Günter,F,2.5,-0.9,-0.4,-25.5,"GW1[h]SAL, GW2[a]JUV, GW3[h]VER, GW4[a]ROM, GW5[h]CRE, ",17,SA
SAM,B. Nuytinck,F,2.4,0.8,0.3,-23.7,"GW1[h]SAL, GW2[a]JUV, GW3[h]VER, GW4[a]ROM, GW5[h]CRE, ",17,SA
SAM,N. Murru,F,2.4,-2.9,-1.2,-27.3,"GW1[h]SAL, GW2[a]JUV, GW3[h]VER, GW4[a]ROM, GW5[h]CRE, ",17,SA
SAM,J. Murillo,F,2.0,-4.0,-2.0,-24.1,"GW1[h]SAL, GW2[a]JUV, GW3[h]VER, GW4[a]ROM, GW5[h]CRE, ",17,SA
SAM,B. Amione,F,2.0,-0.3,-0.1,-20.3,"GW1[h]SAL, GW2[a]JUV, GW3[h]VER, GW4[a]ROM, GW5[h]CRE, ",17,SA
SAM,M. Oikonomou,F,2.0,-4.7,-2.4,-24.6,"GW1[h]SAL, GW2[a]JUV, GW3[h]VER, GW4[a]ROM, GW5[h]CRE, ",17,SA
SAM,L. Villa,F,2.0,-5.0,-2.6,-24.6,"GW1[h]SAL, GW2[a]JUV, GW3[h]VER, GW4[a]ROM, GW5[h]CRE, ",17,SA
SAM,A. Conti,F,2.0,-4.9,-2.5,-24.5,"GW1[h]SAL, GW2[a]JUV, GW3[h]VER, GW4[a]ROM, GW5[h]CRE, ",17,SA
SAM,A. Sabiri,M,3.1,2.4,0.8,-28.3,"GW1[h]SAL, GW2[a]JUV, GW3[h]VER, GW4[a]ROM, GW5[h]CRE, ",17,SA
SAM,F. Djuricic,M,2.9,-0.0,-0.0,-29.0,"GW1[h]SAL, GW2[a]JUV, GW3[h]VER, GW4[a]ROM, GW5[h]CRE, ",17,SA
SAM,H. Winks,M,2.4,-0.1,-0.0,-24.3,"GW1[h]SAL, GW2[a]JUV, GW3[h]VER, GW4[a]ROM, GW5[h]CRE, ",17,SA
SAM,M. Cuisance,M,2.0,-0.3,-0.2,-20.4,"GW1[h]SAL, GW2[a]JUV, GW3[h]VER, GW4[a]ROM, GW5[h]CRE, ",17,SA
SAM,F. Paoletti,M,2.0,-2.0,-1.0,-21.6,"GW1[h]SAL, GW2[a]JUV, GW3[h]VER, GW4[a]ROM, GW5[h]CRE, ",17,SA
SAM,G. Yepes,M,2.0,-4.8,-2.4,-24.3,"GW1[h]SAL, GW2[a]JUV, GW3[h]VER, GW4[a]ROM, GW5[h]CRE, ",17,SA
SAM,T. Segovia,M,2.0,-5.0,-2.6,-24.6,"GW1[h]SAL, GW2[a]JUV, GW3[h]VER, GW4[a]ROM, GW5[h]CRE, ",17,SA
SAM,E. Ilkhan,M,1.9,-5.0,-2.6,-24.4,"GW1[h]SAL, GW2[a]JUV, GW3[h]VER, GW4[a]ROM, GW5[h]CRE, ",17,SA
SAM,L. Malagrida,M,1.9,-4.2,-2.1,-23.6,"GW1[h]SAL, GW2[a]JUV, GW3[h]VER, GW4[a]ROM, GW5[h]CRE, ",17,SA
SAM,T. Rincon,M,1.9,-4.7,-2.5,-23.7,"GW1[h]SAL, GW2[a]JUV, GW3[h]VER, GW4[a]ROM, GW5[h]CRE, ",17,SA
SAM,M. Leris,M,1.8,-1.0,-0.5,-19.3,"GW1[h]SAL, GW2[a]JUV, GW3[h]VER, GW4[a]ROM, GW5[h]CRE, ",17,SA
SAM,S. Lammers,A,3.5,10.1,2.9,-25.2,"GW1[h]SAL, GW2[a]JUV, GW3[h]VER, GW4[a]ROM, GW5[h]CRE, ",17,SA
SAM,M. Gabbiadini,A,3.4,4.4,1.3,-29.4,"GW1[h]SAL, GW2[a]JUV, GW3[h]VER, GW4[a]ROM, GW5[h]CRE, ",17,SA
SAM,J. Rodriguez,A,3.0,0.6,0.2,-28.9,"GW1[h]SAL, GW2[a]JUV, GW3[h]VER, GW4[a]ROM, GW5[h]CRE, ",17,SA
SAM,D. Montevago,A,2.5,-2.9,-1.2,-27.6,"GW1[h]SAL, GW2[a]JUV, GW3[h]VER, GW4[a]ROM, GW5[h]CRE, ",17,SA
SAM,F. Quagliarella,A,2.5,10.6,4.3,-14.0,"GW1[h]SAL, GW2[a]JUV, GW3[h]VER, GW4[a]ROM, GW5[h]CRE, ",17,SA
SAM,M. De Luca,A,2.5,-2.1,-0.8,-26.6,"GW1[h]SAL, GW2[a]JUV, GW3[h]VER, GW4[a]ROM, GW5[h]CRE, ",17,SA
SAM,I. Pussetto,A,2.5,-4.5,-1.8,-29.0,"GW1[h]SAL, GW2[a]JUV, GW3[h]VER, GW4[a]ROM, GW5[h]CRE, ",17,SA
SAM,M. Ivanovic,A,2.0,-5.0,-2.5,-24.8,"GW1[h]SAL, GW2[a]JUV, GW3[h]VER, GW4[a]ROM, GW5[h]CRE, ",17,SA
SAS,A. Consigli,G,3.8,67.5,17.6,29.1,"GW1[h]CRE, GW2[a]ROM, GW3[h]SPE, GW4[h]TOR, GW5[a]VER, ",17,SA
SAS,G. Pegolo,G,3.0,-5.0,-1.7,-34.6,"GW1[h]CRE, GW2[a]ROM, GW3[h]SPE, GW4[h]TOR, GW5[a]VER, ",17,SA
SAS,A. Russo,G,3.0,-5.0,-1.7,-34.6,"GW1[h]CRE, GW2[a]ROM, GW3[h]SPE, GW4[h]TOR, GW5[a]VER, ",17,SA
SAS,G. Zacchi,G,2.5,-5.0,-2.0,-29.6,"GW1[h]CRE, GW2[a]ROM, GW3[h]SPE, GW4[h]TOR, GW5[a]VER, ",17,SA
SAS,S. Vitale,G,2.5,-5.0,-2.0,-29.6,"GW1[h]CRE, GW2[a]ROM, GW3[h]SPE, GW4[h]TOR, GW5[a]VER, ",17,SA
SAS,M. Erlic,F,3.2,41.6,13.0,9.5,"GW1[h]CRE, GW2[a]ROM, GW3[h]SPE, GW4[h]TOR, GW5[a]VER, ",17,SA
SAS,G. Ferrari,F,2.7,16.6,6.1,-10.5,"GW1[h]CRE, GW2[a]ROM, GW3[h]SPE, GW4[h]TOR, GW5[a]VER, ",17,SA
SAS,Rogerio,F,2.6,41.2,16.0,15.4,"GW1[h]CRE, GW2[a]ROM, GW3[h]SPE, GW4[h]TOR, GW5[a]VER, ",17,SA
SAS,J. Toljan,F,2.4,5.8,2.4,-18.1,"GW1[h]CRE, GW2[a]ROM, GW3[h]SPE, GW4[h]TOR, GW5[a]VER, ",17,SA
SAS,R. Marchizza,F,2.2,14.8,6.9,-6.7,"GW1[h]CRE, GW2[a]ROM, GW3[h]SPE, GW4[h]TOR, GW5[a]VER, ",17,SA
SAS,R. Tressoldi,F,2.1,35.0,16.4,13.7,"GW1[h]CRE, GW2[a]ROM, GW3[h]SPE, GW4[h]TOR, GW5[a]VER, ",17,SA
SAS,F. Romagna,F,2.0,-5.0,-2.6,-24.6,"GW1[h]CRE, GW2[a]ROM, GW3[h]SPE, GW4[h]TOR, GW5[a]VER, ",17,SA
SAS,M. Muldur,F,2.0,-4.7,-2.4,-24.2,"GW1[h]CRE, GW2[a]ROM, GW3[h]SPE, GW4[h]TOR, GW5[a]VER, ",17,SA
SAS,D. Frattesi,M,4.2,50.5,11.9,8.2,"GW1[h]CRE, GW2[a]ROM, GW3[h]SPE, GW4[h]TOR, GW5[a]VER, ",17,SA
SAS,N. Bajrami,M,3.7,59.1,15.8,21.6,"GW1[h]CRE, GW2[a]ROM, GW3[h]SPE, GW4[h]TOR, GW5[a]VER, ",17,SA
SAS,M. Lopez,M,2.9,21.1,7.2,-8.3,"GW1[h]CRE, GW2[a]ROM, GW3[h]SPE, GW4[h]TOR, GW5[a]VER, ",17,SA
SAS,N. Zortea,M,2.7,34.2,12.5,6.9,"GW1[h]CRE, GW2[a]ROM, GW3[h]SPE, GW4[h]TOR, GW5[a]VER, ",17,SA
SAS,K. Thorstvedt,M,2.7,24.0,8.9,-3.0,"GW1[h]CRE, GW2[a]ROM, GW3[h]SPE, GW4[h]TOR, GW5[a]VER, ",17,SA
SAS,A. Harroui,M,2.5,12.1,4.8,-12.9,"GW1[h]CRE, GW2[a]ROM, GW3[h]SPE, GW4[h]TOR, GW5[a]VER, ",17,SA
SAS,M. Henrique,M,2.4,37.9,15.7,13.8,"GW1[h]CRE, GW2[a]ROM, GW3[h]SPE, GW4[h]TOR, GW5[a]VER, ",17,SA
SAS,P. Obiang Avomo,M,2.1,22.4,10.7,1.4,"GW1[h]CRE, GW2[a]ROM, GW3[h]SPE, GW4[h]TOR, GW5[a]VER, ",17,SA
SAS,D. Berardi,A,6.2,24.8,4.0,-37.3,"GW1[h]CRE, GW2[a]ROM, GW3[h]SPE, GW4[h]TOR, GW5[a]VER, ",17,SA
SAS,A. Pinamonti,A,4.5,47.7,10.6,2.7,"GW1[h]CRE, GW2[a]ROM, GW3[h]SPE, GW4[h]TOR, GW5[a]VER, ",17,SA
SAS,A. Lauriente,A,3.8,48.2,12.7,10.3,"GW1[h]CRE, GW2[a]ROM, GW3[h]SPE, GW4[h]TOR, GW5[a]VER, ",17,SA
SAS,A. Alvarez,A,3.0,37.6,12.5,7.6,"GW1[h]CRE, GW2[a]ROM, GW3[h]SPE, GW4[h]TOR, GW5[a]VER, ",17,SA
SAS,G. Defrel,A,2.7,50.1,18.4,22.9,"GW1[h]CRE, GW2[a]ROM, GW3[h]SPE, GW4[h]TOR, GW5[a]VER, ",17,SA
SAS,E. Ceide,A,2.5,19.8,8.1,-4.8,"GW1[h]CRE, GW2[a]ROM, GW3[h]SPE, GW4[h]TOR, GW5[a]VER, ",17,SA
SAS,L. D'Andrea,A,2.5,-2.7,-1.1,-27.2,"GW1[h]CRE, GW2[a]ROM, GW3[h]SPE, GW4[h]TOR, GW5[a]VER, ",17,SA
SPE,B. Dragowski,G,3.3,39.4,12.1,6.9,"GW1[h]VER, GW2[h]INT, GW3[a]SAS, GW4[h]SAL, GW5[a]FIO, ",17,SA
SPE,J. Zoet,G,3.0,-4.9,-1.7,-34.8,"GW1[h]VER, GW2[h]INT, GW3[a]SAS, GW4[h]SAL, GW5[a]FIO, ",17,SA
SPE,P. Zovko,G,2.5,-5.0,-2.0,-29.7,"GW1[h]VER, GW2[h]INT, GW3[a]SAS, GW4[h]SAL, GW5[a]FIO, ",17,SA
SPE,L. Dido,G,2.5,-5.0,-2.0,-29.6,"GW1[h]VER, GW2[h]INT, GW3[a]SAS, GW4[h]SAL, GW5[a]FIO, ",17,SA
SPE,F. Marchetti,G,2.4,-5.0,-2.0,-29.5,"GW1[h]VER, GW2[h]INT, GW3[a]SAS, GW4[h]SAL, GW5[a]FIO, ",17,SA
SPE,E. Holm,F,2.6,6.7,2.5,-19.8,"GW1[h]VER, GW2[h]INT, GW3[a]SAS, GW4[h]SAL, GW5[a]FIO, ",17,SA
SPE,A. Reca,F,2.6,25.6,10.0,0.0,"GW1[h]VER, GW2[h]INT, GW3[a]SAS, GW4[h]SAL, GW5[a]FIO, ",17,SA
SPE,D. Nikolaou,F,2.5,19.6,7.7,-5.8,"GW1[h]VER, GW2[h]INT, GW3[a]SAS, GW4[h]SAL, GW5[a]FIO, ",17,SA
SPE,E. Ampadu,F,2.5,25.3,10.0,-0.0,"GW1[h]VER, GW2[h]INT, GW3[a]SAS, GW4[h]SAL, GW5[a]FIO, ",17,SA
SPE,P. Wisniewski,F,2.5,-1.0,-0.4,-25.8,"GW1[h]VER, GW2[h]INT, GW3[a]SAS, GW4[h]SAL, GW5[a]FIO, ",17,SA
SPE,M. Caldara,F,2.4,17.2,7.0,-7.3,"GW1[h]VER, GW2[h]INT, GW3[a]SAS, GW4[h]SAL, GW5[a]FIO, ",17,SA
SPE,K. Amian,F,2.1,27.0,12.9,6.1,"GW1[h]VER, GW2[h]INT, GW3[a]SAS, GW4[h]SAL, GW5[a]FIO, ",17,SA
SPE,J. Moutinho,F,2.0,-5.0,-2.5,-24.9,"GW1[h]VER, GW2[h]INT, GW3[a]SAS, GW4[h]SAL, GW5[a]FIO, ",17,SA
SPE,S. Giorgeschi,F,2.0,-5.0,-2.5,-24.8,"GW1[h]VER, GW2[h]INT, GW3[a]SAS, GW4[h]SAL, GW5[a]FIO, ",17,SA
SPE,S. Ferrer,F,2.0,-0.1,-0.0,-19.8,"GW1[h]VER, GW2[h]INT, GW3[a]SAS, GW4[h]SAL, GW5[a]FIO, ",17,SA
SPE,N. Bertola,F,2.0,-5.0,-2.6,-24.6,"GW1[h]VER, GW2[h]INT, GW3[a]SAS, GW4[h]SAL, GW5[a]FIO, ",17,SA
SPE,D. Verde,M,3.7,43.8,11.8,6.7,"GW1[h]VER, GW2[h]INT, GW3[a]SAS, GW4[h]SAL, GW5[a]FIO, ",17,SA
SPE,S. Bastoni,M,3.0,0.3,0.1,-29.9,"GW1[h]VER, GW2[h]INT, GW3[a]SAS, GW4[h]SAL, GW5[a]FIO, ",17,SA
SPE,E. Gyasi,M,2.7,35.5,13.2,8.6,"GW1[h]VER, GW2[h]INT, GW3[a]SAS, GW4[h]SAL, GW5[a]FIO, ",17,SA
SPE,K. Agudelo,M,2.5,18.9,7.5,-6.3,"GW1[h]VER, GW2[h]INT, GW3[a]SAS, GW4[h]SAL, GW5[a]FIO, ",17,SA
SPE,M. Bourabia,M,2.5,15.2,6.1,-9.9,"GW1[h]VER, GW2[h]INT, GW3[a]SAS, GW4[h]SAL, GW5[a]FIO, ",17,SA
SPE,S. Zurkowski,M,2.5,4.2,1.7,-20.8,"GW1[h]VER, GW2[h]INT, GW3[a]SAS, GW4[h]SAL, GW5[a]FIO, ",17,SA
SPE,D. Maldini,M,2.4,18.7,7.8,-5.4,"GW1[h]VER, GW2[h]INT, GW3[a]SAS, GW4[h]SAL, GW5[a]FIO, ",17,SA
SPE,A. Ekdal,M,2.1,16.7,8.1,-3.9,"GW1[h]VER, GW2[h]INT, GW3[a]SAS, GW4[h]SAL, GW5[a]FIO, ",17,SA
SPE,L. Pedicillo,M,2.0,-5.0,-2.5,-24.8,"GW1[h]VER, GW2[h]INT, GW3[a]SAS, GW4[h]SAL, GW5[a]FIO, ",17,SA
SPE,P. Candelari,M,2.0,-5.0,-2.5,-24.8,"GW1[h]VER, GW2[h]INT, GW3[a]SAS, GW4[h]SAL, GW5[a]FIO, ",17,SA
SPE,V. Kovalenko,M,2.0,3.5,1.8,-16.1,"GW1[h]VER, GW2[h]INT, GW3[a]SAS, GW4[h]SAL, GW5[a]FIO, ",17,SA
SPE,T. Cipot,M,2.0,-0.7,-0.3,-20.3,"GW1[h]VER, GW2[h]INT, GW3[a]SAS, GW4[h]SAL, GW5[a]FIO, ",17,SA
SPE,J. Sala,M,2.0,-3.7,-1.9,-23.2,"GW1[h]VER, GW2[h]INT, GW3[a]SAS, GW4[h]SAL, GW5[a]FIO, ",17,SA
SPE,J. Beck,M,2.0,-5.0,-2.6,-24.6,"GW1[h]VER, GW2[h]INT, GW3[a]SAS, GW4[h]SAL, GW5[a]FIO, ",17,SA
SPE,S. Esposito,M,1.9,7.8,4.2,-10.9,"GW1[h]VER, GW2[h]INT, GW3[a]SAS, GW4[h]SAL, GW5[a]FIO, ",17,SA
SPE,M. Nzola,A,4.7,60.3,12.9,13.5,"GW1[h]VER, GW2[h]INT, GW3[a]SAS, GW4[h]SAL, GW5[a]FIO, ",17,SA
SPE,R. Krollis,A,3.0,0.7,0.2,-29.0,"GW1[h]VER, GW2[h]INT, GW3[a]SAS, GW4[h]SAL, GW5[a]FIO, ",17,SA
SPE,E. Shomurodov,A,2.9,9.9,3.4,-19.4,"GW1[h]VER, GW2[h]INT, GW3[a]SAS, GW4[h]SAL, GW5[a]FIO, ",17,SA
SPE,O. Stijepovic,A,2.0,-5.0,-2.5,-24.7,"GW1[h]VER, GW2[h]INT, GW3[a]SAS, GW4[h]SAL, GW5[a]FIO, ",17,SA
SPE,D. Zuppel,A,2.0,-5.0,-2.6,-24.6,"GW1[h]VER, GW2[h]INT, GW3[a]SAS, GW4[h]SAL, GW5[a]FIO, ",17,SA
TOR,V. Milinkovic-Savic,G,4.4,48.2,11.1,4.7,"GW1[h]BOL, GW2[a]LEC, GW3[h]NAP, GW4[a]SAS, GW5[h]ROM, ",17,SA
TOR,E. Berisha,G,3.5,-5.0,-1.4,-39.6,"GW1[h]BOL, GW2[a]LEC, GW3[h]NAP, GW4[a]SAS, GW5[h]ROM, ",17,SA
TOR,L. Gemello,G,3.0,-5.0,-1.7,-34.6,"GW1[h]BOL, GW2[a]LEC, GW3[h]NAP, GW4[a]SAS, GW5[h]ROM, ",17,SA
TOR,M. Fiorenza,G,2.5,-5.0,-2.0,-29.6,"GW1[h]BOL, GW2[a]LEC, GW3[h]NAP, GW4[a]SAS, GW5[h]ROM, ",17,SA
TOR,S. Singo,F,3.3,30.4,9.3,-2.5,"GW1[h]BOL, GW2[a]LEC, GW3[h]NAP, GW4[a]SAS, GW5[h]ROM, ",17,SA
TOR,M. Vojvoda,F,3.3,23.8,7.3,-8.7,"GW1[h]BOL, GW2[a]LEC, GW3[h]NAP, GW4[a]SAS, GW5[h]ROM, ",17,SA
TOR,A. Buongiorno,F,2.7,18.4,6.8,-8.8,"GW1[h]BOL, GW2[a]LEC, GW3[h]NAP, GW4[a]SAS, GW5[h]ROM, ",17,SA
TOR,P. Schuurs,F,2.7,22.4,8.4,-4.3,"GW1[h]BOL, GW2[a]LEC, GW3[h]NAP, GW4[a]SAS, GW5[h]ROM, ",17,SA
TOR,K. Djidji,F,2.6,24.4,9.2,-2.0,"GW1[h]BOL, GW2[a]LEC, GW3[h]NAP, GW4[a]SAS, GW5[h]ROM, ",17,SA
TOR,O. Aina,F,2.6,17.3,6.6,-8.9,"GW1[h]BOL, GW2[a]LEC, GW3[h]NAP, GW4[a]SAS, GW5[h]ROM, ",17,SA
TOR,R. Rodriguez,F,2.6,17.6,6.8,-8.4,"GW1[h]BOL, GW2[a]LEC, GW3[h]NAP, GW4[a]SAS, GW5[h]ROM, ",17,SA
TOR,D. Zima,F,2.5,-1.1,-0.5,-26.5,"GW1[h]BOL, GW2[a]LEC, GW3[h]NAP, GW4[a]SAS, GW5[h]ROM, ",17,SA
TOR,A. Gravillon,F,2.5,6.6,2.7,-18.1,"GW1[h]BOL, GW2[a]LEC, GW3[h]NAP, GW4[a]SAS, GW5[h]ROM, ",17,SA
TOR,A. N'Guessan,F,2.0,-5.0,-2.5,-24.7,"GW1[h]BOL, GW2[a]LEC, GW3[h]NAP, GW4[a]SAS, GW5[h]ROM, ",17,SA
TOR,S. Wade,F,2.0,-5.0,-2.6,-24.6,"GW1[h]BOL, GW2[a]LEC, GW3[h]NAP, GW4[a]SAS, GW5[h]ROM, ",17,SA
TOR,A. Dembele,F,2.0,-5.0,-2.6,-24.6,"GW1[h]BOL, GW2[a]LEC, GW3[h]NAP, GW4[a]SAS, GW5[h]ROM, ",17,SA
TOR,A. Miranchuk,M,4.1,50.3,12.2,9.2,"GW1[h]BOL, GW2[a]LEC, GW3[h]NAP, GW4[a]SAS, GW5[h]ROM, ",17,SA
TOR,N. Vlasic,M,4.1,12.6,3.1,-28.4,"GW1[h]BOL, GW2[a]LEC, GW3[h]NAP, GW4[a]SAS, GW5[h]ROM, ",17,SA
TOR,V. Lazaro,M,3.1,-0.7,-0.2,-31.3,"GW1[h]BOL, GW2[a]LEC, GW3[h]NAP, GW4[a]SAS, GW5[h]ROM, ",17,SA
TOR,N. Radonjic,M,3.0,17.3,5.8,-12.6,"GW1[h]BOL, GW2[a]LEC, GW3[h]NAP, GW4[a]SAS, GW5[h]ROM, ",17,SA
TOR,S. Ricci,M,2.7,5.1,1.9,-21.8,"GW1[h]BOL, GW2[a]LEC, GW3[h]NAP, GW4[a]SAS, GW5[h]ROM, ",17,SA
TOR,K. Linetty,M,2.6,18.1,7.1,-7.5,"GW1[h]BOL, GW2[a]LEC, GW3[h]NAP, GW4[a]SAS, GW5[h]ROM, ",17,SA
TOR,I. Ilic,M,2.2,18.7,8.5,-3.3,"GW1[h]BOL, GW2[a]LEC, GW3[h]NAP, GW4[a]SAS, GW5[h]ROM, ",17,SA
TOR,M. Adopo,M,2.0,12.3,6.1,-8.0,"GW1[h]BOL, GW2[a]LEC, GW3[h]NAP, GW4[a]SAS, GW5[h]ROM, ",17,SA
TOR,B. Bayeye,M,2.0,-5.0,-2.5,-24.6,"GW1[h]BOL, GW2[a]LEC, GW3[h]NAP, GW4[a]SAS, GW5[h]ROM, ",17,SA
TOR,R. Vieira,M,2.0,3.8,1.9,-15.8,"GW1[h]BOL, GW2[a]LEC, GW3[h]NAP, GW4[a]SAS, GW5[h]ROM, ",17,SA
TOR,D. Weidmann,M,2.0,-5.0,-2.6,-24.6,"GW1[h]BOL, GW2[a]LEC, GW3[h]NAP, GW4[a]SAS, GW5[h]ROM, ",17,SA
TOR,G. Gineitis,M,1.9,-1.9,-1.0,-21.4,"GW1[h]BOL, GW2[a]LEC, GW3[h]NAP, GW4[a]SAS, GW5[h]ROM, ",17,SA
TOR,A. Sanabria,A,3.6,51.5,14.3,15.5,"GW1[h]BOL, GW2[a]LEC, GW3[h]NAP, GW4[a]SAS, GW5[h]ROM, ",17,SA
TOR,P. Pellegri,A,3.0,-1.3,-0.4,-30.8,"GW1[h]BOL, GW2[a]LEC, GW3[h]NAP, GW4[a]SAS, GW5[h]ROM, ",17,SA
TOR,Y. Karamoh,A,2.8,36.6,13.1,8.7,"GW1[h]BOL, GW2[a]LEC, GW3[h]NAP, GW4[a]SAS, GW5[h]ROM, ",17,SA
TOR,D. Seck,A,2.6,21.3,8.4,-4.2,"GW1[h]BOL, GW2[a]LEC, GW3[h]NAP, GW4[a]SAS, GW5[h]ROM, ",17,SA
TOR,S. Zaza,A,2.5,-5.0,-2.0,-29.6,"GW1[h]BOL, GW2[a]LEC, GW3[h]NAP, GW4[a]SAS, GW5[h]ROM, ",17,SA
UDI,M. Silvestri,G,4.2,49.3,11.8,7.7,"GW1[a]ATA, GW2[a]EMP, GW3[h]ACM, GW4[a]BOL, GW5[h]MON, ",17,SA
UDI,D. Padelli,G,3.5,-5.0,-1.4,-39.6,"GW1[a]ATA, GW2[a]EMP, GW3[h]ACM, GW4[a]BOL, GW5[h]MON, ",17,SA
UDI,E. Piana,G,3.0,-5.0,-1.7,-34.6,"GW1[a]ATA, GW2[a]EMP, GW3[h]ACM, GW4[a]BOL, GW5[h]MON, ",17,SA
UDI,D. Udogie,F,4.8,41.2,8.5,-7.2,"GW1[a]ATA, GW2[a]EMP, GW3[h]ACM, GW4[a]BOL, GW5[h]MON, ",17,SA
UDI,J. Bijol,F,3.2,24.8,7.6,-7.7,"GW1[a]ATA, GW2[a]EMP, GW3[h]ACM, GW4[a]BOL, GW5[h]MON, ",17,SA
UDI,N. Perez,F,3.0,23.6,7.8,-6.7,"GW1[a]ATA, GW2[a]EMP, GW3[h]ACM, GW4[a]BOL, GW5[h]MON, ",17,SA
UDI,R. Becao,F,3.0,25.3,8.4,-4.8,"GW1[a]ATA, GW2[a]EMP, GW3[h]ACM, GW4[a]BOL, GW5[h]MON, ",17,SA
UDI,K. Ehizibue,F,2.8,7.2,2.6,-20.3,"GW1[a]ATA, GW2[a]EMP, GW3[h]ACM, GW4[a]BOL, GW5[h]MON, ",17,SA
UDI,E. Ebosse,F,2.5,7.9,3.2,-16.8,"GW1[a]ATA, GW2[a]EMP, GW3[h]ACM, GW4[a]BOL, GW5[h]MON, ",17,SA
UDI,A. Masina,F,2.4,10.7,4.4,-13.7,"GW1[a]ATA, GW2[a]EMP, GW3[h]ACM, GW4[a]BOL, GW5[h]MON, ",17,SA
UDI,F. Ebosele,F,2.0,10.3,5.2,-9.5,"GW1[a]ATA, GW2[a]EMP, GW3[h]ACM, GW4[a]BOL, GW5[h]MON, ",17,SA
UDI,A. Guessand,F,2.0,-5.0,-2.6,-24.6,"GW1[a]ATA, GW2[a]EMP, GW3[h]ACM, GW4[a]BOL, GW5[h]MON, ",17,SA
UDI,L. Buta,F,2.0,-2.2,-1.1,-21.8,"GW1[a]ATA, GW2[a]EMP, GW3[h]ACM, GW4[a]BOL, GW5[h]MON, ",17,SA
UDI,J. Abankwah,F,2.0,-5.0,-2.6,-24.6,"GW1[a]ATA, GW2[a]EMP, GW3[h]ACM, GW4[a]BOL, GW5[h]MON, ",17,SA
UDI,G. Deulofeu,M,6.0,4.2,0.7,-56.0,"GW1[a]ATA, GW2[a]EMP, GW3[h]ACM, GW4[a]BOL, GW5[h]MON, ",17,SA
UDI,F. Thauvin,M,4.5,6.8,1.5,-38.2,"GW1[a]ATA, GW2[a]EMP, GW3[h]ACM, GW4[a]BOL, GW5[h]MON, ",17,SA
UDI,L. Samardzic,M,4.3,34.5,8.0,-8.6,"GW1[a]ATA, GW2[a]EMP, GW3[h]ACM, GW4[a]BOL, GW5[h]MON, ",17,SA
UDI,R. Pereyra,M,3.9,26.6,6.8,-12.5,"GW1[a]ATA, GW2[a]EMP, GW3[h]ACM, GW4[a]BOL, GW5[h]MON, ",17,SA
