team,player,pos,value [m],xP [k],xV [k],xP_gebyr [k],program,round,game
ESP,D. Gomez,A,2.5,-0.2,-0.1,-24.8,"GW1[a]VLL, GW2[a]RMA, GW3[h]CDV, GW4[a]GIR, GW5[h]BIL, ",12,LL
ESP,J. Becerra,A,2.0,-5.0,-2.6,-24.6,"GW1[a]VLL, GW2[a]RMA, GW3[h]CDV, GW4[a]GIR, GW5[h]BIL, ",12,LL
ESP,N. Touaizi,A,2.0,-5.0,-2.6,-24.6,"GW1[a]VLL, GW2[a]RMA, GW3[h]CDV, GW4[a]GIR, GW5[h]BIL, ",12,LL
ESP,L. Koleosho,A,2.0,-5.0,-2.6,-24.6,"GW1[a]VLL, GW2[a]RMA, GW3[h]CDV, GW4[a]GIR, GW5[h]BIL, ",12,LL
FCB,M. ter Stegen,G,7.4,69.8,9.4,-4.3,"GW1[h]VAL, GW2[a]BIL, GW3[h]RMA, GW4[a]ELC, GW5[h]GIR, ",12,LL
FCB,I. Pena,G,5.5,-5.0,-0.9,-59.6,"GW1[h]VAL, GW2[a]BIL, GW3[h]RMA, GW4[a]ELC, GW5[h]GIR, ",12,LL
FCB,A. Tenas,G,4.9,-5.0,-1.0,-54.4,"GW1[h]VAL, GW2[a]BIL, GW3[h]RMA, GW4[a]ELC, GW5[h]GIR, ",12,LL
FCB,A. Balde,F,6.0,27.1,4.5,-33.4,"GW1[h]VAL, GW2[a]BIL, GW3[h]RMA, GW4[a]ELC, GW5[h]GIR, ",12,LL
FCB,J. Alba,F,6.0,39.2,6.5,-20.9,"GW1[h]VAL, GW2[a]BIL, GW3[h]RMA, GW4[a]ELC, GW5[h]GIR, ",12,LL
FCB,J. Kounde,F,5.6,31.9,5.7,-23.9,"GW1[h]VAL, GW2[a]BIL, GW3[h]RMA, GW4[a]ELC, GW5[h]GIR, ",12,LL
FCB,R. Araujo,F,5.5,35.8,6.5,-18.9,"GW1[h]VAL, GW2[a]BIL, GW3[h]RMA, GW4[a]ELC, GW5[h]GIR, ",12,LL
FCB,A. Christensen,F,5.1,28.0,5.5,-22.7,"GW1[h]VAL, GW2[a]BIL, GW3[h]RMA, GW4[a]ELC, GW5[h]GIR, ",12,LL
FCB,S. Roberto,F,4.5,35.9,8.0,-9.0,"GW1[h]VAL, GW2[a]BIL, GW3[h]RMA, GW4[a]ELC, GW5[h]GIR, ",12,LL
FCB,M. Alonso,F,4.3,25.2,5.8,-17.9,"GW1[h]VAL, GW2[a]BIL, GW3[h]RMA, GW4[a]ELC, GW5[h]GIR, ",12,LL
FCB,E. Garcia,F,4.2,13.9,3.3,-27.9,"GW1[h]VAL, GW2[a]BIL, GW3[h]RMA, GW4[a]ELC, GW5[h]GIR, ",12,LL
FCB,C. Riad,F,2.5,-5.0,-2.0,-29.6,"GW1[h]VAL, GW2[a]BIL, GW3[h]RMA, GW4[a]ELC, GW5[h]GIR, ",12,LL
FCB,Pedri,M,6.8,15.2,2.2,-53.2,"GW1[h]VAL, GW2[a]BIL, GW3[h]RMA, GW4[a]ELC, GW5[h]GIR, ",12,LL
FCB,F. de Jong,M,5.8,30.2,5.2,-27.6,"GW1[h]VAL, GW2[a]BIL, GW3[h]RMA, GW4[a]ELC, GW5[h]GIR, ",12,LL
FCB,P. Gavi,M,4.6,13.6,3.0,-31.9,"GW1[h]VAL, GW2[a]BIL, GW3[h]RMA, GW4[a]ELC, GW5[h]GIR, ",12,LL
FCB,F. Kessie,M,4.3,37.9,8.7,-5.4,"GW1[h]VAL, GW2[a]BIL, GW3[h]RMA, GW4[a]ELC, GW5[h]GIR, ",12,LL
FCB,S. Busquets,M,3.7,24.1,6.5,-13.0,"GW1[h]VAL, GW2[a]BIL, GW3[h]RMA, GW4[a]ELC, GW5[h]GIR, ",12,LL
FCB,M. Casado,M,2.5,-5.0,-2.0,-29.6,"GW1[h]VAL, GW2[a]BIL, GW3[h]RMA, GW4[a]ELC, GW5[h]GIR, ",12,LL
FCB,P. Torre,M,2.5,-3.7,-1.5,-28.2,"GW1[h]VAL, GW2[a]BIL, GW3[h]RMA, GW4[a]ELC, GW5[h]GIR, ",12,LL
FCB,A. Alarcon,M,2.0,-5.0,-2.5,-25.1,"GW1[h]VAL, GW2[a]BIL, GW3[h]RMA, GW4[a]ELC, GW5[h]GIR, ",12,LL
FCB,R. Lewandowski,A,12.6,24.6,1.9,-101.6,"GW1[h]VAL, GW2[a]BIL, GW3[h]RMA, GW4[a]ELC, GW5[h]GIR, ",12,LL
FCB,O. Dembele,A,8.8,10.3,1.2,-77.4,"GW1[h]VAL, GW2[a]BIL, GW3[h]RMA, GW4[a]ELC, GW5[h]GIR, ",12,LL
FCB,A. Fati,A,6.7,55.7,8.3,-11.7,"GW1[h]VAL, GW2[a]BIL, GW3[h]RMA, GW4[a]ELC, GW5[h]GIR, ",12,LL
FCB,Raphinha,A,6.7,54.1,8.1,-12.7,"GW1[h]VAL, GW2[a]BIL, GW3[h]RMA, GW4[a]ELC, GW5[h]GIR, ",12,LL
FCB,F. Torres,A,6.6,45.5,6.9,-20.6,"GW1[h]VAL, GW2[a]BIL, GW3[h]RMA, GW4[a]ELC, GW5[h]GIR, ",12,LL
GET,D. Soria,G,4.9,47.6,9.7,-1.3,"GW1[h]GIR, GW2[a]CCF, GW3[h]SEV, GW4[a]BIL, GW5[a]RSO, ",12,LL
GET,F. Casilla,G,3.5,-5.0,-1.4,-39.6,"GW1[h]GIR, GW2[a]CCF, GW3[h]SEV, GW4[a]BIL, GW5[a]RSO, ",12,LL
GET,D. Conde,G,3.0,-5.0,-1.7,-34.6,"GW1[h]GIR, GW2[a]CCF, GW3[h]SEV, GW4[a]BIL, GW5[a]RSO, ",12,LL
GET,V. Bellmunt,G,3.0,-5.0,-1.7,-34.6,"GW1[h]GIR, GW2[a]CCF, GW3[h]SEV, GW4[a]BIL, GW5[a]RSO, ",12,LL
GET,D. Duarte,F,3.1,30.9,10.0,-0.0,"GW1[h]GIR, GW2[a]CCF, GW3[h]SEV, GW4[a]BIL, GW5[a]RSO, ",12,LL
GET,D. Suarez,F,3.1,12.0,3.9,-18.6,"GW1[h]GIR, GW2[a]CCF, GW3[h]SEV, GW4[a]BIL, GW5[a]RSO, ",12,LL
GET,G. Alvarez,F,3.0,25.7,8.7,-3.9,"GW1[h]GIR, GW2[a]CCF, GW3[h]SEV, GW4[a]BIL, GW5[a]RSO, ",12,LL
GET,J. Iglesias,F,3.0,10.8,3.6,-18.8,"GW1[h]GIR, GW2[a]CCF, GW3[h]SEV, GW4[a]BIL, GW5[a]RSO, ",12,LL
GET,Djene,F,2.6,22.9,8.7,-3.4,"GW1[h]GIR, GW2[a]CCF, GW3[h]SEV, GW4[a]BIL, GW5[a]RSO, ",12,LL
GET,S. Mitrovic,F,2.5,0.4,0.2,-24.5,"GW1[h]GIR, GW2[a]CCF, GW3[h]SEV, GW4[a]BIL, GW5[a]RSO, ",12,LL
GET,O. Alderete,F,2.2,25.6,11.9,4.0,"GW1[h]GIR, GW2[a]CCF, GW3[h]SEV, GW4[a]BIL, GW5[a]RSO, ",12,LL
GET,F. Angileri,F,2.0,-1.5,-0.8,-21.5,"GW1[h]GIR, GW2[a]CCF, GW3[h]SEV, GW4[a]BIL, GW5[a]RSO, ",12,LL
GET,G. Rivera,F,2.0,-5.0,-2.6,-24.6,"GW1[h]GIR, GW2[a]CCF, GW3[h]SEV, GW4[a]BIL, GW5[a]RSO, ",12,LL
GET,A. Revuelta,F,2.0,-5.0,-2.6,-24.6,"GW1[h]GIR, GW2[a]CCF, GW3[h]SEV, GW4[a]BIL, GW5[a]RSO, ",12,LL
GET,A. Rodriguez,F,2.0,-5.0,-2.6,-24.6,"GW1[h]GIR, GW2[a]CCF, GW3[h]SEV, GW4[a]BIL, GW5[a]RSO, ",12,LL
GET,J. Amavi,F,2.0,-3.2,-1.6,-22.8,"GW1[h]GIR, GW2[a]CCF, GW3[h]SEV, GW4[a]BIL, GW5[a]RSO, ",12,LL
GET,C. Alena,M,3.4,22.7,6.7,-11.4,"GW1[h]GIR, GW2[a]CCF, GW3[h]SEV, GW4[a]BIL, GW5[a]RSO, ",12,LL
GET,J. Seoane,M,2.6,6.9,2.7,-18.7,"GW1[h]GIR, GW2[a]CCF, GW3[h]SEV, GW4[a]BIL, GW5[a]RSO, ",12,LL
GET,N. Maksimovic,M,2.5,11.2,4.5,-13.9,"GW1[h]GIR, GW2[a]CCF, GW3[h]SEV, GW4[a]BIL, GW5[a]RSO, ",12,LL
GET,L. Milla,M,2.4,18.4,7.5,-6.1,"GW1[h]GIR, GW2[a]CCF, GW3[h]SEV, GW4[a]BIL, GW5[a]RSO, ",12,LL
GET,A. Algobia,M,2.0,4.9,2.4,-15.1,"GW1[h]GIR, GW2[a]CCF, GW3[h]SEV, GW4[a]BIL, GW5[a]RSO, ",12,LL
GET,G. Villar,M,2.0,8.7,4.4,-10.9,"GW1[h]GIR, GW2[a]CCF, GW3[h]SEV, GW4[a]BIL, GW5[a]RSO, ",12,LL
GET,J. Jankto,M,2.0,-5.0,-2.6,-24.6,"GW1[h]GIR, GW2[a]CCF, GW3[h]SEV, GW4[a]BIL, GW5[a]RSO, ",12,LL
GET,J. Patrick,M,2.0,-5.0,-2.6,-24.6,"GW1[h]GIR, GW2[a]CCF, GW3[h]SEV, GW4[a]BIL, GW5[a]RSO, ",12,LL
GET,M. Gutierrez,M,2.0,-5.0,-2.6,-24.6,"GW1[h]GIR, GW2[a]CCF, GW3[h]SEV, GW4[a]BIL, GW5[a]RSO, ",12,LL
GET,M. Arambarri,M,1.9,16.1,8.5,-2.9,"GW1[h]GIR, GW2[a]CCF, GW3[h]SEV, GW4[a]BIL, GW5[a]RSO, ",12,LL
GET,E. Ünal,A,6.6,53.7,8.1,-12.5,"GW1[h]GIR, GW2[a]CCF, GW3[h]SEV, GW4[a]BIL, GW5[a]RSO, ",12,LL
GET,B. Mayoral,A,4.5,51.9,11.4,6.4,"GW1[h]GIR, GW2[a]CCF, GW3[h]SEV, GW4[a]BIL, GW5[a]RSO, ",12,LL
GET,M. El Haddadi,A,3.6,23.1,6.5,-12.6,"GW1[h]GIR, GW2[a]CCF, GW3[h]SEV, GW4[a]BIL, GW5[a]RSO, ",12,LL
GET,C. Portugues,A,3.1,16.9,5.5,-14.1,"GW1[h]GIR, GW2[a]CCF, GW3[h]SEV, GW4[a]BIL, GW5[a]RSO, ",12,LL
GET,J. Latasa,A,2.5,10.7,4.2,-14.5,"GW1[h]GIR, GW2[a]CCF, GW3[h]SEV, GW4[a]BIL, GW5[a]RSO, ",12,LL
GET,J. Mata,A,2.5,0.2,0.1,-24.8,"GW1[h]GIR, GW2[a]CCF, GW3[h]SEV, GW4[a]BIL, GW5[a]RSO, ",12,LL
GIR,P. Gazzaniga,G,4.0,46.9,11.8,7.2,"GW1[a]GET, GW2[h]ATM, GW3[a]RVA, GW4[h]ESP, GW5[a]FCB, ",12,LL
GIR,J. Carlos Corral,G,3.5,-3.3,-1.0,-37.9,"GW1[a]GET, GW2[h]ATM, GW3[a]RVA, GW4[h]ESP, GW5[a]FCB, ",12,LL
GIR,L. Matas,G,2.5,-5.0,-2.0,-29.6,"GW1[a]GET, GW2[h]ATM, GW3[a]RVA, GW4[h]ESP, GW5[a]FCB, ",12,LL
GIR,T. Fuidias,G,2.5,-5.0,-2.0,-29.6,"GW1[a]GET, GW2[h]ATM, GW3[a]RVA, GW4[h]ESP, GW5[a]FCB, ",12,LL
GIR,A. Martinez,F,3.6,18.9,5.3,-17.0,"GW1[a]GET, GW2[h]ATM, GW3[a]RVA, GW4[h]ESP, GW5[a]FCB, ",12,LL
GIR,D. Lopez,F,3.5,5.6,1.6,-29.8,"GW1[a]GET, GW2[h]ATM, GW3[a]RVA, GW4[h]ESP, GW5[a]FCB, ",12,LL
GIR,A. Callens,F,3.0,-5.0,-1.7,-35.1,"GW1[a]GET, GW2[h]ATM, GW3[a]RVA, GW4[h]ESP, GW5[a]FCB, ",12,LL
GIR,J. Hernandez,F,2.8,7.4,2.7,-20.4,"GW1[a]GET, GW2[h]ATM, GW3[a]RVA, GW4[h]ESP, GW5[a]FCB, ",12,LL
GIR,S. Bueno,F,2.7,16.7,6.1,-10.6,"GW1[a]GET, GW2[h]ATM, GW3[a]RVA, GW4[h]ESP, GW5[a]FCB, ",12,LL
GIR,M. Gutierrez,F,2.6,14.9,5.7,-11.1,"GW1[a]GET, GW2[h]ATM, GW3[a]RVA, GW4[h]ESP, GW5[a]FCB, ",12,LL
GIR,Y. Couto,F,2.6,1.9,0.7,-23.9,"GW1[a]GET, GW2[h]ATM, GW3[a]RVA, GW4[h]ESP, GW5[a]FCB, ",12,LL
GIR,B. Espinosa,F,2.5,1.9,0.7,-23.5,"GW1[a]GET, GW2[h]ATM, GW3[a]RVA, GW4[h]ESP, GW5[a]FCB, ",12,LL
GIR,Juanpe,F,2.0,12.2,5.9,-8.3,"GW1[a]GET, GW2[h]ATM, GW3[a]RVA, GW4[h]ESP, GW5[a]FCB, ",12,LL
GIR,B. Farres,F,2.0,-5.0,-2.6,-24.6,"GW1[a]GET, GW2[h]ATM, GW3[a]RVA, GW4[h]ESP, GW5[a]FCB, ",12,LL
GIR,R. Riquelme,M,4.5,32.4,7.2,-12.8,"GW1[a]GET, GW2[h]ATM, GW3[a]RVA, GW4[h]ESP, GW5[a]FCB, ",12,LL
GIR,A. Garcia,M,4.0,16.4,4.1,-23.6,"GW1[a]GET, GW2[h]ATM, GW3[a]RVA, GW4[h]ESP, GW5[a]FCB, ",12,LL
GIR,V. Tsygankov,M,3.9,30.9,7.9,-8.3,"GW1[a]GET, GW2[h]ATM, GW3[a]RVA, GW4[h]ESP, GW5[a]FCB, ",12,LL
GIR,Y. Herrera,M,3.4,6.6,2.0,-27.0,"GW1[a]GET, GW2[h]ATM, GW3[a]RVA, GW4[h]ESP, GW5[a]FCB, ",12,LL
GIR,I. Martin Nunez,M,3.3,14.8,4.4,-18.5,"GW1[a]GET, GW2[h]ATM, GW3[a]RVA, GW4[h]ESP, GW5[a]FCB, ",12,LL
GIR,O. Romeu,M,3.1,9.8,3.1,-21.5,"GW1[a]GET, GW2[h]ATM, GW3[a]RVA, GW4[h]ESP, GW5[a]FCB, ",12,LL
GIR,T. Villa,M,2.8,11.4,4.0,-17.0,"GW1[a]GET, GW2[h]ATM, GW3[a]RVA, GW4[h]ESP, GW5[a]FCB, ",12,LL
GIR,B. Garcia,M,2.8,26.9,9.6,-1.1,"GW1[a]GET, GW2[h]ATM, GW3[a]RVA, GW4[h]ESP, GW5[a]FCB, ",12,LL
GIR,J. Reinier,M,2.5,-2.9,-1.2,-27.8,"GW1[a]GET, GW2[h]ATM, GW3[a]RVA, GW4[h]ESP, GW5[a]FCB, ",12,LL
GIR,V. Fernandez Estrada,M,2.2,5.9,2.7,-15.8,"GW1[a]GET, GW2[h]ATM, GW3[a]RVA, GW4[h]ESP, GW5[a]FCB, ",12,LL
GIR,R. Artero,M,2.0,-5.0,-2.5,-24.9,"GW1[a]GET, GW2[h]ATM, GW3[a]RVA, GW4[h]ESP, GW5[a]FCB, ",12,LL
GIR,I. Kebe,M,2.0,-5.0,-2.6,-24.6,"GW1[a]GET, GW2[h]ATM, GW3[a]RVA, GW4[h]ESP, GW5[a]FCB, ",12,LL
GIR,V. Sanchez Mata,M,2.0,-5.0,-2.6,-24.6,"GW1[a]GET, GW2[h]ATM, GW3[a]RVA, GW4[h]ESP, GW5[a]FCB, ",12,LL
GIR,C. Stuani,A,5.4,15.7,2.9,-38.4,"GW1[a]GET, GW2[h]ATM, GW3[a]RVA, GW4[h]ESP, GW5[a]FCB, ",12,LL
GIR,V. Castellanos,A,4.8,41.1,8.5,-7.4,"GW1[a]GET, GW2[h]ATM, GW3[a]RVA, GW4[h]ESP, GW5[a]FCB, ",12,LL
GIR,J. Roca,A,2.4,-5.0,-2.1,-29.2,"GW1[a]GET, GW2[h]ATM, GW3[a]RVA, GW4[h]ESP, GW5[a]FCB, ",12,LL
GIR,D. Camara,A,2.0,-5.0,-2.5,-24.8,"GW1[a]GET, GW2[h]ATM, GW3[a]RVA, GW4[h]ESP, GW5[a]FCB, ",12,LL
MCA,P. Rajkovic,G,5.0,32.8,6.6,-16.9,"GW1[h]ELC, GW2[h]RSO, GW3[a]BET, GW4[h]OSA, GW5[a]VLL, ",12,LL
MCA,D. Greif,G,3.5,-5.0,-1.4,-39.6,"GW1[h]ELC, GW2[h]RSO, GW3[a]BET, GW4[h]OSA, GW5[a]VLL, ",12,LL
MCA,L. Roman,G,3.5,-5.0,-1.4,-39.6,"GW1[h]ELC, GW2[h]RSO, GW3[a]BET, GW4[h]OSA, GW5[a]VLL, ",12,LL
MCA,P. Garcia,G,3.0,-5.0,-1.7,-34.6,"GW1[h]ELC, GW2[h]RSO, GW3[a]BET, GW4[h]OSA, GW5[a]VLL, ",12,LL
MCA,A. Raillo,F,3.8,10.1,2.7,-27.4,"GW1[h]ELC, GW2[h]RSO, GW3[a]BET, GW4[h]OSA, GW5[a]VLL, ",12,LL
MCA,P. Maffeo,F,3.4,14.8,4.4,-18.7,"GW1[h]ELC, GW2[h]RSO, GW3[a]BET, GW4[h]OSA, GW5[a]VLL, ",12,LL
MCA,J. Costa,F,3.2,14.0,4.4,-18.1,"GW1[h]ELC, GW2[h]RSO, GW3[a]BET, GW4[h]OSA, GW5[a]VLL, ",12,LL
MCA,M. Valjent,F,3.1,8.4,2.7,-22.2,"GW1[h]ELC, GW2[h]RSO, GW3[a]BET, GW4[h]OSA, GW5[a]VLL, ",12,LL
MCA,J. Copete,F,3.0,4.6,1.5,-25.9,"GW1[h]ELC, GW2[h]RSO, GW3[a]BET, GW4[h]OSA, GW5[a]VLL, ",12,LL
MCA,L. Augustinsson,F,3.0,-3.4,-1.1,-33.0,"GW1[h]ELC, GW2[h]RSO, GW3[a]BET, GW4[h]OSA, GW5[a]VLL, ",12,LL
MCA,G. Gonzalez,F,2.7,4.1,1.5,-22.9,"GW1[h]ELC, GW2[h]RSO, GW3[a]BET, GW4[h]OSA, GW5[a]VLL, ",12,LL
MCA,D. Hadzikadunic,F,2.5,-5.0,-2.0,-29.7,"GW1[h]ELC, GW2[h]RSO, GW3[a]BET, GW4[h]OSA, GW5[a]VLL, ",12,LL
MCA,M. Nastasic,F,2.1,5.9,2.8,-15.4,"GW1[h]ELC, GW2[h]RSO, GW3[a]BET, GW4[h]OSA, GW5[a]VLL, ",12,LL
MCA,J. Gaya,F,2.0,-5.0,-2.6,-24.6,"GW1[h]ELC, GW2[h]RSO, GW3[a]BET, GW4[h]OSA, GW5[a]VLL, ",12,LL
MCA,K. Lee,M,4.1,14.2,3.5,-26.5,"GW1[h]ELC, GW2[h]RSO, GW3[a]BET, GW4[h]OSA, GW5[a]VLL, ",12,LL
MCA,D. Rodriguez,M,3.6,12.6,3.5,-23.8,"GW1[h]ELC, GW2[h]RSO, GW3[a]BET, GW4[h]OSA, GW5[a]VLL, ",12,LL
MCA,I. Ruiz de Galarreta,M,2.6,-0.3,-0.1,-26.0,"GW1[h]ELC, GW2[h]RSO, GW3[a]BET, GW4[h]OSA, GW5[a]VLL, ",12,LL
MCA,C. Grenier,M,2.5,2.9,1.1,-22.5,"GW1[h]ELC, GW2[h]RSO, GW3[a]BET, GW4[h]OSA, GW5[a]VLL, ",12,LL
MCA,R. Battaglia,M,2.5,-1.9,-0.8,-27.1,"GW1[h]ELC, GW2[h]RSO, GW3[a]BET, GW4[h]OSA, GW5[a]VLL, ",12,LL
MCA,I. Baba,M,2.5,0.5,0.2,-24.5,"GW1[h]ELC, GW2[h]RSO, GW3[a]BET, GW4[h]OSA, GW5[a]VLL, ",12,LL
MCA,A. Sanchez,M,2.5,2.4,1.0,-22.4,"GW1[h]ELC, GW2[h]RSO, GW3[a]BET, GW4[h]OSA, GW5[a]VLL, ",12,LL
MCA,M. Morlanes,M,2.0,-2.7,-1.4,-22.4,"GW1[h]ELC, GW2[h]RSO, GW3[a]BET, GW4[h]OSA, GW5[a]VLL, ",12,LL
MCA,M. Llabres,M,2.0,-5.0,-2.6,-24.6,"GW1[h]ELC, GW2[h]RSO, GW3[a]BET, GW4[h]OSA, GW5[a]VLL, ",12,LL
MCA,V. Muriqi,A,6.9,34.3,5.0,-34.5,"GW1[h]ELC, GW2[h]RSO, GW3[a]BET, GW4[h]OSA, GW5[a]VLL, ",12,LL
MCA,T. Kadewere,A,3.2,20.0,6.2,-12.5,"GW1[h]ELC, GW2[h]RSO, GW3[a]BET, GW4[h]OSA, GW5[a]VLL, ",12,LL
MCA,A. Ndiaye Diedhiou,A,3.0,3.6,1.2,-26.6,"GW1[h]ELC, GW2[h]RSO, GW3[a]BET, GW4[h]OSA, GW5[a]VLL, ",12,LL
MCA,A. Prats Bastidas,A,2.7,5.5,2.0,-21.5,"GW1[h]ELC, GW2[h]RSO, GW3[a]BET, GW4[h]OSA, GW5[a]VLL, ",12,LL
MCA,A. Rodriguez,A,2.5,2.9,1.2,-21.9,"GW1[h]ELC, GW2[h]RSO, GW3[a]BET, GW4[h]OSA, GW5[a]VLL, ",12,LL
OSA,A. Fernandez Abarisketa,G,4.4,43.1,9.7,-1.4,"GW1[h]CDV, GW2[a]VAL, GW3[h]VIL, GW4[a]MCA, GW5[h]ELC, ",12,LL
OSA,S. Herrera,G,3.9,-2.8,-0.7,-42.2,"GW1[h]CDV, GW2[a]VAL, GW3[h]VIL, GW4[a]MCA, GW5[h]ELC, ",12,LL
OSA,D. Garcia Zubiria,F,3.8,30.0,7.8,-8.3,"GW1[h]CDV, GW2[a]VAL, GW3[h]VIL, GW4[a]MCA, GW5[h]ELC, ",12,LL
OSA,M. Sanchez,F,3.1,23.7,7.6,-7.5,"GW1[h]CDV, GW2[a]VAL, GW3[h]VIL, GW4[a]MCA, GW5[h]ELC, ",12,LL
OSA,U. Garcia,F,2.9,17.9,6.1,-11.4,"GW1[h]CDV, GW2[a]VAL, GW3[h]VIL, GW4[a]MCA, GW5[h]ELC, ",12,LL
OSA,D. Moreno Garbayo,F,2.7,14.5,5.4,-12.3,"GW1[h]CDV, GW2[a]VAL, GW3[h]VIL, GW4[a]MCA, GW5[h]ELC, ",12,LL
OSA,J. Cruz,F,2.6,17.2,6.5,-9.1,"GW1[h]CDV, GW2[a]VAL, GW3[h]VIL, GW4[a]MCA, GW5[h]ELC, ",12,LL
OSA,N. Vidal,F,2.5,-1.5,-0.6,-26.0,"GW1[h]CDV, GW2[a]VAL, GW3[h]VIL, GW4[a]MCA, GW5[h]ELC, ",12,LL
OSA,R. Pena,F,2.4,-1.1,-0.5,-25.5,"GW1[h]CDV, GW2[a]VAL, GW3[h]VIL, GW4[a]MCA, GW5[h]ELC, ",12,LL
OSA,A. Hernandez,F,2.2,19.4,8.7,-3.0,"GW1[h]CDV, GW2[a]VAL, GW3[h]VIL, GW4[a]MCA, GW5[h]ELC, ",12,LL
OSA,J. Herrando Oroz,F,2.0,-5.0,-2.6,-24.6,"GW1[h]CDV, GW2[a]VAL, GW3[h]VIL, GW4[a]MCA, GW5[h]ELC, ",12,LL
OSA,M. Bordonado,M,4.6,25.1,5.5,-20.9,"GW1[h]CDV, GW2[a]VAL, GW3[h]VIL, GW4[a]MCA, GW5[h]ELC, ",12,LL
OSA,R. Garcia,M,4.0,16.6,4.1,-23.7,"GW1[h]CDV, GW2[a]VAL, GW3[h]VIL, GW4[a]MCA, GW5[h]ELC, ",12,LL
OSA,E. Barja,M,3.1,18.8,6.1,-12.2,"GW1[h]CDV, GW2[a]VAL, GW3[h]VIL, GW4[a]MCA, GW5[h]ELC, ",12,LL
OSA,D. Brasanac,M,3.1,19.1,6.2,-11.6,"GW1[h]CDV, GW2[a]VAL, GW3[h]VIL, GW4[a]MCA, GW5[h]ELC, ",12,LL
OSA,J. Moncayola,M,3.0,13.1,4.3,-17.2,"GW1[h]CDV, GW2[a]VAL, GW3[h]VIL, GW4[a]MCA, GW5[h]ELC, ",12,LL
OSA,A. Ezzalzouli,M,2.7,37.2,13.6,9.9,"GW1[h]CDV, GW2[a]VAL, GW3[h]VIL, GW4[a]MCA, GW5[h]ELC, ",12,LL
OSA,L. Torro,M,2.5,11.6,4.6,-13.6,"GW1[h]CDV, GW2[a]VAL, GW3[h]VIL, GW4[a]MCA, GW5[h]ELC, ",12,LL
OSA,P. Ibanez Lumbreras,M,2.2,8.3,3.8,-13.2,"GW1[h]CDV, GW2[a]VAL, GW3[h]VIL, GW4[a]MCA, GW5[h]ELC, ",12,LL
OSA,I. Muñoz,M,2.0,-5.0,-2.5,-25.0,"GW1[h]CDV, GW2[a]VAL, GW3[h]VIL, GW4[a]MCA, GW5[h]ELC, ",12,LL
OSA,R. Ibanez,M,2.0,-5.0,-2.6,-24.6,"GW1[h]CDV, GW2[a]VAL, GW3[h]VIL, GW4[a]MCA, GW5[h]ELC, ",12,LL
OSA,I. Benito,M,2.0,-5.0,-2.6,-24.6,"GW1[h]CDV, GW2[a]VAL, GW3[h]VIL, GW4[a]MCA, GW5[h]ELC, ",12,LL
OSA,E. Avila,A,6.3,61.8,9.8,-1.0,"GW1[h]CDV, GW2[a]VAL, GW3[h]VIL, GW4[a]MCA, GW5[h]ELC, ",12,LL
OSA,A. Budimir,A,5.7,50.9,9.0,-5.7,"GW1[h]CDV, GW2[a]VAL, GW3[h]VIL, GW4[a]MCA, GW5[h]ELC, ",12,LL
OSA,E. Garcia,A,4.1,12.3,3.0,-28.7,"GW1[h]CDV, GW2[a]VAL, GW3[h]VIL, GW4[a]MCA, GW5[h]ELC, ",12,LL
OSA,A. Oroz,A,3.7,27.1,7.4,-9.7,"GW1[h]CDV, GW2[a]VAL, GW3[h]VIL, GW4[a]MCA, GW5[h]ELC, ",12,LL
RVA,S. Dimitrievski,G,4.6,51.0,11.1,5.2,"GW1[h]BIL, GW2[a]CDV, GW3[h]GIR, GW4[a]VAL, GW5[h]ATM, ",12,LL
RVA,D. Lopez,G,3.5,-4.7,-1.4,-39.3,"GW1[h]BIL, GW2[a]CDV, GW3[h]GIR, GW4[a]VAL, GW5[h]ATM, ",12,LL
RVA,M. Morro,G,3.5,-5.0,-1.4,-39.6,"GW1[h]BIL, GW2[a]CDV, GW3[h]GIR, GW4[a]VAL, GW5[h]ATM, ",12,LL
RVA,F. Lejeune,F,4.5,44.1,9.8,-1.0,"GW1[h]BIL, GW2[a]CDV, GW3[h]GIR, GW4[a]VAL, GW5[h]ATM, ",12,LL
RVA,F. Garcia,F,4.3,36.1,8.4,-6.7,"GW1[h]BIL, GW2[a]CDV, GW3[h]GIR, GW4[a]VAL, GW5[h]ATM, ",12,LL
RVA,A. Catena,F,3.7,8.4,2.3,-28.5,"GW1[h]BIL, GW2[a]CDV, GW3[h]GIR, GW4[a]VAL, GW5[h]ATM, ",12,LL
RVA,I. Balliu,F,3.2,29.5,9.3,-2.2,"GW1[h]BIL, GW2[a]CDV, GW3[h]GIR, GW4[a]VAL, GW5[h]ATM, ",12,LL
RVA,P. Chavarria,F,2.0,2.9,1.4,-17.6,"GW1[h]BIL, GW2[a]CDV, GW3[h]GIR, GW4[a]VAL, GW5[h]ATM, ",12,LL
RVA,A. Mumin,F,2.0,32.6,16.0,12.3,"GW1[h]BIL, GW2[a]CDV, GW3[h]GIR, GW4[a]VAL, GW5[h]ATM, ",12,LL
RVA,M. Hernandez Fernandez,F,2.0,-0.5,-0.2,-20.6,"GW1[h]BIL, GW2[a]CDV, GW3[h]GIR, GW4[a]VAL, GW5[h]ATM, ",12,LL
RVA,E. Ariel Saveljich,F,2.0,-4.7,-2.4,-24.2,"GW1[h]BIL, GW2[a]CDV, GW3[h]GIR, GW4[a]VAL, GW5[h]ATM, ",12,LL
