team,player,pos,value [m],xV GW1 [k],xV GW1-3 [k],xV GW1-5 [k],xV seas [k],xP%gebyr_GW_1-3 [k],xP_GW_1-3 [k],xG_GW_1-3,xGI_GW_1-3,xP_GW1 [k],xV GW1 [k],xP%gebyr_GW1 [k],xG_GW1,xGI_GW1,xP%gebyr_GW_1-5 [k],xP_GW_1-5 [k],xG_GW_1-5,xGI_GW_1-5,xP_GW_all [k],xG_GW_all,xGI_GW_all,xP%gebyr_GW_all [k],sp_GW1,xGP,pop,xG%,xA%,game
CRP,W. Hughes,M,1.9,0.5,-0.8,0.7,2.1,-23.6,-4.5,0.02,0.04,0.9,0.5,-18.3,0.0,0.01,-12.8,6.3,0.05,0.07,53.0,0.13,0.2,33.8,0.0,6.88,0.22,0.05,0.04,PL
CRP,W. Zaha,A,5.5,5.3,4.3,5.5,7.5,16.1,70.9,0.49,0.66,29.2,5.3,-25.6,0.15,0.21,97.2,152.0,0.87,1.18,531.0,2.62,3.55,476.2,0.6269999999999999,11.03,0.28,0.27,0.14,PL
CRP,J. Mateta,A,3.6,8.3,6.3,7.9,10.6,31.8,67.5,0.48,0.67,29.5,8.3,-6.2,0.16,0.22,105.0,140.7,0.85,1.18,490.2,2.51,3.48,454.5,0.7719999999999999,9.06,0.03,0.26,0.14,PL
CRP,O. Edouard,A,3.6,1.5,1.5,2.6,3.6,-19.1,16.5,0.13,0.19,5.5,1.5,-30.1,0.03,0.04,11.4,47.0,0.26,0.36,167.5,0.7,0.99,131.9,0.0,7.69,0.19,0.24,0.14,PL
CRP,J. Ayew,A,3.2,4.5,2.1,3.9,6.2,-12.0,19.6,0.21,0.32,14.3,4.5,-17.3,0.07,0.1,29.3,60.9,0.38,0.57,254.1,1.08,1.62,222.5,0.9064999999999999,10.58,0.2,0.09,0.07,PL
CRP,J. Schlupp,A,3.1,2.5,1.1,2.6,3.9,-21.4,10.0,0.13,0.16,8.0,2.5,-23.4,0.03,0.04,9.9,41.3,0.23,0.29,158.2,0.58,0.73,126.9,0.32699999999999996,10.05,0.04,0.1,0.04,PL
CRP,J. Gordon,A,2.0,-2.6,-2.6,-2.6,-2.6,-34.5,-15.0,0.0,0.0,-5.0,-2.6,-24.5,0.0,0.0,-44.5,-25.0,0.0,0.0,-65.0,0.0,0.0,-84.5,0.0,0.0,0.0,0.2,0.04,PL
EVE,J. Pickford,G,4.1,11.3,9.4,8.1,8.1,74.9,116.1,0.0,0.0,46.5,11.3,5.3,0.0,0.0,126.0,167.1,0.0,0.0,432.3,0.0,0.0,391.1,0.9703333333333333,12.64,5.45,0.0,0.0,PL
EVE,A. Begovic,G,3.4,-1.4,-1.4,-1.4,-1.4,-49.5,-15.0,0.0,0.0,-5.0,-1.4,-39.5,0.0,0.0,-59.5,-25.0,0.0,0.0,-65.0,0.0,0.0,-99.5,0.0,0.0,0.0,0.0,0.0,PL
EVE,A. Lonergan,G,2.9,-1.7,-1.7,-1.7,-1.7,-44.5,-15.0,0.0,0.0,-5.0,-1.7,-34.5,0.0,0.0,-54.5,-25.0,0.0,0.0,-65.0,0.0,0.0,-94.5,0.0,0.0,0.0,0.0,0.0,PL
EVE,C. Coady,F,3.5,5.2,3.8,2.7,3.0,5.4,40.8,0.06,0.1,18.4,5.2,-16.9,0.02,0.03,12.3,47.6,0.08,0.14,136.7,0.26,0.45,101.4,0.3738888888888888,9.02,0.3,0.05,0.05,PL
EVE,S. Coleman,F,2.8,11.7,7.7,5.9,5.6,36.6,64.3,0.07,0.14,32.4,11.7,4.7,0.03,0.05,54.1,81.7,0.12,0.24,202.9,0.31,0.63,175.3,0.8694444444444445,9.88,2.34,0.03,0.05,PL
EVE,J. Tarkowski,F,2.6,14.0,10.2,8.0,8.1,54.4,80.9,0.11,0.24,36.9,14.0,10.5,0.04,0.09,79.8,106.2,0.19,0.41,279.9,0.52,1.13,253.4,0.9338888888888889,12.12,16.08,0.05,0.08,PL
EVE,V. Mykolenko,F,2.5,14.1,9.4,7.2,7.0,45.5,70.2,0.08,0.16,35.0,14.1,10.3,0.03,0.06,64.4,89.2,0.15,0.27,224.3,0.39,0.73,199.5,0.9338888888888889,10.61,5.02,0.04,0.05,PL
EVE,M. Keane,F,2.4,7.9,4.7,3.8,3.3,9.7,33.8,0.06,0.1,19.1,7.9,-5.1,0.03,0.04,22.1,46.2,0.13,0.21,104.3,0.31,0.5,80.2,0.5277777777777778,5.92,0.02,0.06,0.05,PL
EVE,Y. Mina,F,2.1,-2.4,-1.8,-1.8,-1.6,-32.3,-11.2,0.01,0.01,-5.0,-2.4,-26.0,0.0,0.0,-40.5,-19.4,0.01,0.02,-44.2,0.04,0.06,-65.3,0.0,0.66,0.11,0.07,0.05,PL
EVE,R. Vinagre,F,2.0,-2.6,-2.6,-2.6,-2.6,-34.5,-15.0,0.0,0.0,-5.0,-2.6,-24.5,0.0,0.0,-44.5,-25.0,0.0,0.0,-65.0,0.0,0.0,-84.5,0.0,0.0,0.01,0.06,0.07,PL
EVE,R. Welch,F,2.0,-2.6,-2.6,-2.6,-2.6,-34.5,-15.0,0.0,0.0,-5.0,-2.6,-24.5,0.0,0.0,-44.5,-25.0,0.0,0.0,-65.0,0.0,0.0,-84.5,0.0,0.0,0.01,0.01,0.07,PL
EVE,K. John,F,2.0,-2.6,-2.6,-2.6,-2.6,-34.5,-15.0,0.0,0.0,-5.0,-2.6,-24.5,0.0,0.0,-44.5,-25.0,0.0,0.0,-65.0,0.0,0.0,-84.5,0.0,0.0,0.0,0.01,0.07,PL
EVE,M. Holgate,F,1.9,-1.4,-1.6,-1.8,-1.7,-28.7,-9.4,0.0,0.01,-2.6,-1.4,-21.9,0.0,0.0,-36.6,-17.3,0.01,0.01,-43.9,0.02,0.03,-63.2,0.0,1.69,0.02,0.06,0.01,PL
EVE,B. Godfrey,F,1.9,-1.3,-1.0,-1.2,-1.0,-24.5,-5.6,0.01,0.01,-2.4,-1.3,-21.3,0.0,0.0,-30.7,-11.8,0.02,0.02,-24.2,0.06,0.07,-43.1,0.0,2.48,0.05,0.06,0.02,PL
EVE,N. Patterson,F,1.9,-2.0,-1.2,-1.4,-1.0,-25.1,-6.5,0.01,0.02,-3.7,-2.0,-22.4,0.0,0.0,-31.3,-12.7,0.02,0.03,-23.4,0.06,0.12,-42.0,0.0,1.85,0.98,0.05,0.07,PL
EVE,A. Onana,M,3.0,6.6,4.3,3.4,3.7,8.6,39.1,0.16,0.28,20.2,6.6,-10.2,0.06,0.11,22.0,52.4,0.28,0.49,145.6,0.75,1.29,115.2,0.9016666666666667,10.33,0.86,0.08,0.08,PL
EVE,I. Gueye,M,2.5,8.0,5.0,3.9,4.2,12.5,37.2,0.14,0.23,19.7,8.0,-5.0,0.06,0.09,23.6,48.3,0.25,0.41,134.1,0.67,1.09,109.4,0.9338888888888889,10.61,1.34,0.07,0.06,PL
EVE,A. Doucoure,M,2.4,10.1,6.6,5.5,5.8,23.4,47.3,0.19,0.3,24.0,10.1,0.2,0.08,0.12,41.9,65.8,0.34,0.52,179.0,0.9,1.38,155.2,0.9338888888888889,10.44,3.59,0.09,0.07,PL
EVE,Allan,M,2.0,-2.6,-2.6,-2.6,-2.6,-34.5,-15.0,0.0,0.0,-5.0,-2.6,-24.5,0.0,0.0,-44.5,-25.0,0.0,0.0,-65.0,0.0,0.0,-84.5,0.0,0.0,0.04,0.04,0.01,PL
EVE,J. Garner,M,2.0,-1.7,-1.9,-2.0,-2.0,-30.7,-11.2,0.01,0.01,-3.4,-1.7,-22.9,0.0,0.0,-38.9,-19.4,0.01,0.02,-49.8,0.03,0.04,-69.3,0.0,0.94,0.0,0.12,0.12,PL
EVE,T. Davies,M,1.9,2.1,1.3,0.7,1.0,-11.9,7.6,0.03,0.03,4.1,2.1,-15.4,0.01,0.01,-12.6,6.9,0.05,0.06,24.1,0.14,0.18,4.6,0.0,6.52,0.56,0.08,0.03,PL
EVE,I. Price,M,1.9,-2.6,-2.6,-2.6,-2.6,-34.4,-15.0,0.0,0.0,-5.0,-2.6,-24.4,0.0,0.0,-44.4,-25.0,0.0,0.0,-65.0,0.0,0.0,-84.4,0.0,0.0,0.01,0.1,0.19,PL
EVE,D. Calvert-Lewin,A,4.0,-0.7,0.3,0.2,0.8,-35.6,3.9,0.08,0.1,-2.6,-0.7,-42.1,0.01,0.01,-34.6,4.9,0.14,0.17,41.3,0.51,0.61,1.7,0.0,2.39,0.14,0.33,0.09,PL
EVE,N. Maupay,A,3.5,12.5,9.0,8.8,8.8,60.5,95.8,0.5,0.69,44.1,12.5,8.7,0.21,0.28,119.3,154.6,0.9,1.23,403.9,2.32,3.19,368.5,0.8372222222222222,9.27,0.44,0.26,0.14,PL
EVE,A. Iwobi,A,3.5,9.6,6.9,6.2,6.4,36.7,71.5,0.29,0.53,33.5,9.6,-1.3,0.12,0.21,72.5,107.2,0.51,0.93,288.1,1.35,2.48,253.4,0.9338888888888889,10.61,0.45,0.13,0.16,PL
EVE,D. Gray,A,3.2,1.2,1.6,1.3,1.9,-16.6,15.4,0.07,0.13,3.8,1.2,-28.2,0.01,0.02,-11.0,20.9,0.12,0.22,77.2,0.41,0.72,45.2,0.0,5.92,0.14,0.17,0.18,PL
EVE,D. McNeil,A,2.5,12.2,8.2,7.2,7.3,36.7,61.9,0.2,0.5,30.8,12.2,5.5,0.09,0.21,65.8,91.0,0.36,0.87,238.6,0.92,2.24,213.3,0.9338888888888889,10.54,0.47,0.1,0.21,PL
EVE,S. Mills,A,2.0,-2.6,-2.6,-2.6,-2.6,-34.5,-15.0,0.0,0.0,-5.0,-2.6,-24.5,0.0,0.0,-44.5,-25.0,0.0,0.0,-65.0,0.0,0.0,-84.5,0.0,0.0,0.03,0.12,0.08,PL
EVE,A. Townsend,A,2.0,-2.6,-2.6,-2.6,-2.6,-34.5,-15.0,0.0,0.0,-5.0,-2.6,-24.5,0.0,0.0,-44.5,-25.0,0.0,0.0,-65.0,0.0,0.0,-84.5,0.0,0.0,0.01,0.13,0.12,PL
EVE,E. Simms,A,1.9,0.7,0.1,-0.2,-0.0,-18.8,0.6,0.04,0.05,1.3,0.7,-18.1,0.01,0.02,-21.0,-1.6,0.07,0.09,-0.7,0.18,0.26,-20.1,0.0,2.96,0.36,0.26,0.15,PL
FUL,B. Leno,G,4.8,7.6,4.5,3.0,2.0,17.1,65.1,0.0,0.0,36.5,7.6,-11.5,0.0,0.0,23.4,71.3,0.0,0.0,122.6,0.0,0.0,74.7,0.9703333333333333,6.94,4.03,0.0,0.0,PL
FUL,M. Rodak,G,3.4,-1.4,-1.0,-1.2,-1.3,-44.5,-10.0,0.0,0.0,-5.0,-1.4,-39.5,0.0,0.0,-54.5,-20.0,0.0,0.0,-60.0,0.0,0.0,-94.5,0.0,0.0,0.01,0.0,0.0,PL
FUL,T. Ream,F,3.7,4.6,2.1,3.9,4.7,-14.1,22.9,0.02,0.03,17.2,4.6,-19.9,0.01,0.02,34.8,71.8,0.04,0.07,227.4,0.13,0.22,190.4,0.9338888888888889,9.82,1.16,0.01,0.01,PL
FUL,A. Robinson,F,3.6,5.1,2.3,4.3,5.3,-11.4,24.4,0.02,0.09,18.3,5.1,-17.5,0.01,0.05,41.0,76.8,0.05,0.21,245.1,0.17,0.7,209.3,0.9338888888888889,9.82,0.45,0.01,0.06,PL
FUL,T. Adarabioyo,F,3.1,-0.6,-0.5,0.0,0.2,-35.2,-4.2,0.0,0.0,-1.9,-0.6,-32.9,0.0,0.0,-30.7,0.3,0.01,0.01,6.4,0.03,0.04,-24.6,0.0,3.58,0.05,0.02,0.01,PL
FUL,K. Tete,F,3.1,6.0,2.6,5.0,6.2,-6.4,24.6,0.02,0.12,18.5,6.0,-12.5,0.01,0.07,46.9,77.9,0.05,0.29,249.4,0.17,0.94,218.4,0.9338888888888889,9.82,8.23,0.01,0.09,PL
FUL,I. Diop,F,2.9,5.8,2.5,4.8,5.9,-6.9,22.4,0.02,0.03,17.1,5.8,-12.2,0.01,0.02,41.2,70.5,0.06,0.08,223.5,0.18,0.26,194.2,0.9338888888888889,9.67,3.39,0.02,0.01,PL
FUL,C. Soares,F,2.5,-1.4,-1.0,-1.0,-1.1,-32.5,-7.6,0.0,0.01,-3.5,-1.4,-28.4,0.0,0.0,-37.7,-12.8,0.0,0.02,-36.7,0.01,0.06,-61.6,0.0,1.27,0.07,0.04,0.17,PL
FUL,L. Kurzawa,F,2.4,-2.1,-1.4,-1.6,-1.9,-34.4,-10.0,0.0,0.0,-5.0,-2.1,-29.4,0.0,0.0,-44.4,-20.0,0.0,0.0,-60.0,0.0,0.0,-84.4,0.0,0.0,0.03,0.02,0.14,PL
FUL,S. Duffy,F,2.0,-2.2,-1.5,-1.7,-1.9,-28.4,-8.9,0.0,0.0,-4.3,-2.2,-23.8,0.0,0.0,-36.1,-16.6,0.0,0.01,-49.0,0.01,0.03,-68.5,0.0,0.58,0.02,0.06,0.14,PL
FUL,T. Kongolo,F,2.0,-2.6,-1.7,-2.1,-2.4,-29.5,-10.0,0.0,0.0,-5.0,-2.6,-24.5,0.0,0.0,-39.5,-20.0,0.0,0.0,-60.0,0.0,0.0,-79.5,0.0,0.0,0.01,0.05,0.14,PL
FUL,S. Parkes,F,2.0,-2.6,-1.7,-2.1,-2.4,-29.5,-10.0,0.0,0.0,-5.0,-2.6,-24.5,0.0,0.0,-39.5,-20.0,0.0,0.0,-60.0,0.0,0.0,-79.5,0.0,0.0,0.0,0.02,0.14,PL
FUL,H. Wilson,M,4.2,1.9,0.9,2.0,2.6,-30.0,11.8,0.05,0.09,8.0,1.9,-33.8,0.03,0.05,-0.1,41.7,0.12,0.22,139.7,0.4,0.73,97.9,0.0,7.68,0.11,0.17,0.21,PL
FUL,A. Pereira,M,3.9,5.9,2.8,5.2,6.7,-6.1,32.9,0.14,0.36,23.1,5.9,-15.9,0.08,0.21,62.2,101.2,0.35,0.87,338.5,1.12,2.83,299.5,0.9338888888888889,9.82,7.1,0.1,0.21,PL
FUL,Willian,M,3.7,7.4,3.7,6.4,8.2,4.2,41.0,0.18,0.34,27.2,7.4,-9.6,0.1,0.2,80.8,117.6,0.42,0.82,392.4,1.39,2.7,355.6,0.8694444444444445,9.31,13.04,0.13,0.17,PL
FUL,S. Lukic,M,3.5,3.6,1.6,3.4,4.4,-18.9,16.6,0.08,0.16,12.8,3.6,-22.7,0.05,0.09,24.0,59.4,0.2,0.39,204.8,0.68,1.3,169.4,0.643888888888889,9.85,0.0,0.07,0.1,PL
FUL,N. Kebano,M,3.4,-0.9,-0.6,-0.6,-0.6,-41.2,-6.7,0.0,0.01,-2.9,-0.9,-37.4,0.0,0.0,-44.7,-10.2,0.01,0.02,-28.3,0.03,0.06,-62.8,0.0,1.73,0.0,0.05,0.1,PL
FUL,J. Palhinha,M,3.4,0.2,-0.0,0.9,1.3,-34.1,-0.3,0.01,0.02,0.7,0.2,-33.1,0.0,0.01,-18.6,15.2,0.04,0.05,56.4,0.15,0.17,22.6,0.0,6.82,1.07,0.04,0.01,PL
FUL,H. Reed,M,3.3,2.3,0.7,2.3,3.0,-26.3,6.5,0.03,0.12,7.5,2.3,-25.3,0.02,0.07,4.3,37.1,0.08,0.29,129.4,0.26,0.93,96.6,0.9338888888888889,9.82,0.65,0.02,0.08,PL
FUL,T. Cairney,M,2.6,3.1,1.5,3.2,4.1,-14.7,11.6,0.03,0.08,8.0,3.1,-18.3,0.02,0.04,15.8,42.1,0.08,0.21,140.4,0.26,0.67,114.1,0.0,9.05,0.01,0.1,0.22,PL
FUL,D. James,M,2.6,1.3,0.5,1.5,2.1,-21.9,3.8,0.03,0.05,3.4,1.3,-22.3,0.02,0.02,-5.8,19.9,0.07,0.11,69.0,0.24,0.38,43.3,0.0,5.66,0.12,0.15,0.11,PL
FUL,L. Harris,M,2.0,-2.5,-1.7,-2.0,-2.3,-30.0,-10.0,0.0,0.0,-5.0,-2.5,-25.0,0.0,0.0,-40.0,-20.0,0.0,0.0,-60.0,0.0,0.0,-80.0,0.0,0.0,0.07,0.08,0.07,PL
FUL,T. Francois,M,2.0,-2.5,-1.7,-2.0,-2.3,-29.8,-10.0,0.0,0.0,-5.0,-2.5,-24.8,0.0,0.0,-39.8,-20.0,0.0,0.0,-60.0,0.0,0.0,-79.8,0.0,0.0,0.0,0.09,0.16,PL
FUL,K. Sekularac,M,2.0,-2.6,-1.7,-2.1,-2.4,-29.5,-10.0,0.0,0.0,-5.0,-2.6,-24.5,0.0,0.0,-39.5,-20.0,0.0,0.0,-60.0,0.0,0.0,-79.5,0.0,0.0,0.03,0.12,0.07,PL
FUL,A. Mitrovic,A,6.5,8.8,4.6,7.3,9.3,25.0,89.7,0.56,0.69,56.9,8.8,-7.9,0.33,0.41,171.9,236.6,1.33,1.64,781.3,4.36,5.38,716.5,0.9016666666666667,9.41,0.8,0.39,0.13,PL
FUL,M. Solomon,A,4.6,0.7,0.3,0.8,1.1,-41.7,3.8,0.03,0.06,3.2,0.7,-42.3,0.01,0.03,-26.5,19.0,0.07,0.16,66.0,0.22,0.52,20.5,0.0,5.06,0.39,0.15,0.28,PL
FUL,B. De Cordova-Reid,A,3.9,5.6,2.7,4.9,6.3,-7.8,31.4,0.2,0.26,21.9,5.6,-17.3,0.12,0.15,56.8,95.9,0.48,0.63,321.1,1.56,2.07,281.9,0.9016666666666667,9.56,0.36,0.14,0.06,PL
FUL,C. Vinicius,A,3.9,1.8,0.9,2.0,2.5,-28.5,10.5,0.06,0.09,7.2,1.8,-31.7,0.03,0.05,-0.9,38.0,0.15,0.24,128.1,0.48,0.78,89.1,0.0,6.98,1.34,0.23,0.21,PL
FUL,T. Ablade,A,2.0,-2.6,-1.7,-2.1,-2.4,-29.5,-10.0,0.0,0.0,-5.0,-2.6,-24.5,0.0,0.0,-39.5,-20.0,0.0,0.0,-60.0,0.0,0.0,-79.5,0.0,0.0,0.0,0.24,0.07,PL
FUL,M. Godo,A,2.0,-2.6,-1.7,-2.1,-2.4,-29.5,-10.0,0.0,0.0,-5.0,-2.6,-24.5,0.0,0.0,-39.5,-20.0,0.0,0.0,-60.0,0.0,0.0,-79.5,0.0,0.0,0.0,0.24,0.07,PL
LEE,I. Meslier,G,3.8,6.5,8.8,12.2,10.2,62.5,100.6,0.0,0.0,24.7,6.5,-13.4,0.0,0.0,193.6,231.7,0.0,0.0,505.0,0.0,0.0,466.9,0.9713,12.66,2.62,0.0,0.0,PL
LEE,K. Klaesson,G,2.9,-1.7,-1.7,-1.7,-1.7,-44.5,-15.0,0.0,0.0,-5.0,-1.7,-34.5,0.0,0.0,-54.5,-25.0,0.0,0.0,-65.0,0.0,0.0,-94.5,0.0,0.0,0.0,0.0,0.0,PL
LEE,J. Robles,G,2.4,-2.0,-2.0,-2.0,-2.0,-39.5,-15.0,0.0,0.0,-5.0,-2.0,-29.5,0.0,0.0,-49.5,-25.0,0.0,0.0,-65.0,0.0,0.0,-89.5,0.0,0.0,1.11,0.0,0.0,PL
LEE,L. Cooper,F,3.0,1.1,3.1,5.1,4.6,-2.0,27.8,0.06,0.11,3.2,1.1,-26.5,0.01,0.03,46.0,75.8,0.12,0.25,177.7,0.33,0.67,148.0,0.475,7.79,0.04,0.04,0.06,PL
LEE,R. Kristensen,F,2.9,-0.1,1.0,2.1,1.4,-20.6,8.6,0.03,0.06,-0.4,-0.1,-29.5,0.01,0.02,0.8,30.0,0.07,0.14,52.7,0.16,0.33,23.5,0.1045,5.11,0.25,0.06,0.09,PL
LEE,P. Struijk,F,2.7,0.2,2.3,4.2,3.0,-8.1,19.1,0.04,0.08,0.5,0.2,-26.7,0.01,0.02,29.8,57.0,0.1,0.2,107.4,0.22,0.45,80.2,0.145,7.01,0.41,0.05,0.07,PL
LEE,L. Ayling,F,2.7,4.8,7.8,11.4,9.7,35.8,62.4,0.08,0.31,12.7,4.8,-13.9,0.02,0.09,125.6,152.2,0.18,0.69,336.9,0.45,1.69,310.3,0.8774999999999998,10.1,0.98,0.04,0.14,PL
LEE,M. Wöber,F,2.6,1.6,3.9,6.3,4.5,4.1,30.1,0.06,0.18,4.1,1.6,-21.9,0.02,0.05,55.8,81.8,0.14,0.42,150.7,0.31,0.92,124.7,0.356,5.66,0.05,0.05,0.15,PL
LEE,S. Dallas,F,2.4,-2.0,-2.0,-2.0,-2.0,-39.5,-15.0,0.0,0.0,-5.0,-2.0,-29.5,0.0,0.0,-49.5,-25.0,0.0,0.0,-65.0,0.0,0.0,-89.5,0.0,0.0,0.0,0.02,0.07,PL
LEE,J. Firpo,F,2.2,3.1,6.1,9.4,8.0,18.2,40.0,0.06,0.18,6.7,3.1,-15.0,0.02,0.05,80.6,102.3,0.12,0.39,227.5,0.3,0.98,205.7,0.6744999999999999,10.36,2.12,0.03,0.1,PL
LEE,R. Koch,F,2.1,3.1,6.6,10.3,8.2,20.8,41.9,0.04,0.06,6.6,3.1,-14.5,0.01,0.02,87.1,108.1,0.1,0.12,224.9,0.24,0.3,203.8,0.9354999999999999,10.6,2.82,0.02,0.01,PL
LEE,D. Monteiro,F,2.0,-2.5,-2.5,-2.5,-2.5,-34.9,-15.0,0.0,0.0,-5.0,-2.5,-24.9,0.0,0.0,-44.9,-25.0,0.0,0.0,-65.0,0.0,0.0,-84.9,0.0,0.0,0.01,0.03,0.01,PL
LEE,J. Chilokoa-Mullen,F,2.0,-2.5,-2.5,-2.5,-2.5,-34.8,-15.0,0.0,0.0,-5.0,-2.5,-24.8,0.0,0.0,-44.8,-25.0,0.0,0.0,-65.0,0.0,0.0,-84.9,0.0,0.0,0.01,0.03,0.01,PL
LEE,J. Harrison,M,4.2,0.4,2.0,3.5,2.8,-16.3,25.6,0.1,0.16,1.5,0.4,-40.4,0.02,0.03,30.4,72.3,0.24,0.4,153.0,0.56,0.93,111.2,0.0475,7.23,0.67,0.14,0.14,PL
LEE,B. Aaronson,M,4.0,0.3,1.9,3.2,2.5,-17.6,22.0,0.06,0.15,1.2,0.3,-38.4,0.01,0.03,23.2,62.8,0.14,0.37,129.2,0.32,0.85,89.5,0.095,7.81,0.18,0.07,0.17,PL
LEE,T. Adams,M,3.0,-0.9,1.3,2.9,2.4,-17.7,12.0,0.03,0.14,-2.5,-0.9,-32.3,0.01,0.04,13.7,43.4,0.07,0.3,91.8,0.17,0.74,62.0,0.9354999999999999,10.6,0.42,0.01,0.06,PL
LEE,M. Roca,M,2.5,1.2,5.3,8.7,7.7,14.6,39.2,0.18,0.28,2.8,1.2,-21.8,0.05,0.08,82.2,106.9,0.39,0.63,247.3,0.98,1.58,222.7,0.7824999999999999,12.08,0.04,0.08,0.07,PL
LEE,W. McKennie,M,2.4,3.3,6.3,9.6,8.6,22.1,46.5,0.21,0.33,8.0,3.3,-16.4,0.06,0.1,93.2,117.6,0.45,0.72,274.0,1.1,1.78,249.6,0.9064999999999999,10.19,1.78,0.09,0.08,PL
LEE,J. Shackleton,M,2.0,-2.6,-2.6,-2.6,-2.6,-34.5,-15.0,0.0,0.0,-5.0,-2.6,-24.5,0.0,0.0,-44.5,-25.0,0.0,0.0,-65.0,0.0,0.0,-84.5,0.0,0.0,0.01,0.08,0.15,PL
LEE,A. Gray,M,2.0,-2.6,-2.6,-2.6,-2.6,-34.5,-15.0,0.0,0.0,-5.0,-2.6,-24.5,0.0,0.0,-44.5,-25.0,0.0,0.0,-65.0,0.0,0.0,-84.5,0.0,0.0,0.01,0.2,0.15,PL
LEE,D. Gyabi,M,1.9,-2.6,-2.6,-2.6,-2.6,-34.4,-15.0,0.0,0.0,-5.0,-2.6,-24.4,0.0,0.0,-44.4,-25.0,0.0,0.0,-65.0,0.0,0.0,-84.4,0.0,0.0,0.01,0.09,0.15,PL
LEE,A. Forshaw,M,1.9,-2.6,-2.2,-1.9,-2.1,-31.9,-12.6,0.0,0.01,-5.0,-2.6,-24.3,0.0,0.0,-37.8,-18.5,0.01,0.03,-51.8,0.03,0.06,-71.1,0.0,0.69,0.02,0.03,0.06,PL
LEE,R. Moreno,A,4.6,-0.5,0.9,1.9,1.5,-33.6,12.5,0.11,0.14,-2.4,-0.5,-48.5,0.01,0.01,-1.3,44.8,0.28,0.37,92.3,0.67,0.86,46.2,0.0,3.6,0.21,0.28,0.12,PL
LEE,P. Bamford,A,4.2,2.6,4.9,7.4,5.9,19.3,61.4,0.33,0.47,11.1,2.6,-31.0,0.08,0.11,113.0,155.1,0.77,1.08,323.9,1.71,2.39,281.8,0.298,6.78,0.44,0.3,0.17,PL
LEE,G. Rutter,A,4.0,3.3,6.3,9.3,8.9,35.8,75.7,0.38,0.5,13.1,3.3,-26.8,0.1,0.14,146.5,186.4,0.84,1.12,460.3,2.17,2.9,420.4,0.5795,11.72,0.02,0.23,0.11,PL
LEE,L. Sinisterra,A,3.0,-0.9,0.3,1.3,0.9,-27.2,2.9,0.06,0.09,-2.7,-0.9,-32.7,0.01,0.01,-11.0,19.0,0.14,0.24,34.8,0.33,0.56,4.8,0.0,2.74,0.01,0.23,0.21,PL
LEE,D. Gnonto,A,2.7,7.7,11.5,16.4,14.9,66.1,93.1,0.46,0.8,20.8,7.7,-6.2,0.13,0.23,194.4,221.3,1.01,1.74,523.9,2.48,4.26,497.0,0.9354999999999999,10.6,3.71,0.19,0.19,PL
LEE,C. Summerville,A,2.6,6.5,9.5,14.6,12.9,47.4,73.1,0.39,0.58,16.7,6.5,-9.1,0.11,0.17,162.4,188.2,0.87,1.3,431.1,2.11,3.15,405.3,0.8589999999999999,9.77,0.59,0.18,0.12,PL
LEE,S. Greenwood,A,2.5,1.1,2.9,4.7,4.0,-3.2,21.8,0.08,0.13,2.7,1.1,-22.3,0.02,0.03,34.2,59.2,0.19,0.3,128.8,0.45,0.73,103.8,0.0,8.25,0.06,0.17,0.16,PL
LEE,M. Fernandez,A,2.0,-2.5,-2.5,-2.5,-2.5,-34.7,-15.0,0.0,0.0,-5.0,-2.5,-24.7,0.0,0.0,-44.7,-25.0,0.0,0.0,-65.0,0.0,0.0,-84.7,0.0,0.0,0.01,0.18,0.11,PL
LEE,S. Perkins,A,2.0,-2.6,-2.6,-2.6,-2.6,-34.5,-15.0,0.0,0.0,-5.0,-2.6,-24.5,0.0,0.0,-44.5,-25.0,0.0,0.0,-65.0,0.0,0.0,-84.5,0.0,0.0,0.01,0.14,0.11,PL
LEI,D. Ward,G,4.6,10.0,8.3,11.6,9.9,68.3,114.3,0.0,0.0,46.2,10.0,0.1,0.0,0.0,221.2,267.3,0.0,0.0,590.9,0.0,0.0,544.8,0.9713,12.66,0.23,0.0,0.0,PL
LEI,D. Iversen,G,4.0,-1.3,-1.3,-1.3,-1.3,-54.6,-15.0,0.0,0.0,-5.0,-1.3,-44.6,0.0,0.0,-64.6,-25.0,0.0,0.0,-65.0,0.0,0.0,-104.6,0.0,0.0,0.0,0.0,0.0,PL
LEI,A. Smithies,G,3.5,-1.4,-1.4,-1.4,-1.4,-49.6,-15.0,0.0,0.0,-5.0,-1.4,-39.6,0.0,0.0,-59.6,-25.0,0.0,0.0,-65.0,0.0,0.0,-99.6,0.0,0.0,0.0,0.0,0.0,PL
LEI,T. Castagne,F,3.5,9.1,5.8,8.8,7.0,25.2,59.8,0.04,0.12,31.6,9.1,-2.9,0.02,0.05,117.0,151.5,0.09,0.28,315.9,0.22,0.64,281.4,0.9354999999999999,10.6,0.12,0.02,0.04,PL
LEI,H. Souttar,F,3.0,10.5,7.4,11.9,9.7,37.2,67.6,0.06,0.17,31.8,10.5,1.4,0.02,0.06,150.2,180.6,0.14,0.4,381.0,0.33,0.92,350.6,0.9354999999999999,12.2,0.04,0.02,0.05,PL
