team,player,pos,value [m],xV GW1 [k],xV GW1-3 [k],xV GW1-5 [k],xV seas [k],xP%gebyr_GW_1-3 [k],xP_GW_1-3 [k],xG_GW_1-3,xGI_GW_1-3,xP_GW1 [k],xV GW1 [k],xP%gebyr_GW1 [k],xG_GW1,xGI_GW1,xP%gebyr_GW_1-5 [k],xP_GW_1-5 [k],xG_GW_1-5,xGI_GW_1-5,xP_GW_all [k],xG_GW_all,xGI_GW_all,xP%gebyr_GW_all [k],sp_GW1,xGP,pop,xG%,xA%,game
VLL,M. Malsa,M,1.9,-0.9,-1.1,-1.4,-1.5,-25.9,-6.5,0.01,0.01,-1.7,-0.9,-21.1,0.0,0.01,-33.0,-13.7,0.01,0.02,-42.3,0.04,0.06,-61.6,0.0,2.0,0.0,0.07,0.07,LL
VLL,Kenedy,M,1.9,-0.0,-0.3,-0.7,-0.9,-20.8,-1.9,0.02,0.03,-0.0,-0.0,-18.9,0.01,0.01,-25.9,-7.0,0.03,0.05,-24.8,0.09,0.14,-43.7,0.0,2.44,0.01,0.16,0.11,LL
VLL,S. Leon,A,5.5,5.0,3.5,3.2,3.1,3.6,58.4,0.29,0.34,27.2,5.0,-27.6,0.13,0.15,32.9,87.7,0.49,0.58,258.7,1.55,1.83,203.9,0.2727272727272727,8.41,0.0,0.31,0.08,LL
VLL,C. Larin,A,4.5,11.5,11.3,9.2,7.6,107.4,152.5,0.75,1.03,51.9,11.5,6.8,0.24,0.33,161.1,206.2,1.11,1.51,515.2,2.93,4.01,470.1,0.7795454545454544,11.13,0.31,0.27,0.14,LL
VLL,D. Machis,A,4.2,3.1,1.8,1.7,1.8,-19.2,22.4,0.14,0.24,13.0,3.1,-28.6,0.07,0.11,-6.9,34.8,0.25,0.43,115.0,0.82,1.4,73.3,0.2727272727272727,4.0,0.08,0.21,0.22,LL
VLL,G. Plata,A,4.0,6.8,6.0,4.3,3.1,32.0,72.2,0.28,0.45,27.4,6.8,-12.8,0.09,0.15,46.5,86.7,0.39,0.64,189.7,0.99,1.61,149.5,0.7795454545454544,9.77,0.0,0.1,0.09,LL
VLL,D. Torres,A,2.0,-2.5,-2.5,-2.5,-2.4,-34.8,-15.0,0.0,0.0,-5.0,-2.5,-24.8,0.0,0.0,-44.8,-25.0,0.0,0.0,-70.0,0.0,0.0,-89.8,0.0,0.0,0.0,0.07,0.12,LL
VLL,R. Arroyo,A,2.0,-2.6,-2.6,-2.6,-2.4,-34.6,-15.0,0.0,0.0,-5.0,-2.6,-24.6,0.0,0.0,-44.6,-25.0,0.0,0.0,-70.0,0.0,0.0,-89.6,0.0,0.0,0.0,0.28,0.12,LL
VIL,J. Reina,G,5.3,10.1,9.9,9.1,9.0,103.9,156.8,0.02,0.03,53.6,10.1,0.8,0.01,0.01,186.9,239.7,0.03,0.05,712.2,0.09,0.15,659.4,0.9266666666666666,12.97,1.9,0.0,0.0,LL
VIL,F. Jorgensen,G,4.4,-1.1,-1.1,-1.1,-1.1,-59.4,-15.0,0.0,0.0,-5.0,-1.1,-49.4,0.0,0.0,-69.4,-25.0,0.0,0.0,-70.0,0.0,0.0,-114.4,0.0,0.0,0.08,0.0,0.0,LL
VIL,I. Alvarez,G,4.0,-1.3,-1.3,-1.3,-1.2,-54.6,-15.0,0.0,0.0,-5.0,-1.3,-44.6,0.0,0.0,-64.6,-25.0,0.0,0.0,-70.0,0.0,0.0,-109.6,0.0,0.0,0.0,0.0,0.0,LL
VIL,P. Torres,F,4.6,8.9,7.3,5.9,6.0,55.9,102.3,0.14,0.19,41.3,8.9,-5.1,0.06,0.08,89.6,136.0,0.21,0.29,420.4,0.61,0.87,373.9,0.9166666666666665,10.82,1.05,0.04,0.02,LL
VIL,R. Albiol,F,4.0,7.7,6.4,5.0,5.2,36.9,77.0,0.06,0.11,30.7,7.7,-9.4,0.02,0.05,59.2,99.3,0.09,0.17,312.8,0.27,0.5,272.8,0.8288888888888888,9.93,0.24,0.02,0.02,LL
VIL,J. Foyth,F,3.2,10.6,8.8,6.9,7.3,53.2,85.5,0.07,0.25,34.1,10.6,1.8,0.03,0.1,79.4,111.6,0.11,0.38,351.1,0.32,1.13,318.8,0.8499999999999999,10.14,4.13,0.02,0.08,LL
VIL,A. Moreno,F,3.1,13.1,11.2,9.1,9.5,72.0,102.6,0.19,0.32,40.0,13.1,9.4,0.08,0.13,108.9,139.5,0.3,0.48,437.0,0.88,1.44,406.5,0.7061111111111111,10.54,3.75,0.07,0.06,LL
VIL,A. Mandi,F,2.6,-1.1,-0.5,-0.6,-0.3,-29.4,-3.6,0.01,0.01,-2.8,-1.1,-28.6,0.0,0.0,-33.8,-8.0,0.02,0.03,-10.0,0.06,0.09,-35.8,0.021111111111111112,1.79,0.48,0.04,0.02,LL
VIL,J. Mojica,F,2.5,4.5,4.8,3.8,4.4,11.1,36.5,0.04,0.1,11.5,4.5,-13.9,0.01,0.03,22.5,47.9,0.06,0.16,166.2,0.18,0.51,140.8,0.2211111111111111,7.28,4.24,0.03,0.08,LL
VIL,J. Cuenca,F,2.5,-1.5,-0.4,-0.5,-0.0,-27.9,-2.9,0.01,0.02,-3.7,-1.5,-28.7,0.0,0.0,-31.5,-6.5,0.02,0.03,-1.3,0.06,0.1,-26.3,0.0,2.08,0.4,0.03,0.02,LL
VIL,K. Femenia,F,2.5,4.3,3.6,2.6,3.0,2.1,26.9,0.01,0.06,10.6,4.3,-14.2,0.01,0.02,7.8,32.6,0.02,0.09,110.0,0.06,0.28,85.2,0.19999999999999998,6.72,0.11,0.01,0.06,LL
VIL,M. Mbacke,F,2.0,-2.5,-2.5,-2.5,-2.3,-35.2,-15.0,0.0,0.0,-5.0,-2.5,-25.2,0.0,0.0,-45.2,-25.0,0.0,0.0,-70.0,0.0,0.0,-90.2,0.0,0.0,0.0,0.03,0.04,LL
VIL,C. Romero,F,2.0,-2.5,-2.5,-2.5,-2.3,-34.9,-15.0,0.0,0.0,-5.0,-2.5,-24.9,0.0,0.0,-44.9,-25.0,0.0,0.0,-70.0,0.0,0.0,-89.9,0.0,0.0,0.0,0.03,0.04,LL
VIL,S. Carreira,F,2.0,-2.6,-2.6,-2.6,-2.4,-34.6,-15.0,0.0,0.0,-5.0,-2.6,-24.6,0.0,0.0,-44.6,-25.0,0.0,0.0,-70.0,0.0,0.0,-89.6,0.0,0.0,0.08,0.02,0.08,LL
VIL,A. Baena Rodriguez,M,5.1,5.8,5.3,4.5,4.9,30.0,80.8,0.27,0.42,29.4,5.8,-21.3,0.1,0.15,62.7,113.5,0.42,0.66,370.9,1.27,2.02,320.1,0.3755555555555556,11.03,0.72,0.14,0.12,LL
VIL,D. Parejo,M,4.8,7.9,6.3,5.1,5.4,42.7,90.9,0.2,0.59,38.0,7.9,-10.3,0.08,0.24,74.5,122.7,0.3,0.9,387.9,0.88,2.65,339.6,0.95,11.35,1.82,0.06,0.17,LL
VIL,Y. Pino,M,4.3,7.8,6.6,5.5,5.9,41.8,84.7,0.34,0.5,33.4,7.8,-9.4,0.13,0.19,75.3,118.1,0.52,0.77,377.4,1.57,2.3,334.6,0.6394444444444445,8.21,5.42,0.14,0.1,LL
VIL,S. Chukwueze,M,4.2,14.0,11.3,9.6,9.9,100.5,142.4,0.5,0.85,58.7,14.0,16.8,0.21,0.34,159.3,201.2,0.77,1.29,620.6,2.27,3.81,578.7,0.9166666666666665,11.01,24.49,0.15,0.15,LL
VIL,A. Pedraza,M,4.1,3.8,2.9,2.2,2.4,-5.4,35.4,0.11,0.18,15.5,3.8,-25.3,0.05,0.08,4.1,44.9,0.17,0.27,145.7,0.48,0.79,105.0,0.2772222222222222,7.17,0.0,0.09,0.08,LL
VIL,M. Trigueros,M,3.5,2.6,2.8,2.2,2.6,-5.9,29.2,0.07,0.11,9.2,2.6,-25.9,0.02,0.03,4.0,39.1,0.11,0.18,139.0,0.34,0.56,103.9,0.021111111111111112,7.96,0.24,0.09,0.08,LL
VIL,F. Coquelin,M,3.0,0.4,1.0,0.6,1.1,-21.3,8.7,0.03,0.04,1.3,0.4,-28.6,0.01,0.01,-20.5,9.4,0.06,0.07,48.3,0.19,0.25,18.3,0.0,5.0,0.09,0.07,0.02,LL
VIL,G. Lo Celso,M,3.0,-0.7,-0.8,-0.9,-0.8,-36.6,-7.1,0.01,0.02,-2.1,-0.7,-31.7,0.0,0.01,-43.2,-13.7,0.02,0.02,-34.4,0.05,0.07,-63.9,0.0,1.46,0.26,0.1,0.06,LL
VIL,E. Capoue,M,2.6,9.9,7.9,6.0,6.6,34.7,60.2,0.17,0.28,25.4,9.9,-0.1,0.07,0.11,51.1,76.7,0.26,0.42,252.7,0.77,1.24,227.2,0.8955555555555554,10.61,1.92,0.05,0.05,LL
VIL,R. Terrats,M,2.1,12.8,11.5,9.3,10.3,50.5,71.1,0.12,0.37,26.3,12.8,5.7,0.05,0.14,74.8,95.4,0.19,0.58,318.3,0.58,1.76,297.8,0.6744444444444444,12.8,0.08,0.04,0.12,LL
VIL,H. Hassan,M,2.0,-2.5,-2.5,-2.5,-2.3,-34.9,-15.0,0.0,0.0,-5.0,-2.5,-24.9,0.0,0.0,-44.9,-25.0,0.0,0.0,-70.0,0.0,0.0,-89.9,0.0,0.0,0.08,0.17,0.17,LL
VIL,C. Adriano Garcia,M,2.0,-2.6,-2.6,-2.6,-2.4,-34.6,-15.0,0.0,0.0,-5.0,-2.6,-24.6,0.0,0.0,-44.6,-25.0,0.0,0.0,-70.0,0.0,0.0,-89.6,0.0,0.0,0.08,0.08,0.08,LL
VIL,J. Ontiveros,M,2.0,-2.6,-2.6,-2.6,-2.4,-34.6,-15.0,0.0,0.0,-5.0,-2.6,-24.6,0.0,0.0,-44.6,-25.0,0.0,0.0,-70.0,0.0,0.0,-89.6,0.0,0.0,0.0,0.17,0.08,LL
VIL,A. del Moral,M,2.0,-2.6,-2.6,-2.6,-2.4,-34.6,-15.0,0.0,0.0,-5.0,-2.6,-24.6,0.0,0.0,-44.6,-25.0,0.0,0.0,-70.0,0.0,0.0,-89.6,0.0,0.0,0.0,0.06,0.08,LL
VIL,G. Moreno,A,7.1,5.6,5.2,4.5,4.8,39.3,110.7,0.51,0.71,40.3,5.6,-31.1,0.19,0.26,90.6,162.0,0.8,1.11,515.5,2.46,3.39,444.0,0.365,8.37,3.56,0.31,0.17,LL
VIL,J. Morales,A,6.4,10.2,8.6,7.4,7.7,100.9,164.9,0.72,0.97,65.1,10.2,1.0,0.28,0.38,173.0,237.0,1.11,1.49,735.8,3.32,4.45,671.8,0.741111111111111,12.76,0.95,0.25,0.12,LL
VIL,N. Jackson,A,4.0,0.5,0.4,0.1,0.3,-35.6,4.4,0.03,0.04,2.0,0.5,-38.0,0.01,0.02,-37.5,2.6,0.04,0.07,16.9,0.13,0.2,-23.1,0.0,3.65,0.0,0.11,0.08,LL
VIL,F. Nino,A,2.4,2.5,2.1,1.6,1.9,-9.0,15.3,0.08,0.11,6.0,2.5,-18.3,0.03,0.04,-5.0,19.4,0.13,0.17,68.1,0.4,0.51,43.7,0.0,3.81,0.16,0.31,0.12,LL
VIL,D. Collado,A,2.0,-2.5,-2.5,-2.5,-2.3,-35.1,-15.0,0.0,0.0,-5.0,-2.5,-25.1,0.0,0.0,-45.1,-25.0,0.0,0.0,-70.0,0.0,0.0,-90.1,0.0,0.0,0.08,0.17,0.11,LL
VIL,J. Pascual,A,2.0,-2.5,-2.5,-2.5,-2.3,-35.0,-15.0,0.0,0.0,-5.0,-2.5,-25.0,0.0,0.0,-45.0,-25.0,0.0,0.0,-70.0,0.0,0.0,-90.0,0.0,0.0,0.0,0.24,0.11,LL
FCA,R. Gikiewicz,G,3.9,11.3,8.4,8.0,7.6,58.8,97.7,0.0,0.01,43.9,11.3,5.0,0.0,0.0,117.1,155.9,0.01,0.01,353.7,0.02,0.02,314.9,0.9799999999999999,11.76,3.75,0.0,0.0,BL
FCA,T. Koubek,G,3.0,-1.7,-1.7,-1.7,-1.7,-44.6,-15.0,0.0,0.0,-5.0,-1.7,-34.6,0.0,0.0,-54.6,-25.0,0.0,0.0,-60.0,0.0,0.0,-89.6,0.0,0.0,0.06,0.0,0.0,BL
FCA,D. Klein,G,2.5,-2.0,-2.0,-2.0,-2.0,-39.6,-15.0,0.0,0.0,-5.0,-2.0,-29.6,0.0,0.0,-49.6,-25.0,0.0,0.0,-60.0,0.0,0.0,-84.6,0.0,0.0,1.65,0.0,0.0,BL
FCA,B. Leneis,G,2.5,-2.0,-2.0,-2.0,-2.0,-39.6,-15.0,0.0,0.0,-5.0,-2.0,-29.6,0.0,0.0,-49.6,-25.0,0.0,0.0,-60.0,0.0,0.0,-84.6,0.0,0.0,0.13,0.0,0.0,BL
FCA,R. Gumny,F,3.2,10.2,5.4,4.9,4.4,19.2,50.9,0.04,0.16,32.4,10.2,0.7,0.02,0.07,46.3,78.0,0.06,0.26,167.3,0.14,0.6,135.6,0.95,9.75,0.38,0.01,0.06,BL
FCA,J. Gouweleeuw,F,2.7,13.3,7.3,6.7,6.1,32.6,60.1,0.08,0.24,36.5,13.3,9.1,0.04,0.11,65.3,92.7,0.13,0.39,202.1,0.31,0.93,174.6,0.95,9.75,1.66,0.03,0.08,BL
FCA,O. Uduokhai,F,2.7,0.7,0.5,0.7,0.9,-22.8,4.3,0.01,0.04,1.9,0.7,-25.2,0.0,0.01,-17.2,9.8,0.02,0.07,27.6,0.04,0.2,0.6,0.0,5.41,0.25,0.02,0.08,BL
FCA,M. Pedersen,F,2.6,-0.1,0.1,0.3,0.4,-25.7,0.5,0.02,0.04,-0.2,-0.1,-26.3,0.0,0.01,-22.5,3.7,0.03,0.07,13.7,0.09,0.18,-12.5,0.0,3.94,1.13,0.04,0.06,BL
FCA,M. Bauer,F,2.5,3.1,1.3,1.1,0.9,-15.8,9.6,0.03,0.03,7.9,3.1,-17.5,0.01,0.01,-11.3,14.1,0.04,0.05,28.7,0.11,0.13,3.3,0.095,5.84,0.0,0.04,0.01,BL
FCA,Iago,F,2.5,13.7,7.5,6.9,6.3,31.1,56.1,0.08,0.13,34.3,13.7,9.3,0.03,0.06,61.7,86.7,0.12,0.2,188.7,0.29,0.47,163.7,0.95,11.46,0.19,0.03,0.02,BL
FCA,R. Oxford,F,2.5,-1.7,-1.8,-1.8,-1.8,-37.8,-13.2,0.0,0.0,-4.1,-1.7,-28.8,0.0,0.0,-46.7,-22.0,0.0,0.0,-53.1,0.01,0.01,-77.7,0.0,0.49,0.0,0.04,0.04,BL
FCA,D. Colina,F,2.1,-2.4,-2.4,-2.4,-2.4,-36.2,-15.0,0.0,0.0,-5.0,-2.4,-26.2,0.0,0.0,-46.2,-25.0,0.0,0.0,-60.0,0.0,0.0,-81.2,0.0,0.0,0.63,0.05,0.0,BL
FCA,A. Zehnter,F,2.0,-2.5,-2.5,-2.5,-2.5,-35.0,-15.0,0.0,0.0,-5.0,-2.5,-25.0,0.0,0.0,-45.0,-25.0,0.0,0.0,-60.0,0.0,0.0,-80.0,0.0,0.0,0.25,0.04,0.01,BL
FCA,D. Katic,F,2.0,-2.5,-2.5,-2.5,-2.5,-34.6,-15.0,0.0,0.0,-5.0,-2.5,-24.7,0.0,0.0,-44.6,-25.0,0.0,0.0,-60.0,0.0,0.0,-79.6,0.0,0.0,0.19,0.04,0.01,BL
FCA,A. Hahn,M,3.5,-0.7,-0.9,-0.9,-0.9,-43.9,-9.3,0.01,0.02,-2.3,-0.7,-37.0,0.0,0.01,-50.3,-15.7,0.02,0.03,-38.2,0.05,0.06,-72.8,0.0,1.15,0.0,0.14,0.07,BL
FCA,F. Jensen,M,3.3,3.4,2.3,2.3,2.3,-10.4,22.1,0.07,0.12,11.0,3.4,-21.5,0.02,0.04,4.6,37.1,0.13,0.2,89.0,0.31,0.51,56.5,0.0,7.38,0.42,0.12,0.11,BL
FCA,N. Dorsch,M,3.0,12.0,6.1,5.5,5.0,25.2,55.2,0.3,0.34,36.0,12.0,5.9,0.14,0.16,52.8,82.9,0.47,0.53,179.5,1.09,1.2,149.4,0.95,8.26,0.0,0.11,0.02,BL
FCA,D. Caligiuri,M,3.0,0.5,-0.2,-0.2,-0.2,-31.4,-1.5,0.03,0.03,1.4,0.5,-28.6,0.01,0.01,-32.9,-2.9,0.04,0.05,-8.4,0.1,0.11,-38.4,0.0,3.0,0.06,0.12,0.01,BL
FCA,R. Vargas,M,2.9,-0.6,-0.6,-0.5,-0.5,-34.7,-5.5,0.02,0.05,-1.7,-0.6,-31.0,0.0,0.01,-37.2,-8.0,0.03,0.09,-16.8,0.09,0.23,-46.0,0.0,1.92,0.06,0.09,0.21,BL
FCA,A. Maier,M,2.7,11.8,6.6,6.2,5.8,25.7,52.4,0.16,0.38,31.4,11.8,4.8,0.07,0.16,55.9,82.6,0.25,0.61,187.1,0.59,1.44,160.4,0.95,9.75,5.35,0.05,0.11,BL
FCA,A. Engels,M,2.6,9.4,5.6,5.5,5.4,17.4,43.6,0.08,0.49,24.7,9.4,-1.5,0.03,0.2,46.0,72.2,0.13,0.81,170.8,0.32,1.93,144.6,0.855,11.47,1.1,0.03,0.21,BL
FCA,E. Rexhbecaj,M,2.6,1.7,1.0,1.1,1.2,-18.2,7.4,0.03,0.05,4.3,1.7,-21.4,0.01,0.01,-11.4,14.2,0.05,0.1,36.9,0.13,0.26,11.3,0.0,6.56,0.0,0.04,0.06,BL
FCA,N. Sarenren Bazee,M,2.5,-0.7,-1.1,-1.1,-1.1,-33.2,-8.2,0.02,0.02,-1.8,-0.7,-26.8,0.01,0.01,-38.9,-13.8,0.03,0.03,-33.9,0.06,0.07,-58.9,0.0,1.36,0.0,0.15,0.02,BL
FCA,J. Baumgartlinger,M,2.5,0.8,-0.1,-0.1,-0.2,-25.6,-0.6,0.02,0.02,2.0,0.8,-23.0,0.01,0.01,-26.6,-1.6,0.03,0.04,-5.6,0.08,0.09,-30.6,0.0,3.71,0.0,0.08,0.01,BL
FCA,N. Mbuku,M,2.5,-2.0,-2.0,-2.0,-2.0,-39.8,-15.0,0.0,0.0,-5.0,-2.0,-29.8,0.0,0.0,-49.8,-25.0,0.0,0.0,-60.0,0.0,0.0,-84.8,0.0,0.0,0.0,0.17,0.05,BL
FCA,T. Strobl,M,2.0,-2.5,-2.5,-2.5,-2.5,-34.6,-15.0,0.0,0.0,-5.0,-2.5,-24.7,0.0,0.0,-44.6,-25.0,0.0,0.0,-60.0,0.0,0.0,-79.6,0.0,0.0,0.0,0.03,0.05,BL
FCA,R. Veiga,M,2.0,13.7,7.8,7.7,7.5,26.2,45.8,0.17,0.28,26.9,13.7,7.2,0.07,0.11,55.8,75.4,0.29,0.47,177.1,0.7,1.14,157.5,0.95,11.4,2.26,0.05,0.05,BL
FCA,E. Demirovic,A,4.2,13.9,8.9,8.5,8.2,71.3,113.7,0.6,0.92,59.1,13.9,16.7,0.26,0.4,137.9,180.3,0.96,1.48,415.4,2.25,3.48,373.0,0.95,9.59,0.89,0.2,0.16,BL
FCA,M. Berisha,A,4.0,19.4,13.0,12.4,12.0,115.9,155.9,0.81,1.24,77.6,19.4,37.6,0.35,0.54,208.0,248.0,1.31,2.0,574.2,3.08,4.7,534.3,0.95,9.59,5.2,0.28,0.21,BL
FCA,K. Yeboah,A,2.1,5.0,4.3,4.7,5.0,6.3,27.7,0.2,0.28,10.7,5.0,-10.7,0.06,0.09,28.8,50.2,0.35,0.5,129.4,0.88,1.26,108.0,0.247,4.68,1.26,0.17,0.11,BL
FCA,D. Beljo,A,2.1,14.7,8.5,8.2,7.8,32.4,53.1,0.28,0.29,30.5,14.7,9.8,0.12,0.12,64.0,84.7,0.45,0.48,194.1,1.07,1.14,173.4,0.703,10.82,0.32,0.11,0.01,BL
FCA,M. Malone,A,2.0,-2.5,-2.5,-2.5,-2.5,-34.6,-15.0,0.0,0.0,-5.0,-2.5,-24.7,0.0,0.0,-44.6,-25.0,0.0,0.0,-60.0,0.0,0.0,-79.6,0.0,0.0,0.0,0.24,0.04,BL
FCA,J. Mbila,A,2.0,-2.5,-2.5,-2.5,-2.5,-34.6,-15.0,0.0,0.0,-5.0,-2.5,-24.7,0.0,0.0,-44.6,-25.0,0.0,0.0,-60.0,0.0,0.0,-79.6,0.0,0.0,0.0,0.14,0.04,BL
FCA,I. Cardona,A,1.9,1.0,-0.0,-0.1,-0.1,-19.6,-0.1,0.03,0.04,1.9,1.0,-17.6,0.01,0.01,-20.2,-0.7,0.06,0.06,-3.2,0.14,0.14,-22.6,0.0,3.0,0.0,0.16,0.01,BL
BAY,M. Neuer,G,6.0,0.0,0.1,0.0,0.1,-58.6,1.0,0.0,0.0,0.3,0.0,-59.4,0.0,0.0,-58.6,1.0,0.0,0.0,5.1,0.0,0.0,-54.6,0.0,1.96,0.0,0.0,0.0,BL
BAY,S. Ulreich,G,6.0,-0.6,-0.6,-0.6,-0.6,-70.7,-11.0,0.0,0.0,-3.7,-0.6,-63.4,0.0,0.0,-78.2,-18.6,0.0,0.0,-43.9,0.0,0.0,-103.6,0.0,0.49,0.0,0.0,0.0,BL
BAY,J. Schenk,G,5.5,-0.9,-0.9,-0.9,-0.9,-69.6,-15.0,0.0,0.0,-5.0,-0.9,-59.6,0.0,0.0,-79.6,-25.0,0.0,0.0,-60.0,0.0,0.0,-114.6,0.0,0.0,0.0,0.0,0.0,BL
BAY,Y. Sommer,G,5.4,15.3,15.7,15.3,15.7,199.5,253.4,0.0,0.0,82.4,15.3,28.5,0.0,0.0,357.9,411.8,0.0,0.0,1016.8,0.0,0.0,962.9,0.9799999999999999,11.76,34.24,0.0,0.0,BL
BAY,J. Cancelo,F,5.7,3.4,4.5,4.5,4.9,19.9,76.9,0.07,0.17,19.6,3.4,-37.5,0.02,0.04,70.6,127.6,0.12,0.3,334.5,0.31,0.76,277.5,0.095,7.82,10.94,0.03,0.07,BL
BAY,B. Pavard,F,5.4,12.0,10.8,10.0,10.3,120.3,174.0,0.12,0.38,64.1,12.0,10.5,0.04,0.13,214.1,267.7,0.2,0.61,660.9,0.48,1.48,607.3,0.95,9.59,1.89,0.02,0.06,BL
BAY,M. de Ligt,F,5.3,11.6,10.5,9.7,10.0,115.3,168.7,0.15,0.25,62.1,11.6,8.7,0.05,0.08,205.9,259.3,0.25,0.4,641.0,0.6,0.97,587.7,0.95,9.59,1.64,0.02,0.02,BL
BAY,N. Mazraoui,F,5.0,0.1,0.1,0.1,0.2,-47.4,2.2,0.01,0.02,0.5,0.1,-49.1,0.0,0.01,-46.6,3.1,0.02,0.03,10.2,0.05,0.08,-39.5,0.0,1.8,0.0,0.04,0.04,BL
BAY,A. Davies,F,5.0,15.2,13.9,12.9,13.2,156.8,206.4,0.24,0.61,75.3,15.2,25.7,0.08,0.21,270.4,320.0,0.38,0.99,787.6,0.94,2.41,738.0,0.95,9.59,30.95,0.04,0.08,BL
BAY,D. Upamecano,F,4.6,11.3,10.3,9.5,9.8,95.9,142.0,0.08,0.2,51.9,11.3,5.9,0.03,0.07,171.8,217.9,0.13,0.32,541.1,0.32,0.77,495.0,0.855,8.76,2.54,0.01,0.03,BL
BAY,D. Blind,F,4.6,-1.1,-1.1,-1.1,-1.1,-60.5,-15.0,0.0,0.0,-5.0,-1.1,-50.5,0.0,0.0,-70.5,-25.0,0.0,0.0,-60.0,0.0,0.0,-105.5,0.0,0.0,0.06,0.03,0.02,BL
BAY,L. Hernandez,F,4.5,-0.4,-0.4,-0.4,-0.4,-50.0,-5.3,0.0,0.0,-1.9,-0.4,-46.5,0.0,0.0,-53.9,-9.2,0.0,0.01,-20.5,0.01,0.02,-65.2,0.0,1.15,0.0,0.02,0.01,BL
BAY,J. Stanisic,F,4.1,0.1,0.7,0.7,0.9,-33.3,8.2,0.01,0.01,0.6,0.1,-40.9,0.0,0.0,-27.4,14.1,0.02,0.02,42.5,0.05,0.06,1.0,0.0,2.47,0.42,0.02,0.01,BL
BAY,B. Sarr,F,3.0,-1.7,-1.7,-1.7,-1.7,-44.6,-15.0,0.0,0.0,-5.0,-1.7,-34.6,0.0,0.0,-54.6,-25.0,0.0,0.0,-60.0,0.0,0.0,-89.6,0.0,0.0,0.0,0.04,0.11,BL
BAY,G. Marusic,F,2.5,-2.0,-2.0,-2.0,-2.0,-39.6,-15.0,0.0,0.0,-5.0,-2.0,-29.6,0.0,0.0,-49.6,-25.0,0.0,0.0,-60.0,0.0,0.0,-84.6,0.0,0.0,0.13,0.02,0.04,BL
BAY,J. Kimmich,M,6.8,8.2,7.8,7.4,7.6,91.6,160.0,0.25,0.81,56.2,8.2,-12.2,0.09,0.27,185.4,253.8,0.41,1.31,624.7,1.0,3.18,556.2,0.95,9.59,1.82,0.04,0.12,BL
BAY,L. Goretzka,M,6.6,9.0,10.3,10.2,10.8,138.7,205.1,0.57,0.9,59.5,9.0,-6.9,0.17,0.27,271.8,338.2,0.93,1.48,856.9,2.31,3.66,790.5,0.7505,11.35,1.58,0.1,0.08,BL
BAY,R. Gravenberch,M,4.5,1.8,1.9,1.8,2.0,-19.2,25.8,0.04,0.07,8.1,1.8,-37.0,0.01,0.02,-3.4,41.6,0.07,0.12,106.7,0.17,0.3,61.6,0.0,4.01,0.41,0.06,0.07,BL
BAY,P. Wanner,M,3.5,0.1,0.2,0.1,0.2,-33.1,1.7,0.02,0.03,0.3,0.1,-34.5,0.01,0.01,-32.6,2.3,0.04,0.05,8.2,0.09,0.13,-26.7,0.0,1.53,0.06,0.09,0.05,BL
BAY,J. Musiala,A,9.0,10.5,10.0,9.6,9.8,181.5,271.6,0.98,1.58,94.5,10.5,4.3,0.33,0.53,343.7,433.8,1.59,2.55,1062.1,3.87,6.2,971.9,0.95,9.59,24.16,0.15,0.13,BL
BAY,S. Gnabry,A,8.9,2.2,3.5,3.7,4.0,5.6,94.3,0.27,0.46,19.7,2.2,-69.0,0.05,0.08,73.5,162.2,0.47,0.8,427.0,1.24,2.1,338.3,0.0,7.16,3.0,0.17,0.18,BL
BAY,E. Choupo-Moting,A,8.0,14.1,10.8,7.5,4.9,179.4,259.8,1.13,1.41,113.0,14.1,32.6,0.48,0.6,221.9,302.3,1.36,1.69,468.9,2.19,2.74,388.5,0.95,3.74,21.42,0.22,0.08,BL
BAY,S. Mane,A,8.0,0.6,4.1,7.3,10.9,17.9,97.9,0.43,0.56,5.1,0.6,-74.9,0.02,0.03,213.9,293.9,1.28,1.67,1050.1,4.47,5.83,970.1,0.0,8.38,0.31,0.21,0.11,BL
BAY,L. Sane,A,7.8,4.9,5.9,5.9,6.3,60.7,138.8,0.43,0.69,38.2,4.9,-39.9,0.11,0.18,152.9,231.0,0.72,1.17,589.7,1.83,2.96,511.6,0.1995,8.56,6.55,0.16,0.14,BL
BAY,T. Müller,A,7.8,12.9,12.3,11.7,11.9,208.9,286.5,0.91,1.92,100.1,12.9,22.5,0.31,0.66,378.2,455.8,1.46,3.07,1110.6,3.56,7.39,1033.0,0.95,9.59,3.82,0.14,0.23,BL
BAY,K. Coman,A,6.8,12.5,11.6,11.0,11.2,168.6,236.5,0.83,1.28,85.1,12.5,17.2,0.29,0.45,306.9,374.8,1.34,2.05,912.3,3.23,4.97,844.4,0.95,9.21,6.44,0.13,0.1,BL
BAY,M. Tel,A,5.3,6.5,7.0,6.8,7.1,57.1,109.7,0.31,0.35,34.4,6.5,-18.2,0.09,0.1,126.4,178.9,0.51,0.58,449.4,1.26,1.44,396.9,0.0,9.33,0.38,0.2,0.04,BL
BAY,A. Ibrahimovic,A,4.0,-1.2,-1.2,-1.2,-1.2,-55.4,-15.0,0.0,0.0,-5.0,-1.2,-45.4,0.0,0.0,-65.4,-25.0,0.0,0.0,-60.0,0.0,0.0,-100.4,0.0,0.0,0.0,0.08,0.1,BL
