league,game,player,team,pos_cat,value,starter_prob_GW1,gs%,gp%,StartsIARow
2. La Liga,Liga Manager Forår 2023,Vinicius Junior,Real Madrid,A,9434000,0.9499999999999998,0.45,0.8183574879227052,0.0
2. La Liga,Liga Manager Forår 2023,Eder Militão,Real Madrid,F,5920000,0.9159090909090909,0.4,0.7014492753623187,0.0
2. La Liga,Liga Manager Forår 2023,Antonio Rüdiger,Real Madrid,F,5499000,0.9159090909090909,0.45,0.7922705314009661,0.0
2. La Liga,Liga Manager Forår 2023,Federico Valverde,Real Madrid,M,7446000,0.7795454545454544,0.45,0.9091787439613528,0.0
2. La Liga,Liga Manager Forår 2023,Daniel Ceballos,Real Madrid,M,3243000,0.7795454545454544,0.45,0.7400966183574879,0.0
2. La Liga,Liga Manager Forår 2023,Karim Benzema,Real Madrid,A,11210000,0.7795454545454544,0.4,0.6362318840579709,0.0
2. La Liga,Liga Manager Forår 2023,Daniel Carvajal,Real Madrid,F,4301000,0.7113636363636364,0.3333333333333333,0.6106280193236715,0.0
2. La Liga,Liga Manager Forår 2023,Aurelien Tchouameni,Real Madrid,M,4615000,0.6789772727272727,0.2222222222222222,0.6106280193236715,0.0
2. La Liga,Liga Manager Forår 2023,Rodrygo,Real Madrid,A,7873000,0.6789772727272727,0.4,0.8830917874396136,0.0
2. La Liga,Liga Manager Forår 2023,Eduardo Camavinga,Real Madrid,M,3852000,0.6323863636363636,0.4,0.9091787439613528,0.0
2. La Liga,Liga Manager Forår 2023,Nacho Fernandez,Real Madrid,F,3831000,0.577840909090909,0.4,0.6362318840579709,0.0
2. La Liga,Liga Manager Forår 2023,Toni Kroos,Real Madrid,M,5318000,0.37329545454545454,0.4,0.6884057971014492,0.0
2. La Liga,Liga Manager Forår 2023,Marco Asensio,Real Madrid,A,6265000,0.35170454545454544,0.4,0.8439613526570049,0.0
2. La Liga,Liga Manager Forår 2023,Lucas Vazquez,Real Madrid,M,4546000,0.3409090909090909,0.0,0.2859903381642512,0.0
2. La Liga,Liga Manager Forår 2023,Andriy Lunin,Real Madrid,G,5601000,0.0,0.2222222222222222,0.2338164251207729,0.0
2. La Liga,Liga Manager Forår 2023,Luis Lopez,Real Madrid,G,4455000,0.0,,,0.0
2. La Liga,Liga Manager Forår 2023,Lucas Canizares Conchello,Real Madrid,G,4455000,0.0,,,0.0
2. La Liga,Liga Manager Forår 2023,David Alaba,Real Madrid,F,5824000,0.0,0.4,0.6367149758454107,0.0
2. La Liga,Liga Manager Forår 2023,Ferland Mendy,Real Madrid,F,4180000,0.0,0.3333333333333333,0.4159420289855072,0.0
2. La Liga,Liga Manager Forår 2023,Alvaro Odriozola,Real Madrid,F,3002000,0.0,0.0,0.0908212560386473,0.0
2. La Liga,Liga Manager Forår 2023,Vinicius Tobias,Real Madrid,F,2455000,0.0,,,0.0
2. La Liga,Liga Manager Forår 2023,Jesus Vallejo,Real Madrid,F,2455000,0.0,0.0,0.0,0.0
2. La Liga,Liga Manager Forår 2023,Luka Modric,Real Madrid,M,6444000,0.0,0.3333333333333333,0.8961352657004831,0.0
2. La Liga,Liga Manager Forår 2023,Sergio Arribas Calvo,Real Madrid,M,2522000,0.0,0.0,0.0908212560386473,0.0
2. La Liga,Liga Manager Forår 2023,Mario Martin,Real Madrid,M,2490000,0.0,,,0.0
2. La Liga,Liga Manager Forår 2023,Eden Hazard,Real Madrid,A,4455000,0.0,0.0,0.0391304347826086,0.0
2. La Liga,Liga Manager Forår 2023,Mariano Diaz Mejia,Real Madrid,A,2959000,0.0,0.0,0.2338164251207729,0.0
2. La Liga,Liga Manager Forår 2023,Alvaro Rodriguez,Real Madrid,A,2766000,0.0,0.0,0.0908212560386473,0.0
2. La Liga,Liga Manager Forår 2023,Iker Bravo,Real Madrid,A,2455000,0.0,,,0.0
2. La Liga,Liga Manager Forår 2023,Alex Remiro,Real Sociedad,G,5675000,0.96,0.45,0.9091787439613528,0.0
2. La Liga,Liga Manager Forår 2023,Robin Le Normand,Real Sociedad,F,3905000,0.95,0.45,0.870048309178744,0.0
2. La Liga,Liga Manager Forår 2023,Igor Zubeldia,Real Sociedad,F,3935000,0.9166666666666665,0.45,0.8570048309178744,0.0
2. La Liga,Liga Manager Forår 2023,Martin Zubimendi,Real Sociedad,M,3623000,0.9166666666666665,0.45,0.8183574879227052,0.0
2. La Liga,Liga Manager Forår 2023,Alexander Sørloth,Real Sociedad,A,6901000,0.9166666666666665,0.45,0.870048309178744,0.0
2. La Liga,Liga Manager Forår 2023,Takefusa Kubo,Real Sociedad,A,5591000,0.9166666666666665,0.45,0.7922705314009661,0.0
2. La Liga,Liga Manager Forår 2023,Mikel Oyarzabal,Real Sociedad,A,6554000,0.8499999999999999,0.3333333333333333,0.7265700483091787,0.0
2. La Liga,Liga Manager Forår 2023,Mikel Merino,Real Sociedad,M,5670000,0.8288888888888888,0.2222222222222222,0.5458937198067633,0.0
2. La Liga,Liga Manager Forår 2023,Diego Rico,Real Sociedad,F,3398000,0.7833333333333332,0.45,0.8178743961352657,0.0
2. La Liga,Liga Manager Forår 2023,Brais Mendez,Real Sociedad,M,6977000,0.7833333333333332,0.4,0.8183574879227052,0.0
2. La Liga,Liga Manager Forår 2023,Ander Barrenetxea,Real Sociedad,A,2716000,0.5516666666666667,0.4,0.5062801932367149,0.0
2. La Liga,Liga Manager Forår 2023,Andoni Gorosabel,Real Sociedad,F,3529000,0.3333333333333333,0.0,0.3251207729468599,0.0
2. La Liga,Liga Manager Forår 2023,Asier Illarramendi,Real Sociedad,M,2742000,0.26666666666666666,0.4,0.8048309178743962,0.0
2. La Liga,Liga Manager Forår 2023,Alex Sola,Real Sociedad,F,2500000,0.23166666666666666,0.0,0.2468599033816425,0.0
2. La Liga,Liga Manager Forår 2023,Aihen Munoz,Real Sociedad,F,2948000,0.19999999999999998,0.1111111111111111,0.2990338164251208,0.0
2. La Liga,Liga Manager Forår 2023,Pablo Marín,Real Sociedad,M,2133000,0.021111111111111112,0.2222222222222222,0.5840579710144926,0.0
2. La Liga,Liga Manager Forår 2023,Andoni Zubiaurre,Real Sociedad,G,4455000,0.0,,,0.0
2. La Liga,Liga Manager Forår 2023,Unai Marrero,Real Sociedad,G,3955000,0.0,,,0.0
2. La Liga,Liga Manager Forår 2023,Egoitz Arana Aizpurua,Real Sociedad,G,3955000,0.0,,,0.0
2. La Liga,Liga Manager Forår 2023,Aritz Elustondo,Real Sociedad,F,3962000,0.0,0.4,0.5975845410628019,0.0
2. La Liga,Liga Manager Forår 2023,Jon Pacheco,Real Sociedad,F,2455000,0.0,0.0,0.117391304347826,0.0
2. La Liga,Liga Manager Forår 2023,Urko González,Real Sociedad,F,1955000,0.0,,,0.0
2. La Liga,Liga Manager Forår 2023,David Silva,Real Sociedad,M,4505000,0.0,0.4,0.5198067632850242,0.0
2. La Liga,Liga Manager Forår 2023,Ander Guevara,Real Sociedad,M,2502000,0.0,0.0,0.1429951690821256,0.0
2. La Liga,Liga Manager Forår 2023,Robert Navarro,Real Sociedad,M,2197000,0.0,0.1111111111111111,0.8309178743961353,0.0
2. La Liga,Liga Manager Forår 2023,Jon Ander Olasagasti,Real Sociedad,M,2016000,0.0,0.0,0.272463768115942,0.0
2. La Liga,Liga Manager Forår 2023,Benat Turrientes,Real Sociedad,M,1955000,0.0,0.0,0.0782608695652173,0.0
2. La Liga,Liga Manager Forår 2023,Martin Merquelanz,Real Sociedad,M,1955000,0.0,,,0.0
2. La Liga,Liga Manager Forår 2023,Jon Magunazelaia,Real Sociedad,M,1955000,0.0,,,0.0
2. La Liga,Liga Manager Forår 2023,Umar Sadiq,Real Sociedad,A,4955000,0.0,0.0,0.0652173913043478,0.0
2. La Liga,Liga Manager Forår 2023,Mohamed-Ali Cho,Real Sociedad,A,3012000,0.0,0.1111111111111111,0.1821256038647343,0.0
2. La Liga,Liga Manager Forår 2023,Carlos Fernandez Luna,Real Sociedad,A,2991000,0.0,0.0,0.5454106280193236,0.0
2. La Liga,Liga Manager Forår 2023,Ander Martin,Real Sociedad,A,2586000,0.0,0.0,0.272463768115942,0.0
2. La Liga,Liga Manager Forår 2023,Näis Djouahra,Real Sociedad,A,2455000,0.0,0.0,0.0,0.0
2. La Liga,Liga Manager Forår 2023,Yassine 'Bono' Bounou,Sevilla FC,G,5500000,0.9266666666666666,0.45,0.8830917874396136,0.0
2. La Liga,Liga Manager Forår 2023,Marcos Acuna,Sevilla FC,F,4057000,0.9166666666666665,0.4,0.766183574879227,0.0
2. La Liga,Liga Manager Forår 2023,Tanguy Nianzou Kouassi,Sevilla FC,F,3259000,0.9166666666666665,0.4,0.493719806763285,0.0
2. La Liga,Liga Manager Forår 2023,Nemanja Gudelj,Sevilla FC,M,3251000,0.9166666666666665,0.4,0.7922705314009661,0.0
2. La Liga,Liga Manager Forår 2023,Pape Alassane Gueye,Sevilla FC,M,2622000,0.9166666666666665,0.4,0.8439613526570049,0.0
2. La Liga,Liga Manager Forår 2023,Youssef En-Nesyri,Sevilla FC,A,4246000,0.8499999999999999,0.4,0.8570048309178744,0.0
2. La Liga,Liga Manager Forår 2023,Oliver Torres,Sevilla FC,M,4762000,0.8288888888888888,0.45,0.8830917874396136,0.0
2. La Liga,Liga Manager Forår 2023,Jesus Navas,Sevilla FC,F,2733000,0.7622222222222221,0.4,0.7792270531400965,0.0
2. La Liga,Liga Manager Forår 2023,Alex Telles,Sevilla FC,F,3453000,0.7516666666666667,0.1111111111111111,0.2603864734299517,0.0
2. La Liga,Liga Manager Forår 2023,Bryan Gil,Sevilla FC,M,3128000,0.7166666666666667,0.3333333333333333,0.5579710144927535,0.0
2. La Liga,Liga Manager Forår 2023,Jesus Fernandez 'Suso' Saez,Sevilla FC,A,2896000,0.6955555555555555,0.3333333333333333,0.6879227053140096,0.0
2. La Liga,Liga Manager Forår 2023,Ivan Rakitic,Sevilla FC,M,3396000,0.3861111111111111,0.4,0.6884057971014492,0.0
2. La Liga,Liga Manager Forår 2023,Lucas Ocampos,Sevilla FC,A,4092000,0.3333333333333333,0.2222222222222222,0.4932367149758454,0.0
2. La Liga,Liga Manager Forår 2023,Gonzalo Montiel,Sevilla FC,F,2554000,0.2211111111111111,0.2222222222222222,0.6492753623188405,0.0
2. La Liga,Liga Manager Forår 2023,Erik Lamela,Sevilla FC,A,4044000,0.2211111111111111,0.2222222222222222,0.7144927536231883,0.0
2. La Liga,Liga Manager Forår 2023,Joan Jordan Moreno,Sevilla FC,M,2618000,0.19999999999999998,0.4,0.766183574879227,0.0
2. La Liga,Liga Manager Forår 2023,Marko Dmitrovic,Sevilla FC,G,4455000,0.0,0.0,0.0391304347826086,0.0
2. La Liga,Liga Manager Forår 2023,Alberto Flores,Sevilla FC,G,3955000,0.0,,,0.0
2. La Liga,Liga Manager Forår 2023,Matias Arbol,Sevilla FC,G,3955000,0.0,,,0.0
2. La Liga,Liga Manager Forår 2023,Marcao Teixeira,Sevilla FC,F,2955000,0.0,0.0,0.0521739130434782,0.0
2. La Liga,Liga Manager Forår 2023,Loic Bade,Sevilla FC,F,2792000,0.0,0.4,0.5579710144927535,0.0
2. La Liga,Liga Manager Forår 2023,Karim Rekik,Sevilla FC,F,2642000,0.0,0.3333333333333333,0.3637681159420289,0.0
2. La Liga,Liga Manager Forår 2023,Diego Hormigo,Sevilla FC,F,1955000,0.0,,,0.0
2. La Liga,Liga Manager Forår 2023,Alejandro 'Papu' Gomez,Sevilla FC,M,3502000,0.0,0.0,0.2473429951690821,0.0
2. La Liga,Liga Manager Forår 2023,Pedro Ortiz,Sevilla FC,M,2472000,0.0,0.0,0.0908212560386473,0.0
2. La Liga,Liga Manager Forår 2023,Fernando Reges,Sevilla FC,M,2065000,0.0,0.45,0.8048309178743962,0.0
2. La Liga,Liga Manager Forår 2023,Lulo Dasilva,Sevilla FC,M,1990000,0.0,,,0.0
2. La Liga,Liga Manager Forår 2023,Quintana Nacho,Sevilla FC,M,1960000,0.0,,,0.0
2. La Liga,Liga Manager Forår 2023,Manuel Bueno,Sevilla FC,M,1955000,0.0,,,0.0
2. La Liga,Liga Manager Forår 2023,Rafael Mir,Sevilla FC,A,4780000,0.0,0.3333333333333333,0.66231884057971,0.0
2. La Liga,Liga Manager Forår 2023,Jesus 'Tecatito' Corona,Sevilla FC,A,3455000,0.0,0.0,0.0130434782608695,0.0
2. La Liga,Liga Manager Forår 2023,Carlos Alvarez,Sevilla FC,A,2464000,0.0,0.0,0.0908212560386473,0.0
2. La Liga,Liga Manager Forår 2023,Giorgi Mamardashvili,Valencia CF,G,4752000,0.9514285714285713,0.45,0.9091787439613528,0.0
2. La Liga,Liga Manager Forår 2023,Andre Almeida,Valencia CF,M,4450000,0.9023809523809523,0.45,0.870048309178744,0.0
2. La Liga,Liga Manager Forår 2023,Yunus Musah,Valencia CF,M,2406000,0.9023809523809523,0.45,0.870048309178744,0.0
2. La Liga,Liga Manager Forår 2023,Samuel Lino,Valencia CF,A,4516000,0.9023809523809523,0.45,0.9091787439613528,0.0
2. La Liga,Liga Manager Forår 2023,Hugo Duro Perales,Valencia CF,A,2942000,0.9023809523809523,0.1111111111111111,0.6753623188405796,0.0
2. La Liga,Liga Manager Forår 2023,Mouctar Diakhaby,Valencia CF,F,3463000,0.807142857142857,0.4,0.5845410628019324,0.0
2. La Liga,Liga Manager Forår 2023,Eray Cömert,Valencia CF,F,2908000,0.807142857142857,0.4,0.6884057971014492,0.0
2. La Liga,Liga Manager Forår 2023,Hugo Guillamon,Valencia CF,F,3459000,0.7119047619047618,0.3333333333333333,0.623671497584541,0.0
2. La Liga,Liga Manager Forår 2023,Antonio 'Toni Lato' Latorre,Valencia CF,F,2504000,0.6817460317460317,0.3333333333333333,0.66231884057971,0.0
2. La Liga,Liga Manager Forår 2023,Thierry Correia,Valencia CF,F,3462000,0.6666666666666666,0.2222222222222222,0.3642512077294686,0.0
2. La Liga,Liga Manager Forår 2023,Samuel Castillejo,Valencia CF,M,4086000,0.6166666666666666,0.4,0.6753623188405796,0.0
2. La Liga,Liga Manager Forår 2023,Ilaix Moriba,Valencia CF,M,2490000,0.47619047619047616,0.3333333333333333,0.8048309178743962,0.0
2. La Liga,Liga Manager Forår 2023,Dimitri Foulquier,Valencia CF,F,2469000,0.4261904761904762,0.4,0.7531400966183575,0.0
2. La Liga,Liga Manager Forår 2023,Cenk Özkacar,Valencia CF,F,1991000,0.38095238095238093,0.3333333333333333,0.3333333333333333,0.0
2. La Liga,Liga Manager Forår 2023,Jesus Vazquez,Valencia CF,F,1988000,0.31587301587301586,0.0,0.2338164251207729,0.0
2. La Liga,Liga Manager Forår 2023,Justin Kluivert,Valencia CF,M,4569000,0.2857142857142857,0.2222222222222222,0.6753623188405796,0.0
2. La Liga,Liga Manager Forår 2023,Jaume Domenech,Valencia CF,G,3955000,0.0,0.0,0.0,0.0
2. La Liga,Liga Manager Forår 2023,Cristian Rivero,Valencia CF,G,3455000,0.0,,,0.0
2. La Liga,Liga Manager Forår 2023,Iago Herrerin,Valencia CF,G,3455000,0.0,,,0.0
2. La Liga,Liga Manager Forår 2023,Emilio Bernad,Valencia CF,G,2955000,0.0,,,0.0
2. La Liga,Liga Manager Forår 2023,Jose Luis Gaya,Valencia CF,F,3536000,0.0,0.45,0.8570048309178744,0.0
2. La Liga,Liga Manager Forår 2023,Gabriel Paulista,Valencia CF,F,2923000,0.0,0.3333333333333333,0.4028985507246376,0.0
2. La Liga,Liga Manager Forår 2023,Ruben Iranzo,Valencia CF,F,1980000,0.0,0.0,0.0,0.0
2. La Liga,Liga Manager Forår 2023,Cristhian Mosquera,Valencia CF,F,1944000,0.0,0.1111111111111111,0.1169082125603864,0.0
2. La Liga,Liga Manager Forår 2023,Nico Gonzalez,Valencia CF,M,2954000,0.0,0.1111111111111111,0.2473429951690821,0.0
2. La Liga,Liga Manager Forår 2023,Javier Guerra Moreno,Valencia CF,M,1975000,0.0,,,0.0
2. La Liga,Liga Manager Forår 2023,Tiago Ribeiro,Valencia CF,M,1955000,0.0,,,0.0
2. La Liga,Liga Manager Forår 2023,Yellu Santiago,Valencia CF,M,1955000,0.0,,,0.0
2. La Liga,Liga Manager Forår 2023,Mario Dominguez,Valencia CF,M,1955000,0.0,0.0,0.0,0.0
2. La Liga,Liga Manager Forår 2023,Fran Pérez,Valencia CF,M,1928000,0.0,0.0,0.2985507246376811,0.0
2. La Liga,Liga Manager Forår 2023,Edinson Cavani,Valencia CF,A,6473000,0.0,0.45,0.7270531400966183,0.0
2. La Liga,Liga Manager Forår 2023,Marcos Andre de Sousa,Valencia CF,A,2452000,0.0,0.0,0.5975845410628019,0.0
2. La Liga,Liga Manager Forår 2023,Alberto Mari Sanchez,Valencia CF,A,1995000,0.0,,,0.0
2. La Liga,Liga Manager Forår 2023,Diego López,Valencia CF,A,1955000,0.0,0.0,0.0130434782608695,0.0
2. La Liga,Liga Manager Forår 2023,Sergio Asenjo,Valladolid,G,3433000,0.9595454545454545,0.0,0.0652173913043478,0.0
2. La Liga,Liga Manager Forår 2023,Oscar Plano,Valladolid,M,3468000,0.9159090909090909,0.45,0.9091787439613528,0.0
2. La Liga,Liga Manager Forår 2023,Javi Sanchez,Valladolid,F,3013000,0.8477272727272727,0.45,0.7922705314009661,0.0
2. La Liga,Liga Manager Forår 2023,Luis Perez Maqueda,Valladolid,F,2124000,0.8477272727272727,0.4,0.6101449275362318,0.0
2. La Liga,Liga Manager Forår 2023,Cyle Christopher Larin,Valladolid,A,4505000,0.7795454545454544,0.1111111111111111,0.3632850241545893,0.0
2. La Liga,Liga Manager Forår 2023,Gonzalo Plata,Valladolid,A,4022000,0.7795454545454544,0.4,0.8570048309178744,0.0
2. La Liga,Liga Manager Forår 2023,Jawad El Yamiq,Valladolid,F,1939000,0.7579545454545453,0.2222222222222222,0.5584541062801932,0.0
2. La Liga,Liga Manager Forår 2023,Roque Mesa,Valladolid,M,3469000,0.7113636363636364,0.3333333333333333,0.6106280193236715,0.0
2. La Liga,Liga Manager Forår 2023,Ivan Sanchez,Valladolid,M,2472000,0.7113636363636364,0.2222222222222222,0.6884057971014492,0.0
2. La Liga,Liga Manager Forår 2023,Ramon 'Monchu' Rodriguez,Valladolid,M,2963000,0.6431818181818182,0.4,0.7922705314009661,0.0
2. La Liga,Liga Manager Forår 2023,Lucas Olaza,Valladolid,F,2143000,0.575,0.4,0.5714975845410628,0.0
2. La Liga,Liga Manager Forår 2023,Sergio Escudero,Valladolid,F,2439000,0.40909090909090906,0.1111111111111111,0.2082125603864734,1.0
2. La Liga,Liga Manager Forår 2023,Martin Hongla,Valladolid,M,2494000,0.3625,0.3333333333333333,0.389855072463768,0.0
2. La Liga,Liga Manager Forår 2023,Alvaro Aguado,Valladolid,M,2955000,0.3409090909090909,0.4,0.8961352657004831,0.0
2. La Liga,Liga Manager Forår 2023,Joaquín Fernandez,Valladolid,F,3471000,0.2727272727272727,0.4,0.5198067632850242,0.0
2. La Liga,Liga Manager Forår 2023,Sergio Leon,Valladolid,A,5480000,0.2727272727272727,0.4,0.7144927536231883,0.0
2. La Liga,Liga Manager Forår 2023,Darwin Machis,Valladolid,A,4162000,0.2727272727272727,0.4,0.4,0.0
2. La Liga,Liga Manager Forår 2023,Jordi Masip,Valladolid,G,4469000,0.0,0.45,0.8439613526570049,0.0
2. La Liga,Liga Manager Forår 2023,Alvaro Aceves,Valladolid,G,2467000,0.0,0.0,0.0908212560386473,0.0
2. La Liga,Liga Manager Forår 2023,Lucas Rosa,Valladolid,F,2504000,0.0,0.3333333333333333,0.5193236714975845,0.0
2. La Liga,Liga Manager Forår 2023,Kike Rios,Valladolid,F,1955000,0.0,,,0.0
2. La Liga,Liga Manager Forår 2023,Diego Moreno Cledara,Valladolid,F,1955000,0.0,,,0.0
2. La Liga,Liga Manager Forår 2023,Ivan Fresneda,Valladolid,F,1871000,0.0,0.3333333333333333,0.4415458937198068,0.0
2. La Liga,Liga Manager Forår 2023,Selim Amallah,Valladolid,M,3436000,0.0,0.0,0.0908212560386473,0.0
2. La Liga,Liga Manager Forår 2023,Enrique 'Kike' Perez Munoz,Valladolid,M,2460000,0.0,0.4,0.8961352657004831,0.0
2. La Liga,Liga Manager Forår 2023,Anuar,Valladolid,M,2455000,0.0,0.0,0.0391304347826086,0.0
2. La Liga,Liga Manager Forår 2023,Moha Moukhliss,Valladolid,M,1955000,0.0,,,0.0
2. La Liga,Liga Manager Forår 2023,Mickael Malsa,Valladolid,M,1934000,0.0,0.0,0.1429951690821256,0.0
2. La Liga,Liga Manager Forår 2023,Kenedy,Valladolid,M,1890000,0.0,0.1111111111111111,0.2855072463768115,0.0
2. La Liga,Liga Manager Forår 2023,David Torres,Valladolid,A,1975000,0.0,0.1111111111111111,0.1816425120772946,0.0
2. La Liga,Liga Manager Forår 2023,Roberto Arroyo,Valladolid,A,1955000,0.0,0.0,0.0130434782608695,0.0
2. La Liga,Liga Manager Forår 2023,Daniel Parejo,Villarreal,M,4824000,0.95,0.45,0.9091787439613528,0.0
2. La Liga,Liga Manager Forår 2023,Jose 'Pepe' Reina,Villarreal,G,5285000,0.9266666666666666,0.45,0.6357487922705314,0.0
2. La Liga,Liga Manager Forår 2023,Pau Torres,Villarreal,F,4642000,0.9166666666666665,0.4,0.7144927536231883,0.0
2. La Liga,Liga Manager Forår 2023,Samuel Chukwueze,Villarreal,M,4190000,0.9166666666666665,0.45,0.8961352657004831,0.0
2. La Liga,Liga Manager Forår 2023,Etienne Capoue,Villarreal,M,2555000,0.8955555555555554,0.4,0.766183574879227,0.0
2. La Liga,Liga Manager Forår 2023,Juan Foyth,Villarreal,F,3228000,0.8499999999999999,0.4,0.6879227053140096,0.0
2. La Liga,Liga Manager Forår 2023,Raul Albiol,Villarreal,F,4008000,0.8288888888888888,0.4,0.7144927536231883,0.0
2. La Liga,Liga Manager Forår 2023,Jose Luis Morales,Villarreal,A,6402000,0.741111111111111,0.65,0.8961352657004831,10.0
2. La Liga,Liga Manager Forår 2023,Alberto Moreno,Villarreal,F,3057000,0.7061111111111111,0.4,0.5323671497584541,0.0
2. La Liga,Liga Manager Forår 2023,Ramon Terrats,Villarreal,M,2057000,0.6744444444444444,0.1111111111111111,0.3507246376811593,0.0
2. La Liga,Liga Manager Forår 2023,Yeremi Pino,Villarreal,M,4284000,0.6394444444444445,0.45,0.8961352657004831,0.0
2. La Liga,Liga Manager Forår 2023,Alejandro Baena Rodriguez,Villarreal,M,5075000,0.3755555555555556,0.4,0.8053140096618356,0.0
2. La Liga,Liga Manager Forår 2023,Gerard Moreno,Villarreal,A,7143000,0.365,0.4,0.6231884057971013,0.0
2. La Liga,Liga Manager Forår 2023,Alfonso Pedraza,Villarreal,M,4076000,0.2772222222222222,0.0,0.3120772946859903,0.0
2. La Liga,Liga Manager Forår 2023,Johan Mojica,Villarreal,F,2540000,0.2211111111111111,0.4,0.6492753623188405,0.0
2. La Liga,Liga Manager Forår 2023,Kiko Femenia,Villarreal,F,2480000,0.19999999999999998,0.1111111111111111,0.4159420289855072,1.0
2. La Liga,Liga Manager Forår 2023,Aissa Mandi,Villarreal,F,2581000,0.021111111111111112,0.2222222222222222,0.2729468599033816,0.0
2. La Liga,Liga Manager Forår 2023,Manuel Trigueros,Villarreal,M,3508000,0.021111111111111112,0.2222222222222222,0.7140096618357488,0.0
2. La Liga,Liga Manager Forår 2023,Filip Jorgensen,Villarreal,G,4444000,0.0,0.1111111111111111,0.1111111111111111,0.0
2. La Liga,Liga Manager Forår 2023,Iker Alvarez,Villarreal,G,3955000,0.0,,,0.0
2. La Liga,Liga Manager Forår 2023,Jorge Cuenca,Villarreal,F,2501000,0.0,0.3333333333333333,0.3893719806763285,0.0
2. La Liga,Liga Manager Forår 2023,Mamadou Mbacke,Villarreal,F,2017000,0.0,0.0,0.0908212560386473,0.0
2. La Liga,Liga Manager Forår 2023,Carlos Romero,Villarreal,F,1990000,0.0,,,0.0
2. La Liga,Liga Manager Forår 2023,Sergio Carreira,Villarreal,F,1955000,0.0,,,0.0
2. La Liga,Liga Manager Forår 2023,Francis Coquelin,Villarreal,M,2994000,0.0,0.3333333333333333,0.5975845410628019,0.0
2. La Liga,Liga Manager Forår 2023,Giovani Lo Celso,Villarreal,M,2955000,0.0,0.0,0.1043478260869565,0.0
2. La Liga,Liga Manager Forår 2023,Haissem Hassan,Villarreal,M,1987000,0.0,0.0,0.0908212560386473,0.0
2. La Liga,Liga Manager Forår 2023,Carlo Adriano Garcia,Villarreal,M,1955000,0.0,0.0,0.0,0.0
2. La Liga,Liga Manager Forår 2023,Javier Ontiveros,Villarreal,M,1955000,0.0,,,0.0
2. La Liga,Liga Manager Forår 2023,Alberto del Moral,Villarreal,M,1955000,0.0,0.0,0.0130434782608695,0.0
2. La Liga,Liga Manager Forår 2023,Nicolas Jackson,Villarreal,A,4002000,0.0,0.0,0.2603864734299517,0.0
2. La Liga,Liga Manager Forår 2023,Fer Nino,Villarreal,A,2436000,0.0,0.0,0.272463768115942,0.0
2. La Liga,Liga Manager Forår 2023,Diego Collado,Villarreal,A,2014000,0.0,0.0,0.1816425120772946,0.0
2. La Liga,Liga Manager Forår 2023,Jorge Pascual,Villarreal,A,1995000,0.0,,,0.0
3. Bundesliga,Bundes Manager Forår 2023,Rafal Gikiewicz,Augsburg,G,3883000,0.9799999999999999,0.45,0.8318181818181817,0.0
3. Bundesliga,Bundes Manager Forår 2023,Robert Gumny,Augsburg,F,3168000,0.95,0.45,0.8318181818181817,0.0
3. Bundesliga,Bundes Manager Forår 2023,Jeffrey Gouweleeuw,Augsburg,F,2748000,0.95,0.45,0.8727272727272726,0.0
3. Bundesliga,Bundes Manager Forår 2023,Iago,Augsburg,F,2501000,0.95,0.0,0.2909090909090909,0.0
3. Bundesliga,Bundes Manager Forår 2023,Niklas Dorsch,Augsburg,M,3004000,0.95,0.0,0.4545454545454545,0.0
3. Bundesliga,Bundes Manager Forår 2023,Arne Maier,Augsburg,M,2666000,0.95,0.45,0.8318181818181817,0.0
3. Bundesliga,Bundes Manager Forår 2023,Renato Veiga,Augsburg,M,1961000,0.95,0.2857142857142857,0.2857142857142857,0.0
3. Bundesliga,Bundes Manager Forår 2023,Ermedin Demirovic,Augsburg,A,4241000,0.95,0.4,0.7727272727272727,0.0
3. Bundesliga,Bundes Manager Forår 2023,Mergim Berisha,Augsburg,A,3998000,0.95,0.4,0.7045454545454546,0.0
3. Bundesliga,Bundes Manager Forår 2023,Arne Engels,Augsburg,M,2618000,0.855,0.45,0.6818181818181817,0.0
3. Bundesliga,Bundes Manager Forår 2023,Dion Beljo,Augsburg,A,2071000,0.703,0.4,0.6818181818181817,0.0
3. Bundesliga,Bundes Manager Forår 2023,Kelvin Yeboah,Augsburg,A,2138000,0.247,0.65,0.6818181818181817,2.0
3. Bundesliga,Bundes Manager Forår 2023,Maximilian Bauer,Augsburg,F,2539000,0.095,0.0,0.4181818181818181,0.0
3. Bundesliga,Bundes Manager Forår 2023,Tomas Koubek,Augsburg,G,2965000,0.0,0.0,0.0545454545454545,0.0
3. Bundesliga,Bundes Manager Forår 2023,Daniel Klein,Augsburg,G,2465000,0.0,,,0.0
3. Bundesliga,Bundes Manager Forår 2023,Benjamin Leneis,Augsburg,G,2465000,0.0,,,0.0
3. Bundesliga,Bundes Manager Forår 2023,Ohis Felix Uduokhai,Augsburg,F,2707000,0.0,0.45,0.7772727272727271,0.0
3. Bundesliga,Bundes Manager Forår 2023,Mads 'Mini' Pedersen,Augsburg,F,2614000,0.0,0.4,0.6181818181818182,0.0
3. Bundesliga,Bundes Manager Forår 2023,Reece Oxford,Augsburg,F,2465000,0.0,0.0,0.0409090909090909,0.0
3. Bundesliga,Bundes Manager Forår 2023,David Colina,Augsburg,F,2125000,0.0,0.0,0.3409090909090908,0.0
