league,game,player,team,pos_cat,value,starter_prob_GW1,gs%,gp%,StartsIARow
1. Premier League,Premier Manager Forår 2023,Aaron Ramsdale,Arsenal,G,6341000,0.9713,0.5,0.9243636363636364,1.0
1. Premier League,Premier Manager Forår 2023,Gabriel Magalhaes,Arsenal,F,5576000,0.9354999999999999,0.5,0.9243636363636364,1.0
1. Premier League,Premier Manager Forår 2023,William Saliba,Arsenal,F,5096000,0.9354999999999999,0.5,0.9243636363636364,1.0
1. Premier League,Premier Manager Forår 2023,Ben White,Arsenal,F,5064000,0.9354999999999999,0.45,0.9243636363636364,1.0
1. Premier League,Premier Manager Forår 2023,Oleksandr Zinchenko,Arsenal,F,4805000,0.9354999999999999,0.45,0.8403636363636363,1.0
1. Premier League,Premier Manager Forår 2023,Bukayo Saka,Arsenal,M,8526000,0.9354999999999999,0.5,0.9243636363636364,1.0
1. Premier League,Premier Manager Forår 2023,Martin Ødegaard,Arsenal,M,8076000,0.9354999999999999,0.5,0.9123636363636364,1.0
1. Premier League,Premier Manager Forår 2023,Granit Xhaka,Arsenal,M,5476000,0.9354999999999999,0.5,0.9243636363636364,1.0
1. Premier League,Premier Manager Forår 2023,Gabriel Martinelli,Arsenal,A,7696000,0.9,0.45,0.9243636363636364,1.0
1. Premier League,Premier Manager Forår 2023,Thomas Teye Partey,Arsenal,M,4838000,0.8009999999999999,0.4,0.737090909090909,0.0
1. Premier League,Premier Manager Forår 2023,Leandro Trossard,Arsenal,M,5976000,0.8,0.3636363636363636,0.773090909090909,1.0
1. Premier League,Premier Manager Forår 2023,Edward Nketiah,Arsenal,A,5506000,0.3,0.45,0.9003636363636364,0.0
1. Premier League,Premier Manager Forår 2023,Jorginho,Arsenal,M,4696000,0.0475,0.4,0.8367272727272728,1.0
1. Premier League,Premier Manager Forår 2023,Matt Turner,Arsenal,G,4445000,0.0,,,0.0
1. Premier League,Premier Manager Forår 2023,Karl Hein,Arsenal,G,3945000,0.0,,,0.0
1. Premier League,Premier Manager Forår 2023,Takehiro Tomiyasu,Arsenal,F,4223000,0.0,0.0909090909090909,0.6614545454545453,0.0
1. Premier League,Premier Manager Forår 2023,Kieran Tierney,Arsenal,F,4186000,0.0,0.0909090909090909,0.5221818181818182,0.0
1. Premier League,Premier Manager Forår 2023,Rob Holding,Arsenal,F,3086000,0.0,0.0,0.2749090909090909,0.0
1. Premier League,Premier Manager Forår 2023,Jakub Kiwior,Arsenal,F,2970000,0.0,,,0.0
1. Premier League,Premier Manager Forår 2023,Lino Sousa,Arsenal,F,2445000,0.0,,,0.0
1. Premier League,Premier Manager Forår 2023,Fabio Vieira,Arsenal,M,4704000,0.0,0.0,0.6254545454545454,0.0
1. Premier League,Premier Manager Forår 2023,Emile Smith Rowe,Arsenal,M,3529000,0.0,0.0,0.1992727272727272,0.0
1. Premier League,Premier Manager Forår 2023,Mohamed Elneny,Arsenal,M,3021000,0.0,0.0,0.1872727272727272,0.0
1. Premier League,Premier Manager Forår 2023,Ethan Nwaneri,Arsenal,M,2445000,0.0,0.0,0.012,0.0
1. Premier League,Premier Manager Forår 2023,Matthew Smith,Arsenal,M,2445000,0.0,,,0.0
1. Premier League,Premier Manager Forår 2023,Amario Cozier-Duberry,Arsenal,M,1945000,0.0,,,0.0
1. Premier League,Premier Manager Forår 2023,Gabriel Jesus,Arsenal,A,7945000,0.0,0.0,0.168,0.0
1. Premier League,Premier Manager Forår 2023,Reiss Nelson,Arsenal,A,2945000,0.0,0.0,0.024,0.0
1. Premier League,Premier Manager Forår 2023,Emiliano Martinez,Aston Villa,G,4205000,0.9713,0.4,0.7291666666666665,0.0
1. Premier League,Premier Manager Forår 2023,Ezri Konsa Ngoyo,Aston Villa,F,3730000,0.9354999999999999,0.45,0.9097222222222222,0.0
1. Premier League,Premier Manager Forår 2023,Tyrone Mings,Aston Villa,F,3327000,0.9354999999999999,0.45,0.7944444444444444,0.0
1. Premier League,Premier Manager Forår 2023,Douglas Luiz,Aston Villa,M,3436000,0.9354999999999999,0.45,0.8972222222222221,0.0
1. Premier League,Premier Manager Forår 2023,John McGinn,Aston Villa,M,3184000,0.9354999999999999,0.3333333333333333,0.5486111111111112,0.0
1. Premier League,Premier Manager Forår 2023,Boubacar Kamara,Aston Villa,M,2670000,0.9354999999999999,0.45,0.8347222222222223,0.0
1. Premier League,Premier Manager Forår 2023,Ollie Watkins,Aston Villa,A,6044000,0.9354999999999999,0.45,0.8972222222222221,0.0
1. Premier League,Premier Manager Forår 2023,Jacob Ramsey,Aston Villa,M,3593000,0.8879999999999999,0.4,0.6388888888888888,0.0
1. Premier League,Premier Manager Forår 2023,Matthew Cash,Aston Villa,F,3706000,0.8774999999999998,0.2222222222222222,0.7041666666666666,0.0
1. Premier League,Premier Manager Forår 2023,Lucas Digne,Aston Villa,F,3625000,0.8194999999999999,0.4,0.7569444444444444,0.0
1. Premier League,Premier Manager Forår 2023,Emiliano Buendia,Aston Villa,M,4144000,0.6269999999999999,0.45,0.9097222222222222,0.0
1. Premier League,Premier Manager Forår 2023,Leon Bailey,Aston Villa,M,3786000,0.298,0.45,0.8972222222222221,0.0
1. Premier League,Premier Manager Forår 2023,Robin Olsen,Aston Villa,G,3605000,0.0,0.2222222222222222,0.2222222222222222,0.0
1. Premier League,Premier Manager Forår 2023,Jed Steer,Aston Villa,G,2955000,0.0,0.0,0.0,0.0
1. Premier League,Premier Manager Forår 2023,Oliwier Zych,Aston Villa,G,2495000,0.0,,,0.0
1. Premier League,Premier Manager Forår 2023,Viljami Sinisalo,Aston Villa,G,2455000,0.0,,,0.0
1. Premier League,Premier Manager Forår 2023,Filip Marschall,Aston Villa,G,2455000,0.0,,,0.0
1. Premier League,Premier Manager Forår 2023,Alex Moreno,Aston Villa,F,3720000,0.0,0.4,0.7944444444444444,0.0
1. Premier League,Premier Manager Forår 2023,Ashley Young,Aston Villa,F,3176000,0.0,0.45,0.7694444444444444,0.0
1. Premier League,Premier Manager Forår 2023,Diego Carlos,Aston Villa,F,2955000,0.0,0.0,0.0249999999999999,0.0
1. Premier League,Premier Manager Forår 2023,Calum Chambers,Aston Villa,F,2465000,0.0,0.1111111111111111,0.2180555555555555,0.0
1. Premier League,Premier Manager Forår 2023,Sil Swinkels,Aston Villa,F,1985000,0.0,,,0.0
1. Premier League,Premier Manager Forår 2023,Jhon Duran,Aston Villa,F,1950000,0.0,0.0,0.2708333333333332,0.0
1. Premier League,Premier Manager Forår 2023,Philippe Coutinho,Aston Villa,M,4709000,0.0,0.1111111111111111,0.8722222222222222,0.0
1. Premier League,Premier Manager Forår 2023,Bertrand Traore,Aston Villa,M,2980000,0.0,0.0,0.0,0.0
1. Premier League,Premier Manager Forår 2023,Leander Dendoncker,Aston Villa,M,2974000,0.0,0.0,0.6013888888888889,0.0
1. Premier League,Premier Manager Forår 2023,Jaden Philogene-Bidace,Aston Villa,M,1955000,0.0,0.0,0.0,0.0
1. Premier League,Premier Manager Forår 2023,Kadan Young,Aston Villa,M,1955000,0.0,,,0.0
1. Premier League,Premier Manager Forår 2023,Neto,Bournemouth,G,3655000,0.9713,0.4,0.5513888888888889,0.0
1. Premier League,Premier Manager Forår 2023,Jordan Zemura,Bournemouth,F,3016000,0.9354999999999999,0.4,0.6791666666666666,0.0
1. Premier League,Premier Manager Forår 2023,Marcos Senesi,Bournemouth,F,2576000,0.9354999999999999,0.45,0.7819444444444444,0.0
1. Premier League,Premier Manager Forår 2023,Adam Smith,Bournemouth,F,2397000,0.9354999999999999,0.45,0.8194444444444444,0.0
1. Premier League,Premier Manager Forår 2023,Philip Billing,Bournemouth,M,3407000,0.9354999999999999,0.45,0.8194444444444444,0.0
1. Premier League,Premier Manager Forår 2023,Jefferson Lerma,Bournemouth,M,2558000,0.9354999999999999,0.45,0.9097222222222222,0.0
1. Premier League,Premier Manager Forår 2023,Jack Stephens,Bournemouth,F,2045000,0.9064999999999999,0.3333333333333333,0.3333333333333333,0.0
1. Premier League,Premier Manager Forår 2023,Hamed Junior Traore,Bournemouth,M,3508000,0.9064999999999999,0.45,0.7972222222222223,0.0
1. Premier League,Premier Manager Forår 2023,Dango Ouattara,Bournemouth,M,3144000,0.9064999999999999,0.45,0.8972222222222221,0.0
1. Premier League,Premier Manager Forår 2023,Dominic Solanke,Bournemouth,A,4511000,0.9064999999999999,0.4,0.6138888888888889,0.0
1. Premier League,Premier Manager Forår 2023,Jaidon Anthony,Bournemouth,A,3109000,0.475,0.4,0.8472222222222222,0.0
1. Premier League,Premier Manager Forår 2023,Chris Mepham,Bournemouth,F,1832000,0.40249999999999997,0.3333333333333333,0.6263888888888889,0.0
1. Premier League,Premier Manager Forår 2023,Mark Travers,Bournemouth,G,3430000,0.0,0.3333333333333333,0.3708333333333332,0.0
1. Premier League,Premier Manager Forår 2023,Darren Randolph,Bournemouth,G,2955000,0.0,,,0.0
1. Premier League,Premier Manager Forår 2023,Cameron Plain,Bournemouth,G,2455000,0.0,,,0.0
1. Premier League,Premier Manager Forår 2023,Illia Zabarnyi,Bournemouth,F,2480000,0.0,,,0.0
1. Premier League,Premier Manager Forår 2023,Ryan Fredericks,Bournemouth,F,2469000,0.0,0.0,0.1902777777777777,0.0
1. Premier League,Premier Manager Forår 2023,Lloyd Kelly,Bournemouth,F,2340000,0.0,0.4,0.5138888888888888,0.0
1. Premier League,Premier Manager Forår 2023,Matias Vina,Bournemouth,F,2016000,0.0,0.0,0.2180555555555555,0.0
1. Premier League,Premier Manager Forår 2023,Maxwell Kinsey-Wellings,Bournemouth,F,1980000,0.0,,,0.0
1. Premier League,Premier Manager Forår 2023,Ben Greenwood,Bournemouth,F,1980000,0.0,,,0.0
1. Premier League,Premier Manager Forår 2023,Owen Bevan,Bournemouth,F,1955000,0.0,0.0,0.0124999999999999,0.0
1. Premier League,Premier Manager Forår 2023,Jack Stacey,Bournemouth,F,1886000,0.0,0.2222222222222222,0.3458333333333332,0.0
1. Premier League,Premier Manager Forår 2023,Marcus Tavernier,Bournemouth,M,3219000,0.0,0.1111111111111111,0.3680555555555556,0.0
1. Premier League,Premier Manager Forår 2023,Ryan Christie,Bournemouth,M,2419000,0.0,0.3333333333333333,0.7041666666666666,0.0
1. Premier League,Premier Manager Forår 2023,Lewis Cook,Bournemouth,M,2377000,0.0,0.4,0.5486111111111112,0.0
1. Premier League,Premier Manager Forår 2023,Joe Rothwell,Bournemouth,M,2008000,0.0,0.1111111111111111,0.5666666666666665,0.0
1. Premier League,Premier Manager Forår 2023,Dominic Sadi,Bournemouth,M,1970000,0.0,,,0.0
1. Premier League,Premier Manager Forår 2023,Junior Stanislas,Bournemouth,M,1955000,0.0,0.0,0.0499999999999999,0.0
1. Premier League,Premier Manager Forår 2023,David Brooks,Bournemouth,M,1955000,0.0,,,0.0
1. Premier League,Premier Manager Forår 2023,Antoine Semenyo,Bournemouth,A,3033000,0.0,0.1111111111111111,0.2708333333333332,0.0
1. Premier League,Premier Manager Forår 2023,Kieffer Moore,Bournemouth,A,2896000,0.0,0.4,0.6388888888888888,0.0
1. Premier League,Premier Manager Forår 2023,Euan Pollock,Bournemouth,A,1980000,0.0,,,0.0
1. Premier League,Premier Manager Forår 2023,Daniel Adu-Adjei,Bournemouth,A,1970000,0.0,,,0.0
1. Premier League,Premier Manager Forår 2023,Michael DaCosta Gonzalez,Bournemouth,A,1970000,0.0,,,0.0
1. Premier League,Premier Manager Forår 2023,David Raya,Brentford,G,4741000,0.9703333333333333,0.95,1.0,38.0
1. Premier League,Premier Manager Forår 2023,Ben Mee,Brentford,F,3671000,0.9338888888888889,0.95,0.9869565217391304,11.0
1. Premier League,Premier Manager Forår 2023,Rico Henry,Brentford,F,3429000,0.9338888888888889,0.85,0.8994565217391304,4.0
1. Premier League,Premier Manager Forår 2023,Ethan Pinnock,Brentford,F,3006000,0.9338888888888889,0.95,0.95,15.0
1. Premier League,Premier Manager Forår 2023,Bryan Mbeumo,Brentford,M,4706000,0.9338888888888889,0.95,1.0,37.0
1. Premier League,Premier Manager Forår 2023,Christian Nørgaard,Brentford,M,3886000,0.9338888888888889,0.95,0.95,8.0
1. Premier League,Premier Manager Forår 2023,Mathias Jensen,Brentford,M,3134000,0.9338888888888889,0.95,1.0,26.0
1. Premier League,Premier Manager Forår 2023,Ivan Toney,Brentford,A,6842000,0.9338888888888889,0.85,0.8864130434782608,5.0
1. Premier League,Premier Manager Forår 2023,Yoane Wissa,Brentford,M,4468000,0.8372222222222222,0.4,1.0,1.0
1. Premier League,Premier Manager Forår 2023,Aaron Hickey,Brentford,F,2586000,0.643888888888889,0.25,0.3184782608695652,1.0
1. Premier League,Premier Manager Forår 2023,Josh Dasilva,Brentford,M,3476000,0.643888888888889,0.4,1.0,1.0
1. Premier League,Premier Manager Forår 2023,Mads Roerslev,Brentford,F,2837000,0.29,0.4,0.7951086956521738,0.0
1. Premier League,Premier Manager Forår 2023,Vitaly Janelt,Brentford,M,3069000,0.1933333333333333,0.4,1.0,0.0
1. Premier League,Premier Manager Forår 2023,Thomas Strakosha,Brentford,G,3460000,0.0,,,0.0
1. Premier League,Premier Manager Forår 2023,Matthew Cox,Brentford,G,2960000,0.0,,,0.0
1. Premier League,Premier Manager Forår 2023,Mathias Zanka Jørgensen,Brentford,F,2731000,0.0,0.375,0.6070652173913044,0.0
1. Premier League,Premier Manager Forår 2023,Kristoffer Ajer,Brentford,F,2653000,0.0,0.375,0.379891304347826,0.0
1. Premier League,Premier Manager Forår 2023,Pontus Jansson,Brentford,F,2507000,0.0,0.0,0.1788043478260869,0.0
1. Premier League,Premier Manager Forår 2023,Dominic Thompson,Brentford,F,1960000,0.0,0.0,0.0,0.0
1. Premier League,Premier Manager Forår 2023,Julian Jeanvier,Brentford,F,1960000,0.0,,,0.0
1. Premier League,Premier Manager Forår 2023,Tristan Crama,Brentford,F,1960000,0.0,,,0.0
1. Premier League,Premier Manager Forår 2023,Daniel Oyegoke,Brentford,F,1960000,0.0,,,0.0
1. Premier League,Premier Manager Forår 2023,Finley Stevens,Brentford,F,1960000,0.0,0.0,0.0,0.0
1. Premier League,Premier Manager Forår 2023,Lewis Gordon,Brentford,F,1960000,0.0,,,0.0
1. Premier League,Premier Manager Forår 2023,Mikkel Damsgaard,Brentford,M,3553000,0.0,0.0,0.4190217391304347,0.0
1. Premier League,Premier Manager Forår 2023,Frank Onyeka,Brentford,M,2460000,0.0,0.0,0.1565217391304347,0.0
1. Premier League,Premier Manager Forår 2023,Shandon Baptiste,Brentford,M,1987000,0.0,0.0,0.2570652173913043,0.0
1. Premier League,Premier Manager Forår 2023,Ryan Trevitt,Brentford,M,1960000,0.0,,,0.0
1. Premier League,Premier Manager Forår 2023,Maxwell Haygarth,Brentford,M,1960000,0.0,,,0.0
1. Premier League,Premier Manager Forår 2023,Yegor Yarmolyuk,Brentford,M,1960000,0.0,,,0.0
1. Premier League,Premier Manager Forår 2023,Kevin Schade,Brentford,A,3075000,0.0,0.0,0.5065217391304347,0.0
1. Premier League,Premier Manager Forår 2023,Keane Lewis-Potter,Brentford,A,3071000,0.0,0.0,0.3929347826086956,0.0
1. Premier League,Premier Manager Forår 2023,Saman Ghoddos,Brentford,A,2563000,0.0,0.0,0.379891304347826,0.0
1. Premier League,Premier Manager Forår 2023,Robert Sanchez,Brighton and Hove,G,4516000,0.9713,0.95,1.0,48.0
1. Premier League,Premier Manager Forår 2023,Lewis Dunk,Brighton and Hove,F,3276000,0.9354999999999999,0.95,1.0,35.0
1. Premier League,Premier Manager Forår 2023,Pascal Gross,Brighton and Hove,M,4436000,0.9354999999999999,0.95,1.0,25.0
1. Premier League,Premier Manager Forår 2023,Alexis Mac Allister,Brighton and Hove,M,3625000,0.9354999999999999,0.65,0.696590909090909,2.0
1. Premier League,Premier Manager Forår 2023,Kaoru Mitoma,Brighton and Hove,M,3404000,0.9354999999999999,0.95,0.95,8.0
1. Premier League,Premier Manager Forår 2023,Moises Caicedo,Brighton and Hove,M,2771000,0.9354999999999999,0.65,0.8988636363636363,2.0
1. Premier League,Premier Manager Forår 2023,Joël Veltman,Brighton and Hove,F,3309000,0.9064999999999999,0.65,0.8852272727272726,3.0
1. Premier League,Premier Manager Forår 2023,Adam Webster,Brighton and Hove,F,3040000,0.9064999999999999,0.65,0.65,2.0
1. Premier League,Premier Manager Forår 2023,Solomon 'Solly' March,Brighton and Hove,M,3644000,0.8964999999999999,0.95,1.0,26.0
1. Premier League,Premier Manager Forår 2023,Pervis Estupinan,Brighton and Hove,F,3504000,0.8589999999999999,0.95,0.959090909090909,11.0
1. Premier League,Premier Manager Forår 2023,Evan Ferguson,Brighton and Hove,A,2743000,0.8484999999999998,0.375,0.7079545454545454,1.0
1. Premier League,Premier Manager Forår 2023,Tariq Lamptey,Brighton and Hove,F,2668000,0.0475,0.25,0.959090909090909,0.0
1. Premier League,Premier Manager Forår 2023,Jason Steele,Brighton and Hove,G,3460000,0.0,0.0,0.0,0.0
1. Premier League,Premier Manager Forår 2023,Thomas McGill,Brighton and Hove,G,3460000,0.0,,,0.0
1. Premier League,Premier Manager Forår 2023,Levi Colwill,Brighton and Hove,F,2200000,0.0,0.4,0.4454545454545454,0.0
1. Premier League,Premier Manager Forår 2023,Odeluga Offiah,Brighton and Hove,F,1985000,0.0,,,0.0
1. Premier League,Premier Manager Forår 2023,Jan Paul van Hecke,Brighton and Hove,F,1971000,0.0,0.125,0.125,0.0
1. Premier League,Premier Manager Forår 2023,Ed Turns,Brighton and Hove,F,1960000,0.0,,,0.0
1. Premier League,Premier Manager Forår 2023,Adam Lallana,Brighton and Hove,M,2773000,0.0,0.4,0.6556818181818181,0.0
1. Premier League,Premier Manager Forår 2023,Yasin Ayari,Brighton and Hove,M,2495000,0.0,,,0.0
1. Premier League,Premier Manager Forår 2023,Jeremy Sarmiento,Brighton and Hove,M,2229000,0.0,0.125,0.5329545454545455,0.0
1. Premier League,Premier Manager Forår 2023,Facundo Buonanotte,Brighton and Hove,M,2011000,0.0,0.0,0.2022727272727272,0.0
1. Premier League,Premier Manager Forår 2023,Billy Gilmour,Brighton and Hove,M,1999000,0.0,0.25,0.3579545454545454,0.0
1. Premier League,Premier Manager Forår 2023,Andrew Moran,Brighton and Hove,M,1999000,0.0,0.0,0.1011363636363636,0.0
1. Premier League,Premier Manager Forår 2023,Jack Hinshelwood,Brighton and Hove,M,1965000,0.0,,,0.0
1. Premier League,Premier Manager Forår 2023,Jakub Moder,Brighton and Hove,M,1960000,0.0,0.0,0.0,0.0
1. Premier League,Premier Manager Forår 2023,Danny Welbeck,Brighton and Hove,A,4200000,0.0,0.25,0.4806818181818181,0.0
1. Premier League,Premier Manager Forår 2023,Deniz Undav,Brighton and Hove,A,2523000,0.0,0.25,0.4125,0.0
1. Premier League,Premier Manager Forår 2023,Julio Enciso,Brighton and Hove,A,2073000,0.0,0.0,0.3306818181818181,0.0
1. Premier League,Premier Manager Forår 2023,Kepa Arrizabalaga,Chelsea,G,4971000,0.9713,0.45,0.8175,0.0
1. Premier League,Premier Manager Forår 2023,Reece James,Chelsea,F,4594000,0.9064999999999999,0.3,0.3349999999999999,0.0
1. Premier League,Premier Manager Forår 2023,Enzo Fernandez,Chelsea,M,4536000,0.9064999999999999,0.3,0.3,0.0
1. Premier League,Premier Manager Forår 2023,Joao Felix,Chelsea,A,6088000,0.9064999999999999,0.4,0.5625,0.0
1. Premier League,Premier Manager Forår 2023,Ben Chilwell,Chelsea,F,3944000,0.8774999999999998,0.1,0.36,0.0
1. Premier League,Premier Manager Forår 2023,Kai Havertz,Chelsea,M,7004000,0.8774999999999998,0.45,0.905,0.0
1. Premier League,Premier Manager Forår 2023,Benoit Badiashile,Chelsea,F,4184000,0.8299999999999998,0.4,0.5499999999999999,0.0
1. Premier League,Premier Manager Forår 2023,Raheem Sterling,Chelsea,A,8213000,0.7429999999999999,0.3,0.5625,0.0
1. Premier League,Premier Manager Forår 2023,Mykhailo Mudryk,Chelsea,M,4512000,0.627,0.2,0.3299999999999999,0.0
1. Premier League,Premier Manager Forår 2023,Wesley Fofana,Chelsea,F,2418000,0.6269999999999999,0.0,0.1325,0.0
1. Premier League,Premier Manager Forår 2023,Mateo Kovacic,Chelsea,M,3405000,0.475,0.3,0.5499999999999999,0.0
1. Premier League,Premier Manager Forår 2023,Kalidou Koulibaly,Chelsea,F,4178000,0.298,0.4,0.6074999999999999,0.0
1. Premier League,Premier Manager Forår 2023,Denis Zakaria,Chelsea,M,3501000,0.2205,0.4,0.4,0.0
1. Premier League,Premier Manager Forår 2023,Hakim Ziyech,Chelsea,M,4590000,0.11599999999999999,0.4,0.6399999999999999,0.0
1. Premier League,Premier Manager Forår 2023,Ruben Loftus-Cheek,Chelsea,M,3458000,0.095,0.1,0.2575,0.0
1. Premier League,Premier Manager Forår 2023,Mason Mount,Chelsea,M,6703000,0.0475,0.4,0.835,0.0
1. Premier League,Premier Manager Forår 2023,Noni Madueke,Chelsea,M,3515000,0.0475,0.2,0.2474999999999999,0.0
1. Premier League,Premier Manager Forår 2023,Edouard Mendy,Chelsea,G,4950000,0.0,0.0,0.1124999999999999,0.0
1. Premier League,Premier Manager Forår 2023,Marcus Bettinelli,Chelsea,G,3950000,0.0,,,0.0
1. Premier League,Premier Manager Forår 2023,Cesar Azpilicueta,Chelsea,F,4006000,0.0,0.4,0.7975,0.0
1. Premier League,Premier Manager Forår 2023,Thiago Silva,Chelsea,F,3803000,0.0,0.45,0.8099999999999999,0.0
1. Premier League,Premier Manager Forår 2023,Marc Cucurella,Chelsea,F,3705000,0.0,0.4,0.74,0.0
1. Premier League,Premier Manager Forår 2023,Trevoh Chalobah,Chelsea,F,3589000,0.0,0.3,0.5125,0.0
1. Premier League,Premier Manager Forår 2023,Bashir Humphreys,Chelsea,F,1950000,0.0,,,0.0
1. Premier League,Premier Manager Forår 2023,Christian Pulisic,Chelsea,M,5023000,0.0,0.3,0.4099999999999999,0.0
1. Premier League,Premier Manager Forår 2023,Conor Gallagher,Chelsea,M,4033000,0.0,0.3,0.8925000000000001,0.0
1. Premier League,Premier Manager Forår 2023,N'Golo Kante,Chelsea,M,3950000,0.0,,,0.0
1. Premier League,Premier Manager Forår 2023,Carney Chukwuemeka,Chelsea,M,2497000,0.0,0.1,0.4499999999999999,0.0
1. Premier League,Premier Manager Forår 2023,Lewis Hall,Chelsea,M,2492000,0.0,0.3,0.3424999999999999,0.0
1. Premier League,Premier Manager Forår 2023,Andrey Santos,Chelsea,M,2465000,0.0,,,0.0
1. Premier League,Premier Manager Forår 2023,Omari Hutchinson,Chelsea,M,1937000,0.0,0.0,0.0824999999999999,0.0
1. Premier League,Premier Manager Forår 2023,Pierre-Emerick Aubameyang,Chelsea,A,5564000,0.0,0.0,0.5,0.0
1. Premier League,Premier Manager Forår 2023,David Datro Fofana,Chelsea,A,2976000,0.0,0.1,0.1649999999999999,0.0
1. Premier League,Premier Manager Forår 2023,Armando Broja,Chelsea,A,2950000,0.0,0.0,0.15,0.0
1. Premier League,Premier Manager Forår 2023,Vicente Guaita,Crystal Palace,G,4446000,0.9713,0.45,0.9175,0.0
1. Premier League,Premier Manager Forår 2023,Joachim Andersen,Crystal Palace,F,3038000,0.9354999999999999,0.4,0.575,0.0
1. Premier League,Premier Manager Forår 2023,Marc Guehi,Crystal Palace,F,2683000,0.9354999999999999,0.45,0.835,0.0
1. Premier League,Premier Manager Forår 2023,Michael Olise,Crystal Palace,M,3859000,0.9354999999999999,0.45,0.905,0.0
1. Premier League,Premier Manager Forår 2023,Cheick Doucoure,Crystal Palace,M,2516000,0.9354999999999999,0.45,0.8925000000000001,0.0
1. Premier League,Premier Manager Forår 2023,Nathaniel Clyne,Crystal Palace,F,2582000,0.9064999999999999,0.45,0.8425,0.0
1. Premier League,Premier Manager Forår 2023,Tyrick Mitchell,Crystal Palace,F,2528000,0.9064999999999999,0.4,0.7525,0.0
1. Premier League,Premier Manager Forår 2023,Jordan Ayew,Crystal Palace,A,3159000,0.9064999999999999,0.45,0.9175,0.0
1. Premier League,Premier Manager Forår 2023,Albert Sambi Lokonga,Crystal Palace,M,2995000,0.8774999999999998,0.1,0.3224999999999999,0.0
1. Premier League,Premier Manager Forår 2023,Jean-Philippe Mateta,Crystal Palace,A,3571000,0.7719999999999999,0.3,0.7975,0.0
1. Premier League,Premier Manager Forår 2023,Wilfried Zaha,Crystal Palace,A,5480000,0.6269999999999999,0.4,0.6575,0.0
1. Premier League,Premier Manager Forår 2023,Jeff Schlupp,Crystal Palace,A,3135000,0.32699999999999996,0.45,0.9175,0.0
1. Premier League,Premier Manager Forår 2023,Sam Johnstone,Crystal Palace,G,3450000,0.0,,,0.0
1. Premier League,Premier Manager Forår 2023,Joe Whitworth,Crystal Palace,G,2950000,0.0,,,0.0
1. Premier League,Premier Manager Forår 2023,Owen Goodman,Crystal Palace,G,2950000,0.0,,,0.0
1. Premier League,Premier Manager Forår 2023,Joel Ward,Crystal Palace,F,2560000,0.0,0.3,0.48,0.0
1. Premier League,Premier Manager Forår 2023,James Tomkins,Crystal Palace,F,2087000,0.0,0.2,0.2599999999999999,0.0
1. Premier League,Premier Manager Forår 2023,Chris Richards,Crystal Palace,F,2007000,0.0,0.3,0.4499999999999999,0.0
1. Premier League,Premier Manager Forår 2023,Nathan Ferguson,Crystal Palace,F,1950000,0.0,0.0,0.0,0.0
1. Premier League,Premier Manager Forår 2023,Omotayo Adaramola,Crystal Palace,F,1950000,0.0,,,0.0
1. Premier League,Premier Manager Forår 2023,Reece Hannam,Crystal Palace,F,1950000,0.0,,,0.0
1. Premier League,Premier Manager Forår 2023,Kaden Rodney,Crystal Palace,F,1950000,0.0,,,0.0
1. Premier League,Premier Manager Forår 2023,Kofi Balmer,Crystal Palace,F,1950000,0.0,,,0.0
1. Premier League,Premier Manager Forår 2023,Eberechi Eze,Crystal Palace,M,3844000,0.0,0.4,0.9175,0.0
1. Premier League,Premier Manager Forår 2023,Naouirou Ahamada,Crystal Palace,M,3003000,0.0,0.2,0.6,0.0
1. Premier League,Premier Manager Forår 2023,David Ozoh,Crystal Palace,M,1972000,0.0,0.0,0.0824999999999999,0.0
1. Premier League,Premier Manager Forår 2023,Luka Milivojevic,Crystal Palace,M,1964000,0.0,0.0,0.2774999999999999,0.0
1. Premier League,Premier Manager Forår 2023,James McArthur,Crystal Palace,M,1950000,0.0,0.0,0.0,0.0
1. Premier League,Premier Manager Forår 2023,Jack Wells-Morrison,Crystal Palace,M,1950000,0.0,,,0.0
1. Premier League,Premier Manager Forår 2023,Jairo Riedewald,Crystal Palace,M,1937000,0.0,0.0,0.12,0.0
1. Premier League,Premier Manager Forår 2023,Will Hughes,Crystal Palace,M,1912000,0.0,0.3,0.7599999999999999,0.0
1. Premier League,Premier Manager Forår 2023,Odsonne Edouard,Crystal Palace,A,3561000,0.0,0.3,0.8225,0.0
1. Premier League,Premier Manager Forår 2023,John-Kymani Gordon,Crystal Palace,A,1950000,0.0,,,0.0
1. Premier League,Premier Manager Forår 2023,Jordan Pickford,Everton,G,4113000,0.9703333333333333,0.45,0.906,1.0
1. Premier League,Premier Manager Forår 2023,James Tarkowski,Everton,F,2643000,0.9338888888888889,0.85,0.918,25.0
1. Premier League,Premier Manager Forår 2023,Vitaliy Mykolenko,Everton,F,2478000,0.9338888888888889,0.45,0.918,1.0
1. Premier League,Premier Manager Forår 2023,Idrissa Gana Gueye,Everton,M,2472000,0.9338888888888889,0.45,0.858,1.0
1. Premier League,Premier Manager Forår 2023,Abdoulaye Doucoure,Everton,M,2382000,0.9338888888888889,0.4,0.6579999999999999,1.0
1. Premier League,Premier Manager Forår 2023,Alexander Iwobi,Everton,A,3476000,0.9338888888888889,0.45,0.918,1.0
