team,player,pos,value [m],StartsIARow,gs%,gp%,sp_GW1,sp_GW2,sp_GW3,xGS,game
Nottingham Forest,Morgan Gibbs-White,M,2.9,0.0,0.88,0.92,0.9,0.77,0.77,10.1,PL
Nottingham Forest,Chris Wood,A,4.0,0.0,0.29,0.92,0.8,0.68,0.68,9.01,PL
Nottingham Forest,Brennan Johnson,A,4.2,0.0,0.88,0.96,0.9,0.77,0.77,10.1,PL
Southampton,Gavin Bazunu,G,3.7,0.0,0.96,0.96,0.97,0.97,0.97,12.63,PL
Southampton,Jan Bednarek,F,2.0,0.0,0.25,0.33,0.85,0.69,0.69,9.18,PL
Southampton,Romain Perraud,F,2.4,0.0,0.62,0.88,0.94,0.77,0.77,10.23,PL
Southampton,Armel Bella Kotchap,F,2.5,0.0,0.58,0.58,0.85,0.69,0.69,9.18,PL
Southampton,Romeo Lavia,M,1.9,0.0,0.5,0.58,0.88,0.73,0.73,9.69,PL
Southampton,Ainsley Maitland-Niles,M,2.0,0.0,0.29,0.5,0.67,0.57,0.57,7.54,PL
Southampton,Stuart Armstrong,M,2.4,0.0,0.33,0.79,0.85,0.63,0.63,8.38,PL
Southampton,James Ward-Prowse,M,4.6,0.0,0.96,0.96,0.82,0.71,0.71,9.32,PL
Southampton,Mohamed Elyounoussi,A,2.5,0.0,0.75,0.88,0.85,0.71,0.71,9.42,PL
Southampton,Kamaldeen Sulemana,A,3.0,0.0,0.17,0.71,0.85,0.66,0.66,8.78,PL
Southampton,Paul Onuachu,A,4.0,0.0,0.08,0.12,0.88,0.88,0.88,11.41,PL
Tottenham,Fraser Forster,G,4.8,0.0,0.12,0.12,0.97,0.97,0.97,12.63,PL
Tottenham,Clement Lenglet,F,3.3,0.0,0.48,0.56,0.67,0.59,0.59,7.78,PL
Tottenham,Cristian Romero,F,3.8,0.0,0.56,0.6,0.94,0.77,0.77,10.23,PL
Tottenham,Emerson Royal,F,4.3,0.0,0.6,0.76,0.79,0.67,0.67,8.88,PL
Tottenham,Ben T. Davies,F,4.4,0.0,0.68,0.84,0.91,0.75,0.75,9.96,PL
Tottenham,Eric Dier,F,4.5,0.0,0.88,0.92,0.94,0.79,0.79,10.41,PL
Tottenham,Oliver Skipp,M,2.8,0.0,0.16,0.36,0.91,0.69,0.69,9.24,PL
Tottenham,Pierre-Emile Højbjerg,M,5.4,0.0,0.92,0.92,0.94,0.79,0.79,10.41,PL
Tottenham,Dejan Kulusevski,M,6.8,0.0,0.56,0.64,0.88,0.73,0.73,9.69,PL
Tottenham,Heung-Min Son,A,8.5,0.0,0.8,0.88,0.58,0.54,0.54,7.07,PL
Tottenham,Harry Kane,A,10.7,0.0,0.96,0.96,0.94,0.79,0.79,10.41,PL
West Ham,Alphonse Areola,G,3.5,0.0,0.0,0.08,0.7,0.7,0.0,1.39,PL
West Ham,Angelo Ogbonna,F,2.2,0.0,0.25,0.33,0.91,0.75,0.0,9.21,PL
West Ham,Ben Johnson,F,2.6,0.0,0.25,0.46,0.91,0.63,0.0,7.89,PL
West Ham,Aaron Cresswell,F,3.0,0.0,0.71,0.75,0.67,0.57,0.0,6.97,PL
West Ham,Nayef Aguerd,F,3.2,0.0,0.25,0.29,0.91,0.75,0.0,9.21,PL
West Ham,Declan Rice,M,3.7,0.0,0.96,0.96,0.94,0.79,0.0,9.62,PL
West Ham,Tomas Soucek,M,4.1,0.0,0.79,0.96,0.91,0.75,0.0,9.21,PL
West Ham,Lucas Paqueta,M,4.4,0.0,0.67,0.71,0.91,0.77,0.0,9.37,PL
West Ham,Said Benrahma,A,3.9,0.0,0.5,0.88,0.94,0.77,0.0,9.46,PL
West Ham,Jarrod Bowen,A,5.5,0.0,0.96,0.96,0.94,0.79,0.0,9.62,PL
West Ham,Danny Ings,A,5.6,0.0,0.33,0.92,0.94,0.65,0.0,8.14,PL
Wolverhampton,Jose Sa,G,3.9,1.0,0.96,0.96,0.97,0.97,0.97,12.63,PL
Wolverhampton,Nelson Semedo,F,2.7,1.0,0.68,0.88,0.94,0.79,0.79,10.41,PL
Wolverhampton,Rayan Ait-Nouri,F,2.8,0.0,0.36,0.76,0.94,0.71,0.71,9.51,PL
Wolverhampton,Max Kilman,F,3.2,1.0,0.96,0.96,0.94,0.79,0.79,10.41,PL
Wolverhampton,Craig Dawson,F,3.3,1.0,0.48,0.48,0.94,0.77,0.77,10.23,PL
Wolverhampton,Mario Lemina,M,2.5,1.0,0.6,0.76,0.91,0.75,0.75,9.96,PL
Wolverhampton,Joao Moutinho,M,2.8,1.0,0.72,0.88,0.58,0.53,0.53,6.89,PL
Wolverhampton,Matheus Nunes,M,3.2,1.0,0.76,0.84,0.91,0.77,0.77,10.14,PL
Wolverhampton,Ruben Neves,M,3.8,1.0,0.92,0.92,0.94,0.79,0.79,10.41,PL
Wolverhampton,Pablo Sarabia,M,4.2,1.0,0.28,0.76,0.91,0.75,0.75,9.96,PL
Wolverhampton,Raul Jimenez,A,4.1,1.0,0.16,0.36,0.67,0.53,0.53,7.06,PL
AC Milan,Mike Maignan,G,5.6,0.0,0.29,0.29,0.96,0.96,0.96,13.37,SA
AC Milan,Malick Thiaw,F,2.7,0.0,0.29,0.42,0.9,0.7,0.7,9.99,SA
AC Milan,Davide Calabria,F,4.7,0.0,0.54,0.58,0.78,0.67,0.67,9.45,SA
AC Milan,Pierre Kalulu,F,4.9,0.0,0.75,0.96,0.9,0.77,0.77,10.88,SA
AC Milan,Fikayo Tomori,F,5.2,0.0,0.79,0.83,0.82,0.7,0.7,9.89,SA
AC Milan,Theo Hernandez,F,5.8,0.0,0.83,0.83,0.93,0.79,0.79,11.19,SA
AC Milan,Charles De Ketelaere,M,4.1,0.0,0.25,0.79,0.78,0.58,0.58,8.32,SA
AC Milan,Ismael Bennacer,M,4.5,0.0,0.67,0.79,0.83,0.7,0.7,9.92,SA
AC Milan,Sandro Tonali,M,4.9,0.0,0.75,0.83,0.93,0.79,0.79,11.19,SA
AC Milan,Ante Rebic,A,5.5,0.0,0.21,0.58,0.9,0.67,0.67,9.55,SA
AC Milan,Olivier Giroud,A,7.0,0.0,0.67,0.88,0.84,0.72,0.72,10.25,SA
Atalanta,Juan Musso,G,4.9,0.0,0.71,0.71,0.96,0.96,0.96,13.37,SA
Atalanta,Berat Djimsiti,F,3.7,0.0,,,0.89,0.89,0.89,12.42,SA
Atalanta,Jose Luis Palomino,F,3.7,0.0,0.21,0.29,0.61,0.55,0.55,7.75,SA
Atalanta,Rafael Toloi,F,4.4,0.0,0.75,0.75,0.93,0.79,0.79,11.19,SA
Atalanta,Davide Zappacosta,F,4.5,0.0,0.21,0.29,0.84,0.69,0.69,9.79,SA
Atalanta,Joakim Mæhle,F,4.9,0.0,0.54,0.83,0.9,0.75,0.75,10.68,SA
Atalanta,Jeremie Boga,M,3.7,0.0,0.17,0.54,0.57,0.52,0.52,7.29,SA
Atalanta,Marten de Roon,M,3.7,0.0,0.79,0.83,0.93,0.79,0.79,11.19,SA
Atalanta,Teun Koopmeiners,M,5.6,0.0,0.88,0.92,0.93,0.79,0.79,11.19,SA
Atalanta,Rasmus Højlund,A,5.0,0.0,0.46,0.79,0.93,0.79,0.79,11.19,SA
Atalanta,Ademola Lookman,A,7.5,0.0,0.71,0.92,0.93,0.79,0.79,11.19,SA
Bologna,Lukasz Skorupski,G,4.6,0.0,0.96,0.96,0.96,0.96,0.96,13.37,SA
Bologna,Adama Soumaoro,F,2.6,0.0,0.58,0.62,0.7,0.61,0.61,8.66,SA
Bologna,Jhon Lucumi,F,2.8,0.0,0.79,0.79,0.93,0.79,0.79,11.19,SA
Bologna,Andrea Cambiaso,F,2.8,0.0,0.62,0.88,0.84,0.71,0.71,10.05,SA
Bologna,Stefan Posch,F,3.9,0.0,0.71,0.71,0.93,0.79,0.79,11.19,SA
Bologna,Jerdy Schouten,M,2.3,0.0,0.62,0.79,0.84,0.71,0.71,10.05,SA
Bologna,Nicolas Dominguez,M,3.1,0.0,0.71,0.83,0.9,0.75,0.75,10.68,SA
Bologna,Roberto Soriano,M,3.9,0.0,0.5,0.88,0.86,0.72,0.72,10.21,SA
Bologna,Lewis Ferguson,M,4.2,0.0,0.58,0.71,0.92,0.78,0.78,11.03,SA
Bologna,Musa Barrow,A,3.8,0.0,0.46,0.71,0.6,0.48,0.48,6.88,SA
Bologna,Riccardo Orsolini,A,4.5,0.0,0.58,0.83,0.93,0.79,0.79,11.19,SA
Cremonese,Marco Carnesecchi,G,3.1,15.0,0.62,0.62,0.96,0.96,0.96,13.37,SA
Cremonese,Vlad Chiriches,F,1.8,0.0,0.38,0.42,0.81,0.69,0.69,9.73,SA
Cremonese,Johan Vasquez,F,1.9,1.0,0.33,0.5,0.9,0.75,0.75,10.68,SA
Cremonese,Leonardo Sernicola,F,2.4,6.0,0.75,0.83,0.93,0.86,0.86,12.09,SA
Cremonese,Matteo Bianchetti,F,2.4,2.0,0.62,0.71,0.84,0.78,0.78,11.03,SA
Cremonese,Emanuele Valeri,F,3.2,2.0,0.83,0.96,0.93,0.88,0.88,12.36,SA
Cremonese,Marco Benassi,M,2.0,5.0,0.25,0.33,0.93,0.68,0.68,9.75,SA
Cremonese,Charles Pickel,M,2.4,4.0,0.83,0.92,0.77,0.84,0.84,11.71,SA
Cremonese,Felix Afena-Gyan,A,2.0,1.0,0.17,0.62,0.49,0.41,0.41,5.82,SA
Cremonese,Frank Tsadjout,A,2.7,3.0,0.21,0.42,0.9,0.83,0.83,11.66,SA
Cremonese,David Okereke,A,4.2,2.0,0.79,0.92,0.93,0.85,0.85,11.97,SA
Empoli,Guglielmo Vicario,G,3.9,0.0,0.96,0.96,0.96,0.96,0.96,13.37,SA
Empoli,Ardian Ismajli,F,2.0,0.0,0.62,0.67,0.93,0.77,0.77,11.0,SA
Empoli,Tyronne Ebuehi,F,2.4,0.0,0.42,0.58,0.84,0.71,0.71,10.05,SA
Empoli,Sebastiano Luperto,F,2.9,0.0,0.88,0.88,0.93,0.79,0.79,11.19,SA
Empoli,Fabiano Parisi,F,3.1,0.0,0.83,0.83,0.93,0.77,0.77,11.0,SA
Empoli,Jean-Daniel Akpa Akpro,M,2.0,0.0,0.33,0.54,0.82,0.71,0.71,10.09,SA
Empoli,Razvan Marin,M,3.0,0.0,0.71,0.92,0.93,0.79,0.79,11.19,SA
Empoli,Filippo Bandinelli,M,3.1,0.0,0.79,0.96,0.9,0.75,0.75,10.68,SA
Empoli,Martin Satriano,A,2.6,0.0,0.67,0.88,0.84,0.71,0.71,10.05,SA
Empoli,Tommaso Baldanzi,A,2.9,0.0,0.5,0.58,0.93,0.79,0.79,11.19,SA
Empoli,Francesco Caputo,A,4.0,0.0,0.88,0.96,0.69,0.62,0.62,8.71,SA
Fiorentina,Pietro Terracciano,G,4.3,0.0,0.83,0.83,0.96,0.96,0.96,13.37,SA
Fiorentina,Igor Julio,F,2.6,0.0,0.54,0.71,0.9,0.75,0.75,10.68,SA
Fiorentina,Dodo,F,3.1,0.0,0.67,0.79,0.93,0.77,0.77,11.0,SA
Fiorentina,Nikola Milenkovic,F,3.4,0.0,0.67,0.75,0.61,0.56,0.56,7.92,SA
Fiorentina,Cristiano Biraghi,F,3.7,0.0,0.83,0.88,0.93,0.79,0.79,11.19,SA
Fiorentina,Rolando Mandragora,M,2.6,0.0,0.46,0.67,0.61,0.46,0.46,6.62,SA
Fiorentina,Sofyan Amrabat,M,3.0,0.0,0.67,0.83,0.93,0.77,0.77,11.0,SA
Fiorentina,Riccardo Saponara,M,3.4,0.0,0.33,0.79,0.61,0.55,0.55,7.73,SA
Fiorentina,Giacomo Bonaventura,M,4.1,0.0,0.71,0.83,0.93,0.77,0.77,11.0,SA
Fiorentina,Nicolas Gonzalez,M,5.5,0.0,0.25,0.54,0.9,0.75,0.75,10.68,SA
Fiorentina,Arthur Cabral,A,5.5,0.0,0.25,0.75,0.82,0.64,0.64,9.2,SA
Hellas Verona,Lorenzo Montipo,G,3.5,0.0,0.96,0.96,0.96,0.96,0.96,13.37,SA
Hellas Verona,Marco Davide Faraoni,F,1.9,0.0,0.29,0.38,0.5,0.35,0.35,5.0,SA
Hellas Verona,Diego Coppola,F,2.1,0.0,0.33,0.42,0.5,0.42,0.42,5.96,SA
Hellas Verona,Isak Hien,F,2.2,0.0,0.67,0.83,0.93,0.79,0.79,11.19,SA
Hellas Verona,Josh Doig,F,2.9,0.0,0.5,0.67,0.92,0.78,0.78,11.03,SA
Hellas Verona,Fabio Depaoli,F,3.0,0.0,0.67,0.88,0.6,0.55,0.55,7.76,SA
Hellas Verona,Ondrej Duda,M,2.5,0.0,0.5,0.71,0.9,0.73,0.73,10.42,SA
Hellas Verona,Adrien Tameze,M,2.6,0.0,0.83,0.92,0.93,0.79,0.79,11.19,SA
Hellas Verona,Darko Lazovic,M,3.3,0.0,0.75,0.79,0.93,0.79,0.79,11.19,SA
Hellas Verona,Adolfo Gaich,A,2.5,0.0,0.08,0.12,0.67,0.67,0.67,9.41,SA
Hellas Verona,Cyril Ngonge,A,2.8,0.0,0.12,0.17,0.84,0.84,0.84,11.77,SA
Internazionale,Andre Onana,G,5.6,0.0,0.58,0.58,0.96,0.96,0.96,13.37,SA
Internazionale,Francesco Acerbi,F,3.9,0.0,0.58,0.67,0.89,0.76,0.76,10.72,SA
Internazionale,Matteo Darmian,F,4.6,0.0,0.58,0.75,0.84,0.72,0.72,10.25,SA
Internazionale,Alessandro Bastoni,F,4.9,0.0,0.67,0.75,0.93,0.79,0.79,11.19,SA
Internazionale,Robin Gosens,F,5.7,0.0,0.08,0.83,0.82,0.61,0.61,8.77,SA
Internazionale,Marcelo Brozovic,M,4.5,0.0,0.33,0.54,0.63,0.47,0.47,6.79,SA
Internazionale,Denzel Dumfries,M,5.5,0.0,0.62,0.83,0.81,0.64,0.64,9.08,SA
Internazionale,Hakan Calhanoglu,M,6.3,0.0,0.83,0.92,0.92,0.78,0.78,11.03,SA
Internazionale,Nicolo Barella,M,7.1,0.0,0.88,0.92,0.93,0.77,0.77,11.0,SA
Internazionale,Romelu Lukaku,A,7.3,0.0,0.25,0.46,0.61,0.53,0.53,7.47,SA
Internazionale,Lautaro Martinez,A,9.6,0.0,0.83,0.96,0.9,0.75,0.75,10.68,SA
Juventus,Wojciech Szczesny,G,6.1,1.0,0.71,0.71,0.92,0.92,0.92,12.93,SA
Juventus,Bremer,F,4.0,1.0,0.83,0.83,0.93,0.79,0.79,11.19,SA
Juventus,Mattia De Sciglio,F,4.3,0.0,0.29,0.54,0.74,0.62,0.62,8.76,SA
Juventus,Alex Sandro,F,4.4,4.0,0.67,0.83,0.69,0.83,0.83,11.53,SA
Juventus,Danilo,F,6.1,18.0,0.96,1.0,0.93,0.95,0.95,13.26,SA
Juventus,Nicolo Fagioli,M,3.9,1.0,0.29,0.62,0.67,0.59,0.59,8.35,SA
Juventus,Manuel Locatelli,M,4.7,0.0,0.79,0.83,0.93,0.79,0.79,11.19,SA
Juventus,Adrien Rabiot,M,6.1,8.0,0.79,0.83,0.93,0.86,0.86,12.09,SA
Juventus,Filip Kostic,M,6.5,20.0,0.96,1.04,0.9,0.95,0.95,13.19,SA
Juventus,Angel Di Maria,M,7.3,1.0,0.42,0.62,0.72,0.64,0.64,9.03,SA
Juventus,Dusan Vlahovic,A,9.0,4.0,0.58,0.62,0.86,0.67,0.67,9.57,SA
Lazio,Ivan Provedel,G,5.7,0.0,0.92,0.96,0.96,0.96,0.96,13.37,SA
Lazio,Patricio 'Patric' Gabarron Gil,F,3.2,0.0,0.42,0.5,0.67,0.5,0.5,7.23,SA
Lazio,Elseid Hysaj,F,3.4,0.0,0.38,0.79,0.83,0.7,0.7,9.93,SA
Lazio,Alessio Romagnoli,F,4.7,0.0,0.83,0.88,0.9,0.77,0.77,10.88,SA
Lazio,Adam Marusic,F,5.0,0.0,0.92,0.96,0.92,0.78,0.78,11.03,SA
Lazio,Danilo Cataldi,M,3.3,0.0,0.83,0.88,0.61,0.56,0.56,7.93,SA
Lazio,Luis Alberto,M,5.7,0.0,0.5,0.83,0.86,0.73,0.73,10.4,SA
Lazio,Felipe Anderson,M,5.7,0.0,0.88,0.96,0.93,0.77,0.77,11.0,SA
Lazio,Mattia Zaccagni,M,6.2,0.0,0.83,0.83,0.9,0.77,0.77,10.88,SA
Lazio,Sergej Milinkovic-Savic,M,7.4,0.0,0.83,0.88,0.93,0.79,0.79,11.19,SA
Lazio,Ciro Immobile,A,9.0,0.0,0.67,0.75,0.93,0.77,0.77,11.0,SA
Lecce,Wladimiro Falcone,G,3.9,0.0,0.96,0.96,0.96,0.96,0.96,13.37,SA
Lecce,Alessandro Tuia,F,2.0,0.0,0.12,0.17,0.9,0.9,0.9,12.64,SA
Lecce,Samuel Umtiti,F,2.7,0.0,0.46,0.5,0.92,0.78,0.78,11.03,SA
Lecce,Antonino Gallo,F,3.2,0.0,0.67,0.79,0.9,0.75,0.75,10.68,SA
Lecce,Valentin Gendrey,F,3.3,0.0,0.88,0.96,0.93,0.79,0.79,11.19,SA
Lecce,Youssef Maleh,M,2.5,0.0,0.29,0.54,0.84,0.69,0.69,9.79,SA
Lecce,Alexis Blin,M,2.8,0.0,0.58,0.88,0.72,0.64,0.64,9.03,SA
Lecce,Morten Hjulmand,M,3.2,0.0,0.88,0.88,0.93,0.79,0.79,11.19,SA
Lecce,Federico Di Francesco,M,3.3,0.0,0.58,0.96,0.92,0.76,0.76,10.84,SA
Lecce,Gabriel Strefezza,M,5.1,0.0,0.75,0.88,0.93,0.79,0.79,11.19,SA
Lecce,Assan Ceesay,A,3.7,0.0,0.46,0.79,0.58,0.44,0.44,6.29,SA
Monza,Michele Di Gregorio,G,4.0,0.0,0.96,0.96,0.89,0.89,0.89,12.5,SA
Monza,Samuele Birindelli,F,2.6,0.0,0.46,0.83,0.77,0.66,0.66,9.29,SA
Monza,Armando Izzo,F,2.7,0.0,0.62,0.67,0.92,0.78,0.78,11.03,SA
Monza,Pablo Mari,F,2.8,0.0,0.58,0.67,0.9,0.75,0.75,10.68,SA
Monza,Marlon Santos,F,3.2,0.0,0.62,0.79,0.86,0.72,0.72,10.21,SA
Monza,Stefano Sensi,M,2.5,0.0,0.54,0.67,0.92,0.68,0.68,9.71,SA
Monza,Carlos Augusto,M,3.4,0.0,0.83,0.83,0.93,0.77,0.77,11.0,SA
Monza,Matteo Pessina,M,3.9,0.0,0.83,0.88,0.72,0.64,0.64,9.03,SA
Monza,Andrea Petagna,A,4.0,0.0,0.5,0.75,0.61,0.55,0.55,7.73,SA
Monza,Patrick Ciurria,A,4.2,0.0,0.67,0.88,0.93,0.79,0.79,11.19,SA
Monza,Gianluca Caprari,A,5.6,0.0,0.83,0.96,0.9,0.77,0.77,10.88,SA
Napoli,Alex Meret,G,6.5,0.0,0.96,0.96,0.96,0.96,0.96,13.37,SA
Napoli,Mathias Olivera,F,3.3,0.0,0.25,0.71,0.93,0.72,0.72,10.3,SA
Napoli,Min-jae Kim,F,4.7,0.0,0.92,0.92,0.93,0.79,0.79,11.19,SA
Napoli,Amir Rrahmani,F,5.0,0.0,0.62,0.67,0.92,0.78,0.78,11.03,SA
Napoli,Giovanni Di Lorenzo,F,6.6,0.0,0.96,0.96,0.93,0.79,0.79,11.19,SA
Napoli,Stanislav Lobotka,M,4.0,0.0,0.88,0.96,0.93,0.79,0.79,11.19,SA
Napoli,André-Frank Zambo Anguissa,M,5.0,0.0,0.88,0.88,0.9,0.77,0.77,10.88,SA
Napoli,Piotr Zielinski,M,6.0,0.0,0.71,0.96,0.63,0.56,0.56,7.89,SA
Napoli,Khvicha Kvaratskhelia,M,7.4,0.0,0.75,0.79,0.93,0.79,0.79,11.19,SA
Napoli,Hirving Lozano,A,6.4,0.0,0.5,0.92,0.63,0.56,0.56,7.89,SA
Napoli,Victor Osimhen,A,9.9,0.0,0.75,0.79,0.93,0.79,0.79,11.19,SA
Roma,Rui Patricio,G,5.7,50.0,1.0,1.0,0.96,0.96,0.96,13.37,SA
Roma,Leonardo Spinazzola,F,3.3,2.0,0.46,0.62,0.9,0.83,0.83,11.66,SA
Roma,Gianluca Mancini,F,4.1,25.0,1.0,1.0,0.93,0.95,0.95,13.26,SA
Roma,Roger Ibanez,F,4.1,6.0,0.96,0.96,0.93,0.86,0.86,12.09,SA
Roma,Chris Smalling,F,4.5,0.0,0.92,0.96,0.93,0.79,0.79,11.19,SA
Roma,Nemanja Matic,M,3.2,0.0,0.46,0.96,0.63,0.56,0.56,7.89,SA
Roma,Bryan Cristante,M,3.3,24.0,1.0,1.0,0.93,0.95,0.95,13.26,SA
Roma,Lorenzo Pellegrini,M,5.9,1.0,0.83,0.83,0.93,0.79,0.79,11.19,SA
Roma,Nicola Zalewski,A,3.2,1.0,0.58,0.83,0.63,0.57,0.57,8.08,SA
Roma,Tammy Abraham,A,7.3,0.0,0.79,1.0,0.84,0.72,0.72,10.25,SA
Roma,Paulo Dybala,A,7.4,1.0,0.67,0.71,0.93,0.79,0.79,11.19,SA
Salernitana,Guillermo Ochoa,G,3.3,0.0,0.25,0.25,0.91,0.91,0.91,12.71,SA
Salernitana,Lorenzo Pirola,F,1.9,0.0,0.33,0.46,0.9,0.75,0.75,10.68,SA
Salernitana,Junior Sambia,F,2.0,0.0,0.12,0.5,0.55,0.49,0.49,6.87,SA
Salernitana,Domagoj Bradaric,F,2.4,0.0,0.5,0.75,0.84,0.72,0.72,10.25,SA
Salernitana,Flavius Daniliuc,F,2.5,0.0,0.54,0.67,0.59,0.51,0.51,7.21,SA
Salernitana,Norbert Gyömber,F,2.6,0.0,0.46,0.62,0.84,0.62,0.62,8.96,SA
Salernitana,Domen Crnigoj,M,2.5,3.0,0.08,0.17,0.9,0.71,0.71,10.18,SA
Salernitana,Lassana Coulibaly,M,2.6,0.0,0.83,0.88,0.93,0.77,0.77,11.0,SA
Salernitana,Antonio Candreva,M,4.7,0.0,0.83,0.92,0.93,0.79,0.79,11.19,SA
Salernitana,Krzysztof Piatek,A,3.6,0.0,0.58,0.79,0.93,0.77,0.77,11.0,SA
Salernitana,Boulaye Dia,A,4.8,0.0,0.71,0.88,0.61,0.56,0.56,7.92,SA
Sampdoria,Emil Audero,G,3.3,0.0,0.96,0.96,0.96,0.96,0.96,13.37,SA
Sampdoria,Bruno Amione,F,2.0,0.0,0.54,0.54,0.93,0.79,0.79,11.19,SA
Sampdoria,Bram Nuytinck,F,2.4,0.0,0.46,0.58,0.93,0.79,0.79,11.19,SA
Sampdoria,Alessandro Zanoli,F,2.5,0.0,0.04,0.33,0.61,0.46,0.46,6.6,SA
Sampdoria,Tommaso Augello,F,2.7,0.0,0.83,0.92,0.92,0.78,0.78,11.03,SA
Sampdoria,Mehdi Leris,M,1.8,0.0,0.71,0.83,0.93,0.79,0.79,11.19,SA
Sampdoria,Tomas Rincon,M,1.9,0.0,0.67,0.83,0.84,0.69,0.69,9.79,SA
Sampdoria,Mickaël Cuisance,M,2.0,6.0,0.12,0.12,0.92,0.68,0.68,9.72,SA
Sampdoria,Harry Winks,M,2.4,0.0,0.21,0.25,0.93,0.77,0.77,11.0,SA
Sampdoria,Fabio Quagliarella,A,2.5,0.0,0.08,0.67,0.78,0.55,0.55,7.89,SA
Sampdoria,Sam Lammers,A,3.5,0.0,0.75,0.92,0.84,0.72,0.72,10.25,SA
Sassuolo,Andrea Consigli,G,3.8,0.0,0.88,0.88,0.96,0.96,0.96,13.37,SA
Sassuolo,Ruan Tressoldi,F,2.1,0.0,0.33,0.42,0.9,0.77,0.77,10.88,SA
Sassuolo,Rogerio,F,2.6,0.0,0.83,0.88,0.69,0.62,0.62,8.72,SA
Sassuolo,Martin Erlic,F,3.2,0.0,0.67,0.67,0.92,0.76,0.76,10.84,SA
Sassuolo,Pedro Mba Obiang Avomo,M,2.1,0.0,0.33,0.5,0.52,0.48,0.48,6.82,SA
Sassuolo,Matheus Henrique,M,2.4,0.0,0.33,0.62,0.84,0.71,0.71,10.05,SA
Sassuolo,Nadir Zortea,M,2.7,0.0,0.17,0.5,0.9,0.73,0.73,10.42,SA
Sassuolo,Maxime Lopez,M,2.9,0.0,0.54,0.67,0.51,0.39,0.39,5.55,SA
Sassuolo,Nedim Bajrami,M,3.7,0.0,0.38,0.92,0.93,0.72,0.72,10.3,SA
Sassuolo,Davide Frattesi,M,4.2,0.0,0.96,0.96,0.93,0.79,0.79,11.19,SA
Sassuolo,Gregoire Defrel,A,2.7,0.0,0.25,0.5,0.58,0.53,0.53,7.42,SA
Spezia,Bartlomiej Dragowski,G,3.3,0.0,0.88,0.88,0.96,0.96,0.96,13.37,SA
Spezia,Kelvin Amian,F,2.1,0.0,,,0.93,0.93,0.93,13.08,SA
Spezia,Ethan Ampadu,F,2.5,2.0,0.71,0.71,0.93,0.88,0.88,12.36,SA
Spezia,Dimitrios Nikolaou,F,2.5,0.0,0.83,0.88,0.93,0.79,0.79,11.19,SA
Spezia,Arkadiusz Reca,F,2.6,0.0,0.71,0.79,0.93,0.79,0.79,11.19,SA
Spezia,Albin Ekdal,M,2.1,0.0,0.25,0.67,0.63,0.47,0.47,6.76,SA
Spezia,Mehdi Bourabia,M,2.5,0.0,0.92,0.96,0.93,0.79,0.79,11.19,SA
Spezia,Kevin Agudelo,M,2.5,0.0,0.71,0.92,0.86,0.72,0.72,10.21,SA
Spezia,Emmanuel Gyasi,M,2.7,0.0,0.83,0.83,0.9,0.77,0.77,10.88,SA
Spezia,Daniele Verde,M,3.7,0.0,0.25,0.54,0.84,0.71,0.71,10.05,SA
Spezia,M'Bala Nzola,A,4.7,0.0,0.75,0.79,0.9,0.73,0.73,10.42,SA
Torino,Vanja Milinkovic-Savic,G,4.4,24.0,1.0,1.0,0.96,0.96,0.96,13.37,SA
Torino,Ola Aina,F,2.6,0.0,0.38,0.54,0.58,0.47,0.47,6.72,SA
Torino,Koffi Djidji,F,2.6,4.0,0.79,0.88,0.92,0.86,0.86,12.06,SA
Torino,Perr Schuurs,F,2.7,5.0,0.71,0.75,0.93,0.86,0.86,12.09,SA
Torino,Alessandro Buongiorno,F,2.7,1.0,0.71,0.83,0.78,0.68,0.68,9.65,SA
Torino,Stephane Singo,F,3.3,1.0,0.5,0.75,0.93,0.77,0.77,11.0,SA
Torino,Ivan Ilic,M,2.2,2.0,0.5,0.54,0.93,0.85,0.85,11.97,SA
Torino,Karol Linetty,M,2.6,2.0,0.67,0.96,0.66,0.66,0.66,9.18,SA
Torino,Aleksei Miranchuk,M,4.1,4.0,0.67,0.75,0.93,0.86,0.86,12.09,SA
Torino,Yann Karamoh,A,2.8,2.0,0.12,0.46,0.69,0.69,0.69,9.64,SA
Torino,Antonio Sanabria,A,3.6,4.0,0.58,0.79,0.93,0.68,0.68,9.75,SA
Udinese,Marco Silvestri,G,4.2,0.0,0.96,0.96,0.96,0.96,0.96,13.37,SA
Udinese,Rodrigo Becao,F,3.0,0.0,0.71,0.71,0.93,0.79,0.79,11.19,SA
Udinese,Nehuen Perez,F,3.0,0.0,0.83,0.83,0.9,0.77,0.77,10.88,SA
Udinese,Jaka Bijol,F,3.2,0.0,0.79,0.79,0.93,0.79,0.79,11.19,SA
Udinese,Destiny Udogie,F,4.8,0.0,0.79,0.79,0.93,0.79,0.79,11.19,SA
Udinese,Tolgay Arslan,M,2.6,0.0,0.42,0.92,0.69,0.6,0.6,8.5,SA
Udinese,Walace,M,3.0,0.0,0.96,0.96,0.93,0.79,0.79,11.19,SA
Udinese,Roberto Pereyra,M,3.9,0.0,0.83,0.83,0.61,0.55,0.55,7.73,SA
Udinese,Lazar Samardzic,M,4.3,0.0,0.33,0.92,0.78,0.67,0.67,9.45,SA
Udinese,Isaac Success,A,3.2,0.0,0.58,0.96,0.84,0.71,0.71,10.05,SA
