team,player,pos,value [m],StartsIARow,gs%,gp%,sp_GW1,sp_GW2,sp_GW3,xGS,game
Udinese,Beto,A,5.3,0.0,0.62,0.96,0.93,0.79,0.79,11.19,SA
AC Horsens,Samuel Brolin,G,3.5,0.0,,,0.98,0.98,0.98,2.94,SL
AC Horsens,Mikkel Møller Lassen,F,1.9,0.0,,,0.95,0.95,0.95,2.85,SL
AC Horsens,James Gomez,F,2.4,0.0,,,0.95,0.95,0.95,2.85,SL
AC Horsens,Jacob Buus Jacobsen,F,2.9,0.0,,,0.95,0.95,0.95,2.85,SL
AC Horsens,Malte Kiilerich Hansen,F,2.9,0.0,,,0.95,0.95,0.95,2.85,SL
AC Horsens,Magnus Riisgaard Jensen,F,3.9,0.0,,,0.95,0.95,0.95,2.85,SL
AC Horsens,David Kruse,M,2.4,0.0,,,0.95,0.95,0.95,2.85,SL
AC Horsens,Moses Opondo,M,2.6,0.0,,,0.95,0.95,0.95,2.85,SL
AC Horsens,Thomas Santos,M,2.9,0.0,,,0.95,0.95,0.95,2.85,SL
AC Horsens,Lubambo Musonda,M,3.5,0.0,,,0.95,0.95,0.95,2.85,SL
AC Horsens,Aron Sigurdarson,A,4.5,0.0,,,0.95,0.95,0.95,2.85,SL
AGF,Jesper Hansen,G,4.7,0.0,,,0.98,0.98,0.98,2.94,SL
AGF,Thomas Kristensen,F,3.1,0.0,,,0.95,0.9,0.9,2.75,SL
AGF,Yann Aurel Bisseck,F,3.6,0.0,,,0.95,0.95,0.95,2.85,SL
AGF,Felix Beijmo,F,3.6,0.0,,,0.95,0.95,0.95,2.85,SL
AGF,Frederik Tingager,F,3.8,0.0,,,0.95,0.95,0.95,2.85,SL
AGF,Nicolai Poulsen,M,2.5,0.0,,,0.95,0.95,0.95,2.85,SL
AGF,Gift Links,M,3.7,0.0,,,0.95,0.8,0.8,2.55,SL
AGF,Kevin Yakob,M,4.0,0.0,,,0.95,0.95,0.95,2.85,SL
AGF,Mikael Anderson,M,4.2,0.0,,,0.95,0.95,0.95,2.85,SL
AGF,Sigurd Haugen,A,5.1,0.0,,,0.95,0.95,0.95,2.85,SL
AGF,Patrick Mortensen,A,7.6,0.0,,,0.95,0.95,0.95,2.85,SL
AaB,Theo Sander,G,3.5,0.0,,,0.98,0.98,0.98,2.94,SL
AaB,Daniel Granli,F,2.5,0.0,,,0.95,0.95,0.95,2.85,SL
AaB,Rasmus Thelander,F,2.9,0.0,,,0.95,0.95,0.95,2.85,SL
AaB,Lars Kramer,F,3.0,0.0,,,0.95,0.95,0.95,2.85,SL
AaB,Kasper Jørgensen,F,3.4,0.0,,,0.94,0.94,0.94,2.81,SL
AaB,Malthe Højholt,M,2.4,0.0,,,0.95,0.95,0.95,2.85,SL
AaB,Lucas Andersen,M,4.0,0.0,,,0.95,0.95,0.95,2.85,SL
AaB,Iver Fossum,M,5.0,0.0,,,0.95,0.95,0.95,2.85,SL
AaB,Louka Prip Andreasen,M,5.5,0.0,,,0.95,0.95,0.95,2.85,SL
AaB,Allan Sousa,A,4.5,0.0,,,0.95,0.95,0.95,2.85,SL
AaB,Nicklas Helenius,A,7.5,0.0,,,0.95,0.95,0.95,2.85,SL
Brøndby IF,Mads Hermansen,G,5.2,0.0,,,0.98,0.98,0.98,2.94,SL
Brøndby IF,Frederik Winther,F,3.2,0.0,,,0.95,0.95,0.95,2.85,SL
Brøndby IF,Kevin Tshiembe,F,3.6,0.0,,,0.95,0.95,0.95,2.85,SL
Brøndby IF,Blas Riveros,F,4.2,0.0,,,0.95,0.95,0.95,2.85,SL
Brøndby IF,Joe Bell,M,3.0,0.0,,,0.95,0.7,0.7,2.35,SL
Brøndby IF,Mathias Greve,M,3.7,0.0,,,0.95,0.9,0.9,2.75,SL
Brøndby IF,Håkon Evjen,M,4.6,0.0,,,0.95,0.95,0.95,2.85,SL
Brøndby IF,Daniel Wass,M,6.3,0.0,,,0.95,0.95,0.95,2.85,SL
Brøndby IF,Nicolai Vallys,M,8.1,0.0,,,0.95,0.95,0.95,2.85,SL
Brøndby IF,Simon Hedlund,A,6.2,0.0,,,0.95,0.95,0.95,2.85,SL
Brøndby IF,Ohi Omoijuanfo,A,7.5,0.0,,,0.95,0.95,0.95,2.85,SL
FC København,Kamil Grabara,G,5.8,0.0,,,0.98,0.98,0.98,2.94,SL
FC København,Elias Jelert,F,4.3,0.0,,,0.95,0.95,0.95,2.85,SL
FC København,Christian Sørensen,F,4.9,0.0,,,0.95,0.95,0.95,2.85,SL
FC København,Davit Khocholava,F,5.2,0.0,,,0.95,0.7,0.7,2.35,SL
FC København,Denis Vavro,F,5.7,0.0,,,0.95,0.95,0.95,2.85,SL
FC København,Rasmus Falk Jensen,M,5.6,0.0,,,0.95,0.95,0.95,2.85,SL
FC København,Hakon Arnar Haraldsson,M,5.6,0.0,,,0.95,0.95,0.95,2.85,SL
FC København,Diogo Goncalves,M,6.1,0.0,,,0.95,0.7,0.7,2.35,SL
FC København,Lukas Lerager,M,6.3,0.0,,,0.95,0.9,0.9,2.75,SL
FC København,Viktor Claesson,M,8.9,0.0,,,0.95,0.95,0.95,2.85,SL
FC København,Mohamed Daramy,A,7.7,0.0,,,0.95,0.95,0.95,2.85,SL
FC Midtjylland,Jonas Lössl,G,5.1,0.0,,,0.98,0.98,0.98,2.94,SL
FC Midtjylland,Stefan Gartenmann,F,4.6,0.0,,,0.95,0.95,0.95,2.85,SL
FC Midtjylland,Paulinho,F,4.7,0.0,,,0.95,0.85,0.85,2.65,SL
FC Midtjylland,Henrik Dalsgaard,F,5.0,0.0,,,0.95,0.8,0.8,2.55,SL
FC Midtjylland,Joel Andersson,F,5.0,0.0,,,0.95,0.85,0.85,2.65,SL
FC Midtjylland,Emiliano Martinez,M,3.6,0.0,,,0.95,0.95,0.95,2.85,SL
FC Midtjylland,Armin Gigovic,M,4.0,0.0,,,0.95,0.95,0.95,2.85,SL
FC Midtjylland,Kristoffer Olsson,M,4.1,0.0,,,0.95,0.7,0.7,2.35,SL
FC Midtjylland,Emam Ashour,M,4.7,0.0,,,0.95,0.95,0.95,2.85,SL
FC Midtjylland,Gustav Isaksen,M,7.6,0.0,,,0.95,0.95,0.95,2.85,SL
FC Midtjylland,Astrit Selmani,A,6.5,0.0,,,0.6,0.6,0.6,1.8,SL
FC Nordsjælland,Andreas Hansen,G,5.6,0.0,,,0.98,0.98,0.98,2.94,SL
FC Nordsjælland,Daniel Svensson,F,3.5,0.0,,,0.6,0.6,0.6,1.8,SL
FC Nordsjælland,Oliver Villadsen,F,5.0,0.0,,,0.95,0.95,0.95,2.85,SL
FC Nordsjælland,Martin Frese,M,3.1,0.0,,,0.95,0.95,0.95,2.85,SL
FC Nordsjælland,Mads Bidstrup,M,3.6,0.0,,,0.95,0.95,0.95,2.85,SL
FC Nordsjælland,Jacob Steen Christensen,M,3.6,0.0,,,0.95,0.95,0.95,2.85,SL
FC Nordsjælland,Mohammed Diomande,M,5.6,0.0,,,0.95,0.95,0.95,2.85,SL
FC Nordsjælland,Benjamin Nygren,A,3.5,0.0,,,0.2,0.2,0.2,0.6,SL
FC Nordsjælland,Wahid Faghir,A,4.5,0.0,,,0.9,0.9,0.9,2.7,SL
FC Nordsjælland,Ernest Nuamah,A,6.8,0.0,,,0.95,0.95,0.95,2.85,SL
FC Nordsjælland,Emiliano Marcondes,A,7.3,0.0,,,0.95,0.95,0.95,2.85,SL
Lyngby BK,Mads Kikkenborg,G,3.0,0.0,,,0.98,0.98,0.98,2.94,SL
Lyngby BK,Lucas Hey,F,2.0,0.0,,,0.95,0.95,0.95,2.85,SL
Lyngby BK,Brian Hamalainen,F,2.5,0.0,,,0.95,0.95,0.95,2.85,SL
Lyngby BK,Pascal Gregor,F,2.5,0.0,,,0.95,0.95,0.95,2.85,SL
Lyngby BK,Casper 'Dani' Winther,M,2.0,0.0,,,0.95,0.95,0.95,2.85,SL
Lyngby BK,Tobias Storm,M,2.0,0.0,,,0.95,0.95,0.95,2.85,SL
Lyngby BK,Parfait Bizoza,M,2.5,0.0,,,0.95,0.95,0.95,2.85,SL
Lyngby BK,Rezan Corlu,M,3.0,0.0,,,0.95,0.95,0.95,2.85,SL
Lyngby BK,Sævar Atli Magnusson,A,3.0,0.0,,,0.95,0.95,0.95,2.85,SL
Lyngby BK,Magnus Kaastrup,A,3.0,0.0,,,0.95,0.95,0.95,2.85,SL
Lyngby BK,Frederik Gytkjær,A,3.5,0.0,,,0.95,0.95,0.95,2.85,SL
OB,Hans Christian Bernat,G,3.6,0.0,,,0.98,0.98,0.98,2.94,SL
OB,Gustav Grubbe,F,2.5,0.0,,,0.95,0.95,0.95,2.85,SL
OB,Jørgen Skjelvik,F,2.5,0.0,,,0.95,0.95,0.95,2.85,SL
OB,Jeppe Tverskov,F,3.0,0.0,,,0.95,0.95,0.95,2.85,SL
OB,Aske Adelgaard,F,3.0,0.0,,,0.95,0.95,0.95,2.85,SL
OB,Mihajlo Ivancevic,F,3.5,0.0,,,0.95,0.95,0.95,2.85,SL
OB,Alasana Manneh,M,3.0,0.0,,,0.95,0.7,0.7,2.35,SL
OB,Naatan Skyttä,M,3.5,0.0,,,0.95,0.95,0.95,2.85,SL
OB,Franco Tongya,M,4.0,0.0,,,0.94,0.65,0.65,2.24,SL
OB,Mads Frøkjær-Jensen,M,4.6,0.0,,,0.95,0.95,0.95,2.85,SL
OB,Emmanuel Sabbi,M,5.5,0.0,,,0.95,0.95,0.95,2.85,SL
Randers FC,Patrik Carlgren,G,4.7,0.0,,,0.98,0.98,0.98,2.94,SL
Randers FC,Mikkel Kallesøe,F,2.7,0.0,,,0.95,0.85,0.85,2.65,SL
Randers FC,Carl Johansson,F,3.1,0.0,,,0.95,0.9,0.9,2.75,SL
Randers FC,Adam Andersson,F,3.7,0.0,,,0.95,0.7,0.7,2.35,SL
Randers FC,Daniel Høegh,F,4.1,0.0,,,0.95,0.95,0.95,2.85,SL
Randers FC,Mads Enggård,M,2.0,0.0,,,0.95,0.95,0.95,2.85,SL
Randers FC,Simen Nordli,M,2.6,0.0,,,0.95,0.9,0.9,2.75,SL
Randers FC,Tobias Klysner,M,3.0,0.0,,,0.95,0.55,0.55,2.05,SL
Randers FC,Lasse Berg Johnsen,M,3.1,0.0,,,0.95,0.95,0.95,2.85,SL
Randers FC,Alhaji Kamara,A,3.6,0.0,,,0.95,0.45,0.45,1.85,SL
Randers FC,Marvin Egho,A,4.5,0.0,,,0.95,0.9,0.9,2.75,SL
Silkeborg IF,Nicolai Larsen,G,4.5,0.0,,,0.98,0.98,0.98,2.94,SL
Silkeborg IF,Oliver Sonne,F,3.0,0.0,,,0.95,0.95,0.95,2.85,SL
Silkeborg IF,Joel Felix,F,3.5,0.0,,,0.95,0.95,0.95,2.85,SL
Silkeborg IF,Lukas Engel,F,4.0,0.0,,,0.95,0.95,0.95,2.85,SL
Silkeborg IF,Tobias Salquist,F,4.5,0.0,,,0.95,0.95,0.95,2.85,SL
Silkeborg IF,Mark Brink,M,3.0,0.0,,,0.95,0.95,0.95,2.85,SL
Silkeborg IF,Stefan Teitur Thordarson,M,3.5,0.0,,,0.95,0.95,0.95,2.85,SL
Silkeborg IF,Anders Klynge,M,4.0,0.0,,,0.95,0.95,0.95,2.85,SL
Silkeborg IF,Kasper Kusk,M,6.0,0.0,,,0.95,0.95,0.95,2.85,SL
Silkeborg IF,Sebastian Jørgensen,M,7.0,0.0,,,0.95,0.95,0.95,2.85,SL
Silkeborg IF,Tonni Adamsen,A,5.2,0.0,,,0.95,0.95,0.95,2.85,SL
Viborg FF,Lucas Lund Pedersen,G,5.6,0.0,,,0.98,0.98,0.98,2.94,SL
Viborg FF,Zan Zaletel,F,3.1,0.0,,,0.95,0.95,0.95,2.85,SL
Viborg FF,Daniel Anyembe,F,3.1,0.0,,,0.95,0.95,0.95,2.85,SL
Viborg FF,Nicolas Bürgy,F,3.6,0.0,,,0.95,0.95,0.95,2.85,SL
Viborg FF,Anton Gaaei,F,3.6,0.0,,,0.95,0.95,0.95,2.85,SL
Viborg FF,Jeppe Grønning,M,3.5,0.0,,,0.95,0.8,0.8,2.55,SL
Viborg FF,Ibrahim Said,M,3.7,0.0,,,0.95,0.8,0.8,2.55,SL
Viborg FF,Elias Achouri,M,3.9,0.0,,,0.95,0.95,0.95,2.85,SL
Viborg FF,Jakob Bonde,M,4.0,0.0,,,0.65,0.65,0.55,1.85,SL
Viborg FF,Clint Leemans,M,6.0,0.0,,,0.95,0.95,0.95,2.85,SL
Viborg FF,Alassana Jatta,A,3.2,0.0,,,0.95,0.9,0.9,2.75,SL
